source_excel_row,brand,inferred_brand_method,tsw_supplier_sku,manufacturer_part_number,Categaory,prod,countryoforigin,tariffcd,eccnclasscd,Prod Description,Stocking Unit,Selling Unit,Selling_Conv,weight,Length,Width,Height,Pack Qty,BOX Qty,CASE Qty,CTN Qty,PLT Qty,All_Barcodes,UPC_List
5003,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050943,050943,AUTOMATIC TT PARTS,TTT050943,US,8205595560,,EZCLEAN END PLUG,EACH,EACH,1,0.002,0.75,0.75,0.25,,,,,,,
5004,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050944,050944,AUTOMATIC TT PARTS,TTT050944,US,8205595560,,EZCLEAN NEEDLE,EACH,EACH,1,0.002,1.1,0.5,0.5,,,,,,,
5005,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050945,050945,AUTOMATIC TT PARTS,TTT050945,,,,TAPER DOOR SEAL RETAINER,EACH,EACH,1,0.002,,,,,,,,,,
5006,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050946,050946,AUTOMATIC TT PARTS,TTT050946,,,,EASYCLEAN TAPER SPRING CATCHER,EACH,EACH,1,0.001,,,,,,,,,,
5007,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050947,050947,AUTOMATIC TT PARTS,TTT050947,,,,TAPER DOOR SEAL,EACH,EACH,1,0.002,,,,,,,,,,
5008,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050948,050948,AUTOMATIC TT PARTS,TTT050948,,,,TAPER DOOR,EACH,EACH,1,0.0715,,,,,,,,,,
5009,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050949,050949,AUTOMATIC TT PARTS,TTT050949,,,,TAPER SIDEPLATE,EACH,EACH,1,0.03,,,,,,,,,,
5010,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050950,050950,AUTOMATIC TT PARTS,TTT050950,,,,TAPER CABLE DRUM,EACH,EACH,1,0.021,,,,,,,,,,
5011,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050951,050951,AUTOMATIC TT PARTS,TTT050951,,,,TAPER CABLE,EACH,EACH,1,0.012,,,,,,,,,,
5012,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050952,050952,AUTOMATIC TT PARTS,TTT050952,,,,TAPER CABLE RETAINER,EACH,EACH,1,0.001,,,,,,,,,,
5013,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050953,050953,AUTOMATIC TT PARTS,TTT050953,,,,TAPER DRIVE DOG,EACH,EACH,1,0.001,,,,,,,,,,
5014,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050954,050954,AUTOMATIC TT PARTS,TTT050954,,,,TAPER DRIVE GEAR,EACH,EACH,1,0.005,,,,,,,,,,
5015,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050955,050955,AUTOMATIC TT PARTS,TTT050955,,,,TAPER DRIVE DOG PIN,EACH,EACH,1,0.001,,,,,,,,,,
5016,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050956,050956,AUTOMATIC TT PARTS,TTT050956,,,,TAPER DRIVE DOG SPRING,EACH,EACH,1,0.001,,,,,,,,,,
5017,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050957,050957,AUTOMATIC TT PARTS,TTT050957,,,,TAPER GATE VALVE,EACH,EACH,1,0.024,,,,,,,,,,
5018,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050958,050958,AUTOMATIC TT PARTS,TTT050958,,,,TAPER HINGE PIN,EACH,EACH,1,0.001,,,,,,,,,,
5019,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050959,050959,AUTOMATIC TT PARTS,TTT050959,,,,TAPER DOOR LATCH,EACH,EACH,1,0.006,,,,,,,,,,
5020,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050960,050960,AUTOMATIC TT PARTS,TTT050960,,,,TAPER DOOR LATCH,EACH,EACH,1,0.006,,,,,,,,,,
5021,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050961,050961,AUTOMATIC TT PARTS,TTT050961,,,,TAPER DOOR LATCH,EACH,EACH,1,0.001,,,,,,,,,,
5022,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050962,050962,AUTOMATIC TT PARTS,TTT050962,,,,TAPER DOOR STOP,EACH,EACH,1,0.003,,,,,,,,,,
5023,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050963,050963,AUTOMATIC TT PARTS,TTT050963,,,,TAPER DOOR STOP,EACH,EACH,1,0.003,,,,,,,,,,
5024,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050964,050964,AUTOMATIC TT PARTS,TTT050964,,,,TAPER WIPER,EACH,EACH,1,0.0005,,,,,,,,,,
5025,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050965,050965,AUTOMATIC TT PARTS,TTT050965,,,,TAPER WIPER RETAINER,EACH,EACH,1,0.003,,,,,,,,,,
5026,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050966,050966,AUTOMATIC TT PARTS,TTT050966,,,,TAPER GATE VALVE HINGE PIN,EACH,EACH,1,0.001,,,,,,,,,,
5027,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050967,050967,AUTOMATIC TT PARTS,TTT050967,,,,TAPER NEEDLE HOLDER,EACH,EACH,1,0.001,,,,,,,,,,
5028,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050968,050968,AUTOMATIC TT PARTS,TTT050968,,,,TAPER LATCH PIN,EACH,EACH,1,0.001,,,,,,,,,,
5029,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050969,050969,AUTOMATIC TT PARTS,TTT050969,,,,TAPER LATCH SPRING,EACH,EACH,1,0.001,,,,,,,,,,
5030,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050970,050970,AUTOMATIC TT PARTS,TTT050970,,,,TAPER TRIGGER HOUSING,EACH,EACH,1,0.001,,,,,,,,,,
5031,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050971,050971,AUTOMATIC TT PARTS,TTT050971,,,,TAPER TRIGGER,EACH,EACH,1,0.003,,,,,,,,,,
5032,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050972,050972,AUTOMATIC TT PARTS,TTT050972,,,,TAPER DOOR RETAINER,EACH,EACH,1,0.003,,,,,,,,,,
5033,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050973,050973,AUTOMATIC TT PARTS,TTT050973,,,,TAPER WIPER,EACH,EACH,1,0.001,,,,,,,,,,
5034,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050974,050974,AUTOMATIC TT PARTS,TTT050974,,,,TAPER WIPER RETAINER,EACH,EACH,1,0.003,,,,,,,,,,
5035,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050975,050975,AUTOMATIC TT PARTS,TTT050975,,,,TAPER SIDE PLATE,EACH,EACH,1,0.032,,,,,,,,,,
5036,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050976,050976,AUTOMATIC TT PARTS,TTT050976,,,,TAPER DOOR,EACH,EACH,1,0.0685,,,,,,,,,,
5037,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050977,050977,AUTOMATIC TT PARTS,TTT050977,,,,TAPER GATE VALVE,EACH,EACH,1,0.036,,,,,,,,,,
5038,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050978,050978,AUTOMATIC TT PARTS,TTT050978,,,,TAPER HINGE PIN,EACH,EACH,1,0.001,,,,,,,,,,
5039,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050979,050979,AUTOMATIC TT PARTS,TTT050979,,,,TAPER DOOR LATCH,EACH,EACH,1,0.006,,,,,,,,,,
5040,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050981,050981,AUTOMATIC TT PARTS,TTT050981,,,,TAPER DOOR STOP,EACH,EACH,1,0.003,,,,,,,,,,
5041,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050982,050982,AUTOMATIC TT PARTS,TTT050982,,,,TAPER WIPER,EACH,EACH,1,0.0005,,,,,,,,,,
5042,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050983,050983,AUTOMATIC TT PARTS,TTT050983,,,,TAPER WIPER RETAINER,EACH,EACH,1,0.003,,,,,,,,,,
5043,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050984,050984,AUTOMATIC TT PARTS,TTT050984,,,,TAPER GATE VALVE HINGE PIN,EACH,EACH,1,0.001,,,,,,,,,,
5044,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050985,050985,AUTOMATIC TT PARTS,TTT050985,,,,TAPER NEEDLE HOLDER,EACH,EACH,1,0.001,,,,,,,,,,
5045,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050986,050986,AUTOMATIC TT PARTS,TTT050986,,,,TAPER LATCH PIN,EACH,EACH,1,0.001,,,,,,,,,,
5046,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050987,050987,AUTOMATIC TT PARTS,TTT050987,,,,TAPER LATCH SPRING,EACH,EACH,1,0.001,,,,,,,,,,
5047,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050988,050988,AUTOMATIC TT PARTS,TTT050988,,,,TAPER TRIGGER HOUSING,EACH,EACH,1,0.001,,,,,,,,,,
5048,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050989,050989,AUTOMATIC TT PARTS,TTT050989,,,,TAPER TRIGGER,EACH,EACH,1,0.003,,,,,,,,,,
5049,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050990,050990,AUTOMATIC TT PARTS,TTT050990,,,,TAPER DOOR RETAINER,EACH,EACH,1,0.003,,,,,,,,,,
5050,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050991,050991,AUTOMATIC TT PARTS,TTT050991,,,,TAPER WIPER,EACH,EACH,1,0.001,,,,,,,,,,
5051,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050992,050992,AUTOMATIC TT PARTS,TTT050992,,,,TAPER WIPER RETAINER,EACH,EACH,1,0.003,,,,,,,,,,
5052,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050993,050993,AUTOMATIC TT PARTS,TTT050993,,,,TAPER SIDEPLATE,EACH,EACH,1,0.032,,,,,,,,,,
5053,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050994,050994,AUTOMATIC TT PARTS,TTT050994,,,,TAPER DOOR,EACH,EACH,1,0.0685,,,,,,,,,,
5054,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050995,050995,AUTOMATIC TT PARTS,TTT050995,,,,TAPER GATE VALVE,EACH,EACH,1,0.036,,,,,,,,,,
5055,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050996,050996,AUTOMATIC TT PARTS,TTT050996,,,,TAPER HINGE PIN,EACH,EACH,1,0.001,,,,,,,,,,
5056,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050997,050997,AUTOMATIC TT PARTS,TTT050997,,,,TAPER DOOR LATCH,EACH,EACH,1,0.006,,,,,,,,,,
5057,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050998,050998,AUTOMATIC TT PARTS,TTT050998,,,,TAPER DOOR STOP,EACH,EACH,1,0.003,,,,,,,,,,
5058,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050999,050999,AUTOMATIC TT PARTS,TTT050999,,,,TAPER WIPER,EACH,EACH,1,0.0005,,,,,,,,,,
5059,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT051000,051000,AUTOMATIC TT PARTS,TTT051000,,,,TAPER WIPER RETAINER,EACH,EACH,1,0.003,,,,,,,,,,
5060,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT051003,051003,AUTOMATIC TT PARTS,TTT051003,,,,TAPER NEEDLE HOLDER,EACH,EACH,1,0.001,,,,,,,,,,
5061,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT051005,051005,AUTOMATIC TT PARTS,TTT051005,,,,TAPER LATCH SPRING,EACH,EACH,1,0.001,,,,,,,,,,
5062,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT051006,051006,AUTOMATIC TT PARTS,TTT051006,,,,TAPER TRIGGER HOUSING,EACH,EACH,1,0.001,,,,,,,,,,
5063,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT051007,051007,AUTOMATIC TT PARTS,TTT051007,,,,TAPER TRIGGER,EACH,EACH,1,0.003,,,,,,,,,,
5064,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT051008,051008,AUTOMATIC TT PARTS,TTT051008,,,,TAPER DOOR RETAINER,EACH,EACH,1,0.003,,,,,,,,,,
5065,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT051009,051009,AUTOMATIC TT PARTS,TTT051009,,,,TAPER WIPER,EACH,EACH,1,0.001,,,,,,,,,,
5066,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT051010,051010,AUTOMATIC TT PARTS,TTT051010,,,,TAPER WIPER RETAINER,EACH,EACH,1,0.003,,,,,,,,,,
5067,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT051012,051012,AUTOMATIC TT PARTS,TTT051012,,,,DOOR STOP,EACH,EACH,1,0.003,,,,,,,,,,
5068,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT051013,051013,AUTOMATIC TT PARTS,TTT051013,,,,HINGE PIN,EACH,EACH,1,0.001,,,,,,,,,,
5069,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT051014,051014,AUTOMATIC TT PARTS,TTT051014,,,,SIDE PLATE,EACH,EACH,1,0.053,,,,,,,,,,
5070,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT051015,051015,AUTOMATIC TT PARTS,TTT051015,,,,SIDE PLATE,EACH,EACH,1,0.053,,,,,,,,,,
5071,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT051040,051040,AUTOMATIC TT PARTS,TTT051040,,,,COVER GASKET,EACH,EACH,1,0.005,,,,,,,,,,
5072,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052001F,052001F,AUTOMATIC TT PARTS,TTT052001F,US,8205595560,,COLLAR ASSEMBLY,EACH,EACH,1,0.5455,4.5,2,2,,,,,,,
5073,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052003,052003,AUTOMATIC TT PARTS,TTT052003,,,,TAPE HOLDER,EACH,EACH,1,0.003,,,,,,,,,,
5074,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052004,052004,AUTOMATIC TT PARTS,TTT052004,,,,TAPE HOLDER PIVOT PIN,EACH,EACH,1,0.004,,,,,,,,,,
5075,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052005,052005,AUTOMATIC TT PARTS,TTT052005,,,,DOOR LEVER,EACH,EACH,1,0.001,,,,,,,,,,
5076,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052006,052006,AUTOMATIC TT PARTS,TTT052006,,,,DOOR LATCH SPRING,EACH,EACH,1,0.002,,,,,,,,,,
5077,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052007,052007,AUTOMATIC TT PARTS,TTT052007,,,,DOOR LATCH,EACH,EACH,1,0.006,,,,,,,,,,
5078,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052008,052008,AUTOMATIC TT PARTS,TTT052008,,,,DOOR LATCH PIN,EACH,EACH,1,0.001,,,,,,,,,,
5079,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052009,052009,AUTOMATIC TT PARTS,TTT052009,,,,DOOR STOP,EACH,EACH,1,0.001,,,,,,,,,,
5080,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052010,052010,AUTOMATIC TT PARTS,TTT052010,,,,DOOR STOP SPRING,EACH,EACH,1,0.001,,,,,,,,,,
5081,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052011,052011,AUTOMATIC TT PARTS,TTT052011,,,,NOZZLE,EACH,EACH,1,0.001,,,,,,,,,,
5082,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052013,052013,AUTOMATIC TT PARTS,TTT052013,,,,FRONT NOZZLE,EACH,EACH,1,0.001,,,,,,,,,,
5083,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052014,052014,AUTOMATIC TT PARTS,TTT052014,,,,SIDEPLATE,EACH,EACH,1,0.05,,,,,,,,,,
5084,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052015,052015,AUTOMATIC TT PARTS,TTT052015,,,,SIDEPLATE,EACH,EACH,1,0.05,,,,,,,,,,
5085,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052016,052016,AUTOMATIC TT PARTS,TTT052016,,,,CABLE,EACH,EACH,1,0.03,,,,,,,,,,
5086,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052017,052017,AUTOMATIC TT PARTS,TTT052017,,,,CABLE DRUM,EACH,EACH,1,0.022,,,,,,,,,,
5087,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052019,052019,AUTOMATIC TT PARTS,TTT052019,,,,CABLE DRUM RETAINER,EACH,EACH,1,0.003,,,,,,,,,,
5088,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052020,052020,AUTOMATIC TT PARTS,TTT052020,,,,DRIVE DOG,EACH,EACH,1,0.001,,,,,,,,,,
5089,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052021,052021,AUTOMATIC TT PARTS,TTT052021,,,,DRIVE GEAR,EACH,EACH,1,0.005,,,,,,,,,,
5090,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052022,052022,AUTOMATIC TT PARTS,TTT052022,,,,DRIVE DOG SPRING,EACH,EACH,1,0.001,,,,,,,,,,
5091,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052023,052023,AUTOMATIC TT PARTS,TTT052023,,,,DRIVE DOG PIN,EACH,EACH,1,0.001,,,,,,,,,,
5092,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052026,052026,AUTOMATIC TT PARTS,TTT052026,,,,WIPER,EACH,EACH,1,0.001,,,,,,,,,,
5093,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052027,052027,AUTOMATIC TT PARTS,TTT052027,,,,WIPER RETAINER,EACH,EACH,1,0.003,,,,,,,,,,
5094,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052030,052030,AUTOMATIC TT PARTS,TTT052030,,,,NEEDLE HOLDER,EACH,EACH,1,0.001,,,,,,,,,,
5095,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052034,052034,AUTOMATIC TT PARTS,TTT052034,,,,TRIGGER HOUSING,EACH,EACH,1,0.001,,,,,,,,,,
5096,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052035,052035,AUTOMATIC TT PARTS,TTT052035,,,,TRIGGER,EACH,EACH,1,0.003,,,,,,,,,,
5097,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052036,052036,AUTOMATIC TT PARTS,TTT052036,,,,DOOR RETAINER,EACH,EACH,1,0.003,,,,,,,,,,
5098,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052037,052037,AUTOMATIC TT PARTS,TTT052037,,,,WIPER,EACH,EACH,1,0.001,,,,,,,,,,
5099,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052038,052038,AUTOMATIC TT PARTS,TTT052038,,,,WIPER RETAINER,EACH,EACH,1,0.003,,,,,,,,,,
5100,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052051,052051,AUTOMATIC TT PARTS,TTT052051,,,,DUST COVER,EACH,EACH,1,0.003,,,,,,,,,,
5101,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052064,052064,AUTOMATIC TT PARTS,TTT052064,,,,DOOR STOP,EACH,EACH,1,0.001,,,,,,,,,,
5102,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052070F,052070F,AUTOMATIC TT PARTS,TTT052070F,US,8205595560,,HEAD ASSEMBLY,EACH,EACH,1,1.1005,7.25,8.25,4,,,,,,,
5103,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052071,052071,AUTOMATIC TT PARTS,TTT052071,US,8205595560,,PUMP TUBE KIT,EACH,EACH,1,0.482,18,1,1,,,,,,,
5104,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052072,052072,AUTOMATIC TT PARTS,TTT052072,,,,WIPER KIT,EACH,EACH,1,0.004,,,,,,,,,,
5105,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052085,052085,AUTOMATIC TT PARTS,TTT052085,US,8205595560,,CREASER CONTROL TUBE WELDMENT,EACH,EACH,1,1,40.3,0.5,0.5,,,,,,,
5106,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052092,052092,AUTOMATIC TT PARTS,TTT052092,,,,PIVOT PIN,EACH,EACH,1,0.001,,,,,,,,,,
5107,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052093,052093,AUTOMATIC TT PARTS,TTT052093,,,,FLARED NUT,EACH,EACH,1,0.001,,,,,,,,,,
5108,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052100,052100,AUTOMATIC TT PARTS,TTT052100,US,8205595560,,DOOR SIDE PLATE AND DOOR,EACH,EACH,1,0.603,7.5,7.5,0.5,,,,,,,
5109,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052103,052103,AUTOMATIC TT PARTS,TTT052103,US,8205595560,,RETAINER CLIP,EACH,EACH,1,0.001,0.25,0.25,0.25,,,,,,,
5110,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052104,052104,AUTOMATIC TT PARTS,TTT052104,US,8205595560,,DOOR STOP SPRING,EACH,EACH,1,0.001,0.25,0.25,0.25,,,,,,,
5111,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052108,052108,AUTOMATIC TT PARTS,TTT052108,,,,TAPER LATCH PIN,EACH,EACH,1,0.001,,,,,,,,,,
5112,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052109,052109,AUTOMATIC TT PARTS,TTT052109,,,,TAPER LATCH PIN,EACH,EACH,1,0.001,,,,,,,,,,
5113,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052110,052110,AUTOMATIC TT PARTS,TTT052110,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.483,,,,,,,,,,
5114,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052111,052111,AUTOMATIC TT PARTS,TTT052111,,,,TAPER PLUNGER ROD,EACH,EACH,1,0.359,,,,,,,,,,
5115,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052113,052113,AUTOMATIC TT PARTS,TTT052113,,,,TAPER PLUNGER ROD,EACH,EACH,1,0.316,,,,,,,,,,
5116,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052114,052114,AUTOMATIC TT PARTS,TTT052114,,,,WIPER,EACH,EACH,1,0.001,,,,,,,,,,
5117,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052115,052115,AUTOMATIC TT PARTS,TTT052115,,,,TAPER CONTROL TUBE SPRING,EACH,EACH,1,0.001,,,,,,,,,,
5118,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052116,052116,AUTOMATIC TT PARTS,TTT052116,,,,TAPER CONTROL TUBE SPRING RETAINER,EACH,EACH,1,0.001,,,,,,,,,,
5119,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052117,052117,AUTOMATIC TT PARTS,TTT052117,,,,TAPER CONTROL ROD END,EACH,EACH,1,0.001,,,,,,,,,,
5120,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052118,052118,AUTOMATIC TT PARTS,TTT052118,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.481,,,,,,,,,,
5121,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052119,052119,AUTOMATIC TT PARTS,TTT052119,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.48,,,,,,,,,,
5122,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052120,052120,AUTOMATIC TT PARTS,TTT052120,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.477,,,,,,,,,,
5123,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052121,052121,AUTOMATIC TT PARTS,TTT052121,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.476,,,,,,,,,,
5124,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052122,052122,AUTOMATIC TT PARTS,TTT052122,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.475,,,,,,,,,,
5125,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052123,052123,AUTOMATIC TT PARTS,TTT052123,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.474,,,,,,,,,,
5126,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052124,052124,AUTOMATIC TT PARTS,TTT052124,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.473,,,,,,,,,,
5127,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052125,052125,AUTOMATIC TT PARTS,TTT052125,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.472,,,,,,,,,,
5128,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052126,052126,AUTOMATIC TT PARTS,TTT052126,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.471,,,,,,,,,,
5129,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052127,052127,AUTOMATIC TT PARTS,TTT052127,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.47,,,,,,,,,,
5130,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052128,052128,AUTOMATIC TT PARTS,TTT052128,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.469,,,,,,,,,,
5131,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052129,052129,AUTOMATIC TT PARTS,TTT052129,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.468,,,,,,,,,,
5132,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052130,052130,AUTOMATIC TT PARTS,TTT052130,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.467,,,,,,,,,,
5133,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052131,052131,AUTOMATIC TT PARTS,TTT052131,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.466,,,,,,,,,,
5134,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052132,052132,AUTOMATIC TT PARTS,TTT052132,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.465,,,,,,,,,,
5135,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052133,052133,AUTOMATIC TT PARTS,TTT052133,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.464,,,,,,,,,,
5136,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052134,052134,AUTOMATIC TT PARTS,TTT052134,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.463,,,,,,,,,,
5137,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052135,052135,AUTOMATIC TT PARTS,TTT052135,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.462,,,,,,,,,,
5138,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052136,052136,AUTOMATIC TT PARTS,TTT052136,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.461,,,,,,,,,,
5139,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052137,052137,AUTOMATIC TT PARTS,TTT052137,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.46,,,,,,,,,,
5140,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052138,052138,AUTOMATIC TT PARTS,TTT052138,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.459,,,,,,,,,,
5141,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT052139,052139,AUTOMATIC TT PARTS,TTT052139,,,,TAPER CONTROL TUBE,EACH,EACH,1,0.458,,,,,,,,,,
