source_excel_row,brand,inferred_brand_method,tsw_supplier_sku,manufacturer_part_number,Categaory,prod,countryoforigin,tariffcd,eccnclasscd,Prod Description,Stocking Unit,Selling Unit,Selling_Conv,weight,Length,Width,Height,Pack Qty,BOX Qty,CASE Qty,CTN Qty,PLT Qty,All_Barcodes,UPC_List
4744,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050253,050253,AUTOMATIC TT PARTS,TTT050253,,,,FILLER ADAPTER LATCH,EACH,EACH,1,0.001,,,,,,,,,,
4745,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050256,050256,AUTOMATIC TT PARTS,TTT050256,US,8205595560,,TAPE GUIDE,EACH,EACH,1,0.016,2,2,0.25,,,,,,,
4746,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050258,050258,AUTOMATIC TT PARTS,TTT050258,,,,RETURN SPRING,EACH,EACH,1,0.007,,,,,,,,,,
4747,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050262,050262,AUTOMATIC TT PARTS,TTT050262,US,8205595560,,FILLER ADAPTER LATCH SPRING,EACH,EACH,1,0.0005,1,0.25,0.25,,,,,,,
4748,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050264,050264,AUTOMATIC TT PARTS,TTT050264,US,8205595560,,CUTTER BLADE SPRING,EACH,EACH,1,0.005,2.5,0.25,0.25,,,,,,,
4749,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050265,050265,AUTOMATIC TT PARTS,TTT050265,US,8205595560,,REEL COVER SPACER,EACH,EACH,1,0.001,0.3,0.25,0.25,,,,,,,
4750,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050266,050266,AUTOMATIC TT PARTS,TTT050266,,,,BALL SPRING RETAINER,EACH,EACH,1,0.001,,,,,,,,,,
4751,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050267,050267,AUTOMATIC TT PARTS,TTT050267,US,8205595560,,SPRING RETAINER,EACH,EACH,1,0.002,0.75,0.25,0.25,,,,,,,
4752,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050268,050268,AUTOMATIC TT PARTS,TTT050268,US,8205595560,,FILLER ADAPTER SEAL,EACH,EACH,1,0.002,1.25,1.25,0.1,,,,,,,
4753,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050270F,050270F,AUTOMATIC TT PARTS,TTT050270F,US,8205595560,,GOOSER CHAIN ROLLER BRACKET,EACH,EACH,1,0.047,1.25,0.75,0.5,,,,,,,
4754,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050271F,050271F,AUTOMATIC TT PARTS,TTT050271F,US,8205595560,,SPINDLE LATCH,EACH,EACH,1,0.055,5.5,1,0.1,,,,,,,
4755,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050272,050272,AUTOMATIC TT PARTS,TTT050272,,,,LONG PIVOT PIN,EACH,EACH,1,0.001,,,,,,,,,,
4756,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050275,050275,AUTOMATIC TT PARTS,TTT050275,,,,TAPE ROLL SUPPORT,EACH,EACH,1,0.002,,,,,,,,,,
4757,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050277,050277,AUTOMATIC TT PARTS,TTT050277,US,8205595560,,REEL QUICK RELEASE,EACH,EACH,1,0.074,2,0.75,0.5,,,,,,,
4758,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050278,050278,AUTOMATIC TT PARTS,TTT050278,US,8205595560,,STABILIZER BAR,EACH,EACH,1,0.0965,9.5,0.25,0.25,,,,,,,
4759,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050279,050279,AUTOMATIC TT PARTS,TTT050279,US,8205595560,,GUIDE PLATE,EACH,EACH,1,0.017,1.25,0.75,0.25,,,,,,,
4760,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050281,050281,AUTOMATIC TT PARTS,TTT050281,US,8205595560,,CUTTER BLADE 3 1/4,EACH,EACH,1,0.031,4.9,0.9,0.15,,,,,,,
4761,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050282,050282,AUTOMATIC TT PARTS,TTT050282,US,8205595560,,CABLE PROTECTOR,EACH,EACH,1,0.0035,0.4,0.3,0.2,,,,,,,
4762,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050283F,050283F,AUTOMATIC TT PARTS,TTT050283F,,,,CONTROL TUBE KIT,EACH,EACH,1,0.5455,,,,,,,,,,
4763,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050286F,050286F,AUTOMATIC TT PARTS,TTT050286F,US,8205595560,,PUMP TUBE KIT,EACH,EACH,1,0.27,17.25,1.75,1.75,,,,,,,
4764,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050300,050300,AUTOMATIC TT PARTS,TTT050300,US,8205595560,,GATE VALVE LATCHING BLOCK,EACH,EACH,1,0.015,1,0.5,0.25,,,,,,,
4765,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050303,050303,AUTOMATIC TT PARTS,TTT050303,US,8205595560,,HINGE ROLL,EACH,EACH,1,0.004,1.3,0.4,0.4,,,,,,,
4766,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050306,050306,AUTOMATIC TT PARTS,TTT050306,,,,GATE VALVE SHAFT,EACH,EACH,1,0.003,,,,,,,,,,
4767,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050307,050307,AUTOMATIC TT PARTS,TTT050307,,,,GATE VALVE SHAFT,EACH,EACH,1,0.003,,,,,,,,,,
4768,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050308,050308,AUTOMATIC TT PARTS,TTT050308,US,8205595560,,DOOR LATCH,EACH,EACH,1,0.0195,1.5,0.5,0.5,,,,,,,
4769,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050310,050310,AUTOMATIC TT PARTS,TTT050310,,,,GATE VALVE,EACH,EACH,1,0.2075,,,,,,,,,,
4770,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050311,050311,AUTOMATIC TT PARTS,TTT050311,US,8205595560,,CONTROL TUBE WIPER,EACH,EACH,1,0.002,1,0.5,0.1,,,,,,,
4771,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050312,050312,AUTOMATIC TT PARTS,TTT050312,US,8205595560,,WIPER RETAINER,EACH,EACH,1,0.002,1.5,0.5,0.1,,,,,,,
4772,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050314,050314,AUTOMATIC TT PARTS,TTT050314,US,8205595560,,GATE VALVE SPRING,EACH,EACH,1,0.002,0.6,0.2,0.2,,,,,,,
4773,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050315,050315,AUTOMATIC TT PARTS,TTT050315,US,8205595560,,ROD SUPPORT BUSHING,EACH,EACH,1,0.0005,0.5,0.5,0.25,,,,,,,
4774,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050316,050316,AUTOMATIC TT PARTS,TTT050316,US,8205595560,,PLUNGER BUSHING,EACH,EACH,1,0.012,0.75,0.75,0.25,,,,,,,
4775,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050318,050318,AUTOMATIC TT PARTS,TTT050318,US,8205595560,,GATE VALVE LINK,EACH,EACH,1,0.005,0.75,0.3,0.1,,,,,,,
4776,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050319,050319,AUTOMATIC TT PARTS,TTT050319,US,8205595560,,TAPE GUIDE,EACH,EACH,1,0.008,1.25,1,0.1,,,,,,,
4777,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050320,050320,AUTOMATIC TT PARTS,TTT050320,US,8205595560,,WIPER LATCH,EACH,EACH,1,0.0095,0.75,0.5,0.5,,,,,,,
4778,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050324,050324,AUTOMATIC TT PARTS,TTT050324,US,8205595560,,GATE VALVE LEVER,EACH,EACH,1,0.011,0.75,0.5,0.1,,,,,,,
4779,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050325,050325,AUTOMATIC TT PARTS,TTT050325,US,8205595560,,GATE VALVE ARM,EACH,EACH,1,0.0845,6,0.7,0.25,,,,,,,
4780,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050326,050326,AUTOMATIC TT PARTS,TTT050326,US,8205595560,,LATCH SPRING,EACH,EACH,1,0.0025,2,0.25,0.25,,,,,,,
4781,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050327,050327,AUTOMATIC TT PARTS,TTT050327,US,8205595560,,LATCH HOOK,EACH,EACH,1,0.022,2.4,0.5,0.25,,,,,,,
4782,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050328,050328,AUTOMATIC TT PARTS,TTT050328,US,8205595560,,PUMP SHELL SEAL,EACH,EACH,1,0.001,0.75,0.75,0.1,,,,,,,
4783,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050329,050329,AUTOMATIC TT PARTS,TTT050329,US,8205595560,,PUMP SHELL WIPER,EACH,EACH,1,0.0035,1.2,0.9,0.1,,,,,,,
4784,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050333,050333,AUTOMATIC TT PARTS,TTT050333,,,,FILLER CAP WRENCH,EACH,EACH,1,0.032,,,,,,,,,,
4785,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050334,050334,AUTOMATIC TT PARTS,TTT050334,US,8205595560,,SLIDE PLATE,EACH,EACH,1,0.124,5.3,2.2,0.25,,,,,,,
4786,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050336F,050336F,AUTOMATIC TT PARTS,TTT050336F,US,8205595560,,PUMP TUBE ASSEMBLY,EACH,EACH,1,0.517,18.9,1,1,,,,,,,
4787,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050337,050337,AUTOMATIC TT PARTS,TTT050337,US,8205595560,,WIPER LATCH,EACH,EACH,1,0.075,4.5,1.5,0.25,,,,,,,
4788,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050340F,050340F,AUTOMATIC TT PARTS,TTT050340F,US,8205595560,,PLUNGER ASSEMBLY,EACH,EACH,1,1,37.2,2.5,2.5,,,,,,,
4789,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050341,050341,AUTOMATIC TT PARTS,TTT050341,US,8205595560,,PLUNGER ROD,EACH,EACH,1,0.3105,35,0.5,0.5,,,,,,,
4790,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050342,050342,AUTOMATIC TT PARTS,TTT050342,US,8205595560,,PLUNGER SEAL,EACH,EACH,1,0.001,1,1,0.1,,,,,,,
4791,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050343,050343,AUTOMATIC TT PARTS,TTT050343,US,8205595560,,PLUNGER CUP,EACH,EACH,1,0.0015,1,1,0.1,,,,,,,
4792,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050344,050344,AUTOMATIC TT PARTS,TTT050344,,,,PLUNGER GASKET,EACH,EACH,1,0.001,,,,,,,,,,
4793,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050346,050346,AUTOMATIC TT PARTS,TTT050346,US,8205595560,,PLUNGER CUP RETAINER,EACH,EACH,1,0.046,2,2,0.1,,,,,,,
4794,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050347,050347,AUTOMATIC TT PARTS,TTT050347,,,,PUMP TUBE CLIP,EACH,EACH,1,0.001,,,,,,,,,,
4795,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050349,050349,AUTOMATIC TT PARTS,TTT050349,US,8205595560,,WIPER LATCH SPRING,EACH,EACH,1,0.001,1,0.25,0.25,,,,,,,
4796,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050356,050356,AUTOMATIC TT PARTS,TTT050356,US,8205595560,,CHAIN ROLLER BRACKET,EACH,EACH,1,0.0125,0.75,0.5,0.25,,,,,,,
4797,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050357,050357,AUTOMATIC TT PARTS,TTT050357,US,8205595560,,CHAIN ROLLER,EACH,EACH,1,0.0015,0.5,0.3,0.3,,,,,,,
4798,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050358,050358,AUTOMATIC TT PARTS,TTT050358,US,8205595560,,CHAIN ROLLER WASHER,EACH,EACH,1,0.001,0.4,0.4,0.1,,,,,,,
4799,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050362,050362,AUTOMATIC TT PARTS,TTT050362,US,8205595560,,GOOSER NEEDLE,EACH,EACH,1,0.001,0.75,0.1,0.1,,,,,,,
4800,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050363,050363,AUTOMATIC TT PARTS,TTT050363,,,,GOOSER NEEDLE HOLDER,EACH,EACH,1,0.006,,,,,,,,,,
4801,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050364,050364,AUTOMATIC TT PARTS,TTT050364,US,8205595560,,GOOSER LEVER,EACH,EACH,1,0.002,0.75,0.1,0.1,,,,,,,
4802,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050366,050366,AUTOMATIC TT PARTS,TTT050366,,,,DOOR STOP,EACH,EACH,1,0.007,,,,,,,,,,
4803,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050367,050367,AUTOMATIC TT PARTS,TTT050367,US,8205595560,,GATE VALVE HINGE ROLL,EACH,EACH,1,0.001,1,0.5,0.1,,,,,,,
4804,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050368,050368,AUTOMATIC TT PARTS,TTT050368,US,8205595560,,GATE VALVE,HINGE ROLL,EACH,EACH,1,0.001,1,0.5,0.1,,,,,,,
4805,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050371,050371,AUTOMATIC TT PARTS,TTT050371,US,8205595560,,LOADING PUMP GATE PLATE,EACH,EACH,1,0.002,0.5,0.5,0.1,,,,,,,
4806,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050373F,050373F,AUTOMATIC TT PARTS,TTT050373F,,,,BLADDER REPAIR KIT,EACH,EACH,1,0.0135,,,,,,,,,,
4807,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050375,050375,AUTOMATIC TT PARTS,TTT050375,,,,FILLER VALVE WRENCH,EACH,EACH,1,0.0415,,,,,,,,,,
4808,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050376,050376,AUTOMATIC TT PARTS,TTT050376,,,,PUMP TUBE PIN,EACH,EACH,1,0.0015,,,,,,,,,,
4809,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050377,050377,AUTOMATIC TT PARTS,TTT050377,US,8205595560,,PUMP TUBE RING,EACH,EACH,1,0.001,1.5,1.5,0.25,,,,,,,
4810,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050378,050378,AUTOMATIC TT PARTS,TTT050378,US,8205595560,,MUD PISTON RING,EACH,EACH,1,0.001,0.75,0.75,0.1,,,,,,,
4811,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050379,050379,AUTOMATIC TT PARTS,TTT050379,US,8205595560,,FILLER VALVE SEAT,EACH,EACH,1,0.006,1.5,0.75,0.75,,,,,,,
4812,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050382,050382,AUTOMATIC TT PARTS,TTT050382,US,8205595560,,FILLER VALVE BALL,EACH,EACH,1,0.001,0.5,0.5,0.5,,,,,,,
4813,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050384,050384,AUTOMATIC TT PARTS,TTT050384,US,8205595560,,PRESSURE PLATE SEAL,EACH,EACH,1,0.005,1.5,1.5,0.1,,,,,,,
4814,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050385F,050385F,AUTOMATIC TT PARTS,TTT050385F,,,,TAPER FILLER END,EACH,EACH,1,0.5,,,,,,,,,,
4815,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050386F,050386F,AUTOMATIC TT PARTS,TTT050386F,,,,TAPER HEAD,EACH,EACH,1,1.124,,,,,,,,,,
4816,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050389,050389,AUTOMATIC TT PARTS,TTT050389,,,,CONTROL ROD CONNECTOR,EACH,EACH,1,0.038,,,,,,,,,,
4817,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050392,050392,AUTOMATIC TT PARTS,TTT050392,US,8205595560,,REEL BEARING,EACH,EACH,1,0.001,0.5,0.5,0.1,,,,,,,
4818,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050396,050396,AUTOMATIC TT PARTS,TTT050396,,,,FILLER TUBE,EACH,EACH,1,0.025,,,,,,,,,,
4819,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050397,050397,AUTOMATIC TT PARTS,TTT050397,US,8205595560,,STABILIZER BAR STOP,EACH,EACH,1,0.024,1.5,0.5,0.25,,,,,,,
4820,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050401,050401,AUTOMATIC TT PARTS,TTT050401,,,,FILLER TUBE RETAINING CLIP,EACH,EACH,1,0.001,,,,,,,,,,
4821,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050406,050406,AUTOMATIC TT PARTS,TTT050406,US,8205595560,,GATE VALVE HOUSING,EACH,EACH,1,0.054,1.7,1.5,0.5,,,,,,,
4822,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050409F,050409F,AUTOMATIC TT PARTS,TTT050409F,,,,GATE VALVE BODY,EACH,EACH,1,0.367,,,,,,,,,,
4823,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050413,050413,AUTOMATIC TT PARTS,TTT050413,US,8205595560,,FILLER VALVE BALL RETAINER,EACH,EACH,1,0.001,1.5,1.5,0.1,,,,,,,
4824,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050416,050416,AUTOMATIC TT PARTS,TTT050416,US,8205595560,,TAPER COVER GASKET,EACH,EACH,1,0.0035,6.5,2.5,0.1,,,,,,,
4825,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050419,050419,AUTOMATIC TT PARTS,TTT050419,US,8205595560,,DOOR HANDLE,EACH,EACH,1,0.107,1.5,3.5,1,,,,,,,
4826,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050421,050421,AUTOMATIC TT PARTS,TTT050421,US,8205595560,,REEL BEARING,EACH,EACH,1,0.0015,0.5,0.5,0.25,,,,,,,
4827,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050422,050422,AUTOMATIC TT PARTS,TTT050422,US,8205595560,,FILLER VALVE SEAL,EACH,EACH,1,0.001,0.5,0.5,0.1,,,,,,,
4828,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050423,050423,AUTOMATIC TT PARTS,TTT050423,US,8205595560,,FILLER VALVE SEAL RETAINER,EACH,EACH,1,0.002,1,0.75,0.1,,,,,,,
4829,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050428,050428,AUTOMATIC TT PARTS,TTT050428,US,8205595560,,VALVE AND HOLDER ASSEMBLY,EACH,EACH,1,0.239,3,1.5,0.75,,,,,,,
4830,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050430,050430,AUTOMATIC TT PARTS,TTT050430,US,8205595560,,PUMP TUBE,EACH,EACH,1,0.208,14,1.25,1.25,,,,,,,
4831,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050431F,050431F,AUTOMATIC TT PARTS,TTT050431F,,,,FILLER VALVE,EACH,EACH,1,0.2485,,,,,,,,,,
4832,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050433,050433,AUTOMATIC TT PARTS,TTT050433,US,8205595560,,ROD STOP,EACH,EACH,1,0.0305,1.2,1.2,0.25,,,,,,,
4833,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050435,050435,AUTOMATIC TT PARTS,TTT050435,,,,FILLER ADAPTER HANDLE,EACH,EACH,1,0.0395,,,,,,,,,,
4834,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050436,050436,AUTOMATIC TT PARTS,TTT050436,US,8205595560,,VALVE CUP,EACH,EACH,1,0.002,0.75,0.75,0.1,,,,,,,
4835,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050439,050439,AUTOMATIC TT PARTS,TTT050439,US,8205595560,,SEALING SLEEVE,EACH,EACH,1,0.001,0.75,0.75,0.1,,,,,,,
4836,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050442,050442,AUTOMATIC TT PARTS,TTT050442,,,,FILLER ADAPTER NUT,EACH,EACH,1,0.038,,,,,,,,,,
4837,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050448,050448,AUTOMATIC TT PARTS,TTT050448,US,8205595560,,BLADDER,EACH,EACH,1,0.003,1.5,1.5,0.1,,,,,,,
4838,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050449,050449,AUTOMATIC TT PARTS,TTT050449,US,8205595560,,BLADDER FITTING,EACH,EACH,1,0.001,0.75,0.75,0.1,,,,,,,
4839,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050463,050463,AUTOMATIC TT PARTS,TTT050463,US,8205595560,,LOADER HOUSING,EACH,EACH,1,0.606,3.5,3.5,1.5,,,,,,,
4840,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050465,050465,AUTOMATIC TT PARTS,TTT050465,US,8205595560,,LOADER,EACH,EACH,1,0.39,3,2.5,1.5,,,,,,,
4841,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050466,050466,AUTOMATIC TT PARTS,TTT050466,US,8205595560,,PLATE FLOATING,EACH,EACH,1,0.006,1.25,1.25,0.1,,,,,,,
4842,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050468,050468,AUTOMATIC TT PARTS,TTT050468,US,8205595560,,FILLER ADAPTER HOUSING,EACH,EACH,1,0.11,2,1.5,1,,,,,,,
4843,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050469,050469,AUTOMATIC TT PARTS,TTT050469,US,8205595560,,FILLER ADAPTER TIP,EACH,EACH,1,0.013,0.75,0.75,0.75,,,,,,,
4844,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050470,050470,AUTOMATIC TT PARTS,TTT050470,US,8205595560,,FILLER ADAPTER TIP LOCK,EACH,EACH,1,0.001,0.75,0.75,0.1,,,,,,,
4845,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050471,050471,AUTOMATIC TT PARTS,TTT050471,US,8205595560,,FILLER ADAPTER TIP HOLDER,EACH,EACH,1,0.016,0.5,0.5,0.25,,,,,,,
4846,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050472,050472,AUTOMATIC TT PARTS,TTT050472,US,8205595560,,FILLER ADAPTER PLUNGER,EACH,EACH,1,0.002,0.75,0.75,0.25,,,,,,,
4847,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050473,050473,AUTOMATIC TT PARTS,TTT050473,US,8205595560,,FILLER VALVE PLATE,EACH,EACH,1,0.031,1.25,1,0.1,,,,,,,
4848,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050474,050474,AUTOMATIC TT PARTS,TTT050474,US,8205595560,,FILLER VALVE BALL SPRING,EACH,EACH,1,0.01,1.2,0.75,0.1,,,,,,,
4849,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050481,050481,AUTOMATIC TT PARTS,TTT050481,,,,LOADING PUMP LATCH,EACH,EACH,1,0.001,,,,,,,,,,
4850,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050482,050482,AUTOMATIC TT PARTS,TTT050482,US,8205595560,,LOADING PUMP LATCH PIN,EACH,EACH,1,0.001,0.75,0.1,0.1,,,,,,,
4851,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050483,050483,AUTOMATIC TT PARTS,TTT050483,US,8205595560,,LOAD PUMP LATCH SPRING,EACH,EACH,1,0.001,1.5,0.1,0.1,,,,,,,
4852,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050484,050484,AUTOMATIC TT PARTS,TTT050484,US,8205595560,,LOADING PUMP LATCH,EACH,EACH,1,0.0895,2.5,0.5,0.25,,,,,,,
4853,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050487,050487,AUTOMATIC TT PARTS,TTT050487,US,8205595560,,GATE VALVE,EACH,EACH,1,0.1945,1.2,1.2,0.75,,,,,,,
4854,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050489,050489,AUTOMATIC TT PARTS,TTT050489,US,8205595560,,FILLER ADAPTER RETAINER,EACH,EACH,1,0.1145,1.5,1.5,0.25,,,,,,,
4855,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050490,050490,AUTOMATIC TT PARTS,TTT050490,US,8205595560,,FILLER NOZZLE,EACH,EACH,1,0.302,4.5,1.5,1.5,,,,,,,
4856,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050491,050491,AUTOMATIC TT PARTS,TTT050491,US,8205595560,,CABLE STARTER PIN,EACH,EACH,1,0.001,0.75,0.1,0.1,,,,,,,
4857,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050492,050492,AUTOMATIC TT PARTS,TTT050492,US,8205595560,,CABLE STARTER,EACH,EACH,1,0.005,0.75,0.2,0.2,,,,,,,
4858,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050493,050493,AUTOMATIC TT PARTS,TTT050493,US,8205595560,,CABLE STARTER SPRING,EACH,EACH,1,0.002,0.75,0.2,0.2,,,,,,,
4859,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050495,050495,AUTOMATIC TT PARTS,TTT050495,US,8205595560,,CABLE STARTER LATCH,EACH,EACH,1,0.0025,0.75,0.2,0.2,,,,,,,
4860,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050496,050496,AUTOMATIC TT PARTS,TTT050496,US,8205595560,,CABLE STARTER HOUSING,EACH,EACH,1,0.005,0.75,0.5,0.25,,,,,,,
4861,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050500,050500,AUTOMATIC TT PARTS,TTT050500,US,8205595560,,CABLE DRUM AND GEAR,EACH,EACH,1,0.086,2,2,0.25,,,,,,,
4862,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050508,050508,AUTOMATIC TT PARTS,TTT050508,US,8205595560,,CABLE HOUSING,EACH,EACH,1,0.043,2.5,2.5,0.5,,,,,,,
4863,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050509,050509,AUTOMATIC TT PARTS,TTT050509,US,8205595560,,SHAFT FOR CABLE DRUM,EACH,EACH,1,0.0135,1.5,0.5,0.5,,,,,,,
4864,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050510,050510,AUTOMATIC TT PARTS,TTT050510,,,,DRIVE GEAR,EACH,EACH,1,0.0005,,,,,,,,,,
4865,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050511,050511,AUTOMATIC TT PARTS,TTT050511,,,,CABLE DRUM RETAINER,EACH,EACH,1,0.0005,,,,,,,,,,
4866,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050512,050512,AUTOMATIC TT PARTS,TTT050512,,,,DRUM RETAINING PLATE,EACH,EACH,1,0.001,,,,,,,,,,
4867,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050513,050513,AUTOMATIC TT PARTS,TTT050513,,,,DRUM RETAINING PLATE PIN,EACH,EACH,1,0.001,,,,,,,,,,
4868,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050514,050514,AUTOMATIC TT PARTS,TTT050514,,,,DRUM RETAINING PLATE SPRING,EACH,EACH,1,0.0005,,,,,,,,,,
4869,TapeTech,prod starts with TTT and Categaory contains PARTS,TTT050515,050515,AUTOMATIC TT PARTS,TTT050515,,,,CABLE DRUM GEAR PIN,EACH,EACH,1,0.001,,,,,,,,,,
