"brand","sku","product_name","supplier_cost","product_description_html"
"TapeTech","400009F","Carbide Blade",13.45,"<p>For Repair or Maintenance of the TapeTech 40TT 2"" Corner Finisher</p> <p>&nbsp;</p> <meta charset=""utf-8""> <title>Untitled Document</title> <script type=""text/javascript""> function MM_preloadImages() { //v3.0 var d=document; if(d.images){ if(!d.MM_p) d.MM_p=new Array(); var i,j=d.MM_p.length,a=MM_preloadImages.arguments; for(i=0; i<a.length; i++) if (a[i].indexOf(""#"")!=0){ d.MM_p[j]=new Image; d.MM_p[j++].src=a[i];}} } function MM_swapImgRestore() { //v3.0 var i,x,a=document.MM_sr; for(i=0;a&&i<a.length&&(x=a[i])&&x.oSrc;i++) x.src=x.oSrc; } function MM_findObj(n, d) { //v4.01 var p,i,x; if(!d) d=document; if((p=n.indexOf(""?""))>0&&parent.frames.length) { d=parent.frames[n.substring(p+1)].document; n=n.substring(0,p);} if(!(x=d[n])&&d.all) x=d.all[n]; for (i=0;!x&&i<d.forms.length;i++) x=d.forms[i][n]; for(i=0;!x&&d.layers&&i<d.layers.length;i++) x=MM_findObj(n,d.layers[i].document); if(!x && d.getElementById) x=d.getElementById(n); return x; } function MM_swapImage() { //v3.0 var i,j=0,x,a=MM_swapImage.arguments; document.MM_sr=new Array; for(i=0;i<(a.length-2);i+=3) if ((x=MM_findObj(a[i]))!=null){document.MM_sr[j++]=x; if(!x.oSrc) x.oSrc=x.src; x.src=a[i+2];} } </script> <img src=""Schematic w Images.jpg"" alt="""" width=""1500"" height=""1073"" usemap=""#Map"" id=""Image1""> <map name=""Map""> <area shape=""rect"" coords=""264,487,352,516"" href=""http://www.tswfast.com/product/TTT059084"" onmouseover=""MM_swapImage('Image1','','Schematic w Images/Schematic w Images(059084).jpg',1)"" onmouseout=""MM_swapImgRestore()""> <area shape=""rect"" coords=""390,698,490,720"" href=""http://www.tswfast.com/product/TTT400009F"" onmouseover=""MM_swapImage('Image1','','Schematic w Images(400009F).jpg',1)"" onmouseout=""MM_swapImgRestore()""> <area shape=""rect"" coords=""372,764,449,795"" href=""http://www.tswfast.com/product/TTT409011"" onmouseover=""MM_swapImage('Image1','','Schematic w Images(409011).jpg',1)"" onmouseout=""MM_swapImgRestore()""> <area shape=""rect"" coords=""609,762,689,790"" href=""http://www.tswfast.com/product/TTT409013"" onmouseover=""MM_swapImage('Image1','','Schematic w Images(409013)2.jpg',1)"" onmouseout=""MM_swapImgRestore()""> <area shape=""rect"" coords=""285,292,407,318"" href=""http://www.tswfast.com/product/TTT402017F"" onmouseover=""MM_swapImage('Image1','','Schematic w Images/Schematic w Images(402017F).jpg',1)"" onmouseout=""MM_swapImgRestore()""> <area shape=""rect"" coords=""574,106,666,136"" href=""http://www.tswfast.com/product/TTT059091"" onmouseover=""MM_swapImage('Image1','','Schematic w Images(059091).jpg',1)"" onmouseout=""MM_swapImgRestore()""> <area shape=""rect"" coords=""733,294,834,320"" href=""http://www.tswfast.com/product/TTT400009F"" alt="""" onmouseover=""MM_swapImage('Image1','','Schematic w Images(400009F)2.jpg',1)"" onmouseout=""MM_swapImgRestore()""> <area shape=""rect"" coords=""266,589,357,613"" href=""http://www.tswfast.com/product/TTT404014F"" onmouseover=""MM_swapImage('Image1','','Schematic w Images(404014F).jpg',1)"" onmouseout=""MM_swapImgRestore()""> <area shape=""rect"" coords=""878,326,951,351"" href=""http://www.tswfast.com/product/TTT409011"" onmouseover=""MM_swapImage('Image1','','Schematic w Images(409011)2.jpg',1)"" onmouseout=""MM_swapImgRestore()""> <area shape=""rect"" coords=""895,401,983,426"" href=""http://www.tswfast.com/product/TTT409013"" onmouseover=""MM_swapImage('Image1','','Schematic w Images(409013).jpg',1)"" onmouseout=""MM_swapImgRestore()""> </map> <map name=""Map""> <area shape=""rect"" coords=""878,326,954,354"" href=""http://www.tswfast.com/product/TTT409011"" onmouseover=""MM_swapImage('Image1','','Schematic w Images(409011)2.jpg',1)"" onmouseout=""MM_swapImgRestore()""> <area shape=""rect"" coords=""894,401,982,425"" href=""http://www.tswfast.com/product/TTT409013""> <area shape=""rect"" coords=""264,588,357,614"" href=""http://www.tswfast.com/product/TTT404014F"" onmouseover=""MM_swapImage('Image1','','Schematic w Images/Schematic w Images(404014F).jpg',1)"" onmouseout=""MM_swapImgRestore()""> </map>"
"TapeTech","402002F","4800 Spring Retainer",10.43,"<p>Replacement 4800 spring retainer for TapeTech 16TT, 16TT90, 40TT, 45T, 48TT, and 50TT Corner Finishers</p>"
"TapeTech","402002F","4800 Spring Retainer",10.43,"<p>Replacement 4800 spring retainer for TapeTech 16TT, 16TT90, 40TT, 45T, 48TT, and 50TT Corner Finishers</p>"
"TapeTech","402006","Insert Socket For Angle Heads",12.47,"<p>Replacement&nbsp;Insert Socket For TapeTech Angle Heads: 16TT, 16TT90, 40TT, 45TT, 48TT, and 48XTT</p>"
"TapeTech","402006","Insert Socket For Angle Heads",12.47,"<p>Replacement&nbsp;Insert Socket For TapeTech Angle Heads: 16TT, 16TT90, 40TT, 45TT, 48TT, and 48XTT</p>"
"TapeTech","402012","Ball Retainer",11.41,"Ball Retainer"
"TapeTech","402017F","Center Clip (Short)",1.32,"<p>For Repair or Maintenance of the TapeTech 40TT 2"" Corner Finisher</p>"
"TapeTech","402017F","Center Clip (Short)",1.32,"<p>For Repair or Maintenance of the TapeTech 40TT 2"" Corner Finisher</p>"
"TapeTech","402019","TapeTech Frame Stop",3.83,"<p>Replacement frame stop for TapeTech corner finishers 40TT, 45TT, and 48XTT.</p>"
"TapeTech","402019","TapeTech Frame Stop",3.83,"<p>Replacement frame stop for TapeTech corner finishers 40TT, 45TT, and 48XTT.</p>"
"TapeTech","402033","Ball Coupling",9.97,"<p>Ball Coupling</p>"
"TapeTech","402033","Ball Coupling",9.97,"<p>Ball Coupling</p>"
"TapeTech","4090136","4-40 X 1/8 Socket Head SST Setscrew (6)",3.45,"<p>4-40 X 1/8 Socket Head SST Setscrew (6)</p>"
"TapeTech","409021","TapeTech Retainer Spring",3.26,"<p>TapeTech Retainer Spring</p>"
"TapeTech","409021","TapeTech Retainer Spring",3.26,"<p>TapeTech Retainer Spring</p>"
"TapeTech","40XTT","TapeTech 2"" Angle Head Drywall Corner Finisher - 40XTT",262.5,"<ul> <li>TapeTech 2"" Angle Head Drywall Corner Finisher</li> <li>The corner finisher is designed to wipe down and feather both sides of an internal corner in one pass.</li> <li>Used to follow the Corner Roller and wipe down excess compound left when the tape is embedded into the corner. The spring action compensates for corners that are slightly over or under 90 degrees and the blade design produces smoothly feathered internal corners.</li> </ul>"
"TapeTech","411003","Tape Tech Part 411003",19.65,"<p>Part for 4"" Corner Flusher</p> <p>Tape Tech Part #411003</p> <p>&nbsp;</p>"
"TapeTech","420009","Blade, Carbide, 2.5""",10.95,"Blade, Carbide, 2.5"""
"TapeTech","42TT","2 1/2 in TapeTech 42TT Corner Finisher",271.0,"<p>The TapeTech Corner Finisher is used to perfectly feather both joint compound edges of internal corners in one pass. The Corner Finishers can be used for wall-to-wall internal corners or wall-to-ceiling corners. Corner Finishers, also referred to as Angle Finishers, are attached to a corner applicator (CA07TT or CA08TT) or the 14TT MudRunner® to quickly and professionally finish internal drywall corners. TapeTech Corner Finishers are spring loaded to help compensate for slightly imperfect corners. Use with the FHTT Fiberglass Handle or the XHTT Extension Handle – not included.</p> <h6><strong>Features</strong></h6> <ul> <li>Wipes down excess mud in internal corners</li> <li>Embeds inside corner tape on walls and ceilings</li> <li>Finishes inside corners of walls and ceilings</li> <li>Stainless steel frames</li> <li>Patented, positive ball retainer</li> </ul>"
"TapeTech","450005","Blade Tension Spring",7.17,"<p>Replacement blade tension spring for TapeTech 45TT 3 inch Corner Finisher</p>"
"TapeTech","450005","Blade Tension Spring",7.17,"<p>Replacement blade tension spring for TapeTech 45TT 3 inch Corner Finisher</p>"
"TapeTech","450009F","3"" Angle Head Carbide Blade",15.89,"<p>For Repair or Maintenance of the TapeTech 45TT 3"" Corner Finisher</p>"
"TapeTech","450009F","3"" Angle Head Carbide Blade",15.89,"<p>For Repair or Maintenance of the TapeTech 45TT 3"" Corner Finisher</p>"
"TapeTech","450021","Blade Tension Spring",6.52,"<p>Replacement blade tension spring for 45TT</p>"
"TapeTech","450021","Blade Tension Spring",6.52,"<p>Replacement blade tension spring for 45TT</p>"
"TapeTech","480002F","4040 Wear Pad",9.38,"<p>Replacement wear pad for TapeTech 48TT &amp; 48XTT corner finishers</p>"
"TapeTech","480002F","4040 Wear Pad",9.38,"<p>Replacement wear pad for TapeTech 48TT &amp; 48XTT corner finishers</p>"
"TapeTech","480005","Outside Tension Spring",3.19,"Outside Tension Spring"
"TapeTech","480021","Inside Tension Spring",2.86,"Inside Tension Spring"
"TapeTech","480026","Grooved Wheel",5.13,"<p>Replacement Grooved&nbsp;Wheel for TapeTech 48TT and 48XTT Corner Finishers</p>"
"TapeTech","480026","Grooved Wheel",5.13,"<p>Replacement Grooved&nbsp;Wheel for TapeTech 48TT and 48XTT Corner Finishers</p>"
"TapeTech","480027","Wheel Bushing",3.26,"<p>Wheel Bushing</p>"
"TapeTech","480027","Wheel Bushing",3.26,"<p>Wheel Bushing</p>"
"TapeTech","480209","3-1/2"" Angle Head Carbide Blade",20.79,"<p>3 1/2"" ANGLE HEAD CARBIDE BLADE</p>"
"TapeTech","486001F","3"" Easy Roll Head Casting",110.72,"<ul> <li>3"" Easy Roll Head Casting</li> <li>TapeTech part<br>MPN: 486001F</li> </ul>"
"TapeTech","489029","Screw, 6-32 X 5/8",0.44,"<p>Replacement&nbsp;TapeTech&nbsp;Screw for&nbsp;Corner&nbsp;finisher 48TT and 48XTT</p>"
"TapeTech","489029","Screw, 6-32 X 5/8",0.44,"<p>Replacement&nbsp;TapeTech&nbsp;Screw for&nbsp;Corner&nbsp;finisher 48TT and 48XTT</p>"
"TapeTech","48TT","3 in TapeTech EasyRoll Adjustable Corner Finisher",278.5,"<p>The TapeTech EasyRoll Adjustable Corner Finisher is used to perfectly feather both joint compound edges of internal corners in one pass. The Corner Finishers can be used for wall-to-wall internal corners or wall-to-ceiling corners. The adjustable feature of this tool refers to the ability to control the amount of spring pressure by engaging or disengaging one set of tension springs on the back of the corner finisher. Corner Finishers, also referred to as Angle Finishers or Angle Heads, are attached to a corner applicator or the 14TT MudRunner to quickly and professionally finish internal drywall corners. EasyRoll Adjustable Corner Finishers have wheels to provide the smoothest action on the wall and are spring loaded to help compensate for slightly imperfect corners.&nbsp;Use with the FHTT Fiberglass Handle or the XHTT Extension Handle – not included.</p> <h6><strong>Features</strong></h6> <ul> <li>Wipes down excess mud in internal corners</li> <li>Embeds inside corner tape on walls and ceilings</li> <li>Finishes inside corners of walls and ceilings</li> <li>Stainless steel frames</li> <li>Patented, positive ball retainer</li> <li>EasyRoll wheels</li> <li>Adjustable springs</li> </ul>"
"TapeTech","48XTT","3 1/2 in TapeTech EasyRoll Adjustable Corner Finisher",313.75,"<p>The TapeTech EasyRoll® Adjustable Corner Finisher is used to perfectly feather both joint compound edges of internal corners in one pass. The Corner Finishers can be used for wall-to-wall internal corners or wall-to-ceiling corners. The “adjustable” feature of this tool refers to the ability to control the amount of spring pressure by engaging or disengaging one set of tension springs on the back of the corner finisher. Corner Finishers, also referred to as Angle Finishers or Angle Heads, are attached to a corner applicator (CA07TT or CA08TT) or the 14TT MudRunner® to quickly and professionally finish internal drywall corners. EasyRoll® Adjustable Corner Finishers have wheels to provide the smoothest action on the wall and are spring loaded to help compensate for slightly imperfect corners. Use with the FHTT Fiberglass Handle or the XHTT Extension Handle – not included.</p> <h6><strong>Features</strong></h6> <ul> <li>Embeds inside corner tape on walls and ceilings</li> <li>Finishes inside corners of walls and ceilings</li> <li>Wipes down excess mud in internal corners</li> <li>Stainless steel frames</li> <li>Patented, positive ball retainer</li> <li>EasyRoll wheels</li> <li>Adjustable springs</li> </ul>"
"TapeTech","499024","Washer - .188Id X",0.44,"Washer - .188Id X"
"TapeTech","500028","7 in TapeTech Wiper",10.19,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>"
"TapeTech","500028","7 in TapeTech Wiper",10.19,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>"
"TapeTech","502005F","7"" Pivot Pressure Plate",22.01,"<p>7"" Pivot Pressure Plate</p>"
"TapeTech","502005F","7"" Pivot Pressure Plate",22.01,"<p>7"" Pivot Pressure Plate</p>"
"TapeTech","502006","PIVOTBEARING",5.54,"PIVOTBEARING"
"TapeTech","502007","Bearing",1.71,"<p>Bearing</p>"
"TapeTech","502034","TapeTech Latch for Corner Box",4.97,"<p>TapeTech Latch for Corner Box</p>"
"TapeTech","506009","Stainless Steel Cone",70.52,"<p>Stainless Steel Cone</p> <p>Fits 50TT and 35TT Corner Applicators</p>"
"TapeTech","506009","Stainless Steel Cone",70.52,"<p>Stainless Steel Cone</p> <p>Fits 50TT and 35TT Corner Applicators</p>"
"TapeTech","509008","10-32 X 1/2"" Bind Head Screw +",0.44,"10-32 X 1/2"" Bind Head Screw +"
"TapeTech","509008","10-32 X 1/2"" Bind Head Screw +",0.44,"10-32 X 1/2"" Bind Head Screw +"
"TapeTech","600005F","2"" Nail Spotter Carbide Blade",13.45,"2"" Nail Spotter Carbide Blade"
"TapeTech","600005F","2"" Nail Spotter Carbide Blade",13.45,"2"" Nail Spotter Carbide Blade"
"TapeTech","600007","TapeTech Skid 2"" Nail Spotter",28.7,"<p>TapeTech Skid 2"" Nail Spotter</p>"
"TapeTech","609015","Nut Block",4.81,"<p>Replacement nut block for TapeTech Nail Spotter -- 63TT (2 inch)&nbsp;&amp; 68TT (3 inch)</p>"
"TapeTech","609015","Nut Block",4.81,"<p>Replacement nut block for TapeTech Nail Spotter -- 63TT (2 inch)&nbsp;&amp; 68TT (3 inch)</p>"
"TapeTech","630009","2"" Nail Spotter Facing",9.54,"2"" Nail Spotter Facing"
"TapeTech","630009","2"" Nail Spotter Facing",9.54,"2"" Nail Spotter Facing"
"TapeTech","631015","TapeTech® 2"" Nail Spotter Wiper",37.67,"<ul> <li>TapeTech® 2"" Nail Spotter Wiper</li> <li>Leaves a clean finish</li> <li>Durable blade</li> </ul>"
"TapeTech","632026","Spring, Nail Spotter",2.93,"<p>Spring, Nail Spotter</p> <p>Part # 632026 to 2"" EZ Clean Nail Spotter</p>"
"TapeTech","634028","TapeTech 2"" Pressure Plate Assembly w/ New Style Tab",95.8,"<p>TapeTech 2"" Pressure Plate Assembly w/ New Style Tab</p>"
"TapeTech","650005F","Carbide Blade for 3"" Nail Spotter",15.89,"<p>Replacement Carbide Blade for TapeTech 68TT 3 inch Nail Spotter</p>"
"TapeTech","650005F","Carbide Blade for 3"" Nail Spotter",15.89,"<p>Replacement Carbide Blade for TapeTech 68TT 3 inch Nail Spotter</p>"
"TapeTech","650007","TapeTech Skid for NS03TT",24.46,"<p>TapeTech Skid for NS03TT</p>"
"TapeTech","650040","TapeTech Special Washer",4.4,"<p>TapeTech Special Washer</p>"
"TapeTech","654036","TapeTech 3"" Blade Clamp Assembly",50.6,"<p>TapeTech 3"" Blade Clamp Assembly</p>"
"TapeTech","680030","3"" Nail Spotter Insert",2.87,"3"" Nail Spotter Insert"
"TapeTech","681015","3"" Wiper For EZ Clean Nailspotter",45.58,"<p>Replacement 3 Inch Wiper For TapeTech EasyClean Nailspotter Door Plate</p> <ul> <li>TapeTech- part # 680015</li> <li>Mfr:&nbsp;TapeTech </li> <li>MPN:&nbsp;680015</li> </ul>"
"TapeTech","700004F","Gland",13.94,"<p>Replacement Gland for TapeTech &nbsp;72TT &amp; 73TT&nbsp;Loading Pumps</p>"
"TapeTech","700004F","Gland",13.94,"<p>Replacement Gland for TapeTech &nbsp;72TT &amp; 73TT&nbsp;Loading Pumps</p>"
"TapeTech","700010F","TapeTechï¿½ï¿½ 700010F Valve Seal",4.26,"<p>For Repair or Maintenance of the TapeTech 72TT or 73TT Pumps</p>"
"TapeTech","700010F","TapeTechï¿½ï¿½ 700010F Valve Seal",4.26,"<p>For Repair or Maintenance of the TapeTech 72TT or 73TT Pumps</p>"
"TapeTech","700015F","TapeTech 700015F Link for Pump",27.31,"<p>Replacement Link for TapeTech 72TT and 73TT Loading Pumps</p>"
"TapeTech","700015F","TapeTech 700015F Link for Pump",27.31,"<p>Replacement Link for TapeTech 72TT and 73TT Loading Pumps</p>"
"TapeTech","700032F","Pump Fine Mesh Screen",2.93,"<p><span style=""line-height: 1.6em;"">For Repair or Maintenance of the TapeTech 72TT or 73TT Pumps</span></p>"
"TapeTech","700032F","Pump Fine Mesh Screen",2.93,"<p><span style=""line-height: 1.6em;"">For Repair or Maintenance of the TapeTech 72TT or 73TT Pumps</span></p>"
"TapeTech","700033F","Pump Coarse Mesh Screen",2.93,"<p><span style=""line-height: 1.6em;"">For Repair or Maintenance of the TapeTech 72TT or 73TT Pumps</span></p>"
"TapeTech","700033F","Pump Coarse Mesh Screen",2.93,"<p><span style=""line-height: 1.6em;"">For Repair or Maintenance of the TapeTech 72TT or 73TT Pumps</span></p>"
"TapeTech","700036","5/16-24 X 1-7/16 Stud",11.41,"5/16-24 X 1-7/16 Stud"
"TapeTech","700036","5/16-24 X 1-7/16 Stud",11.41,"5/16-24 X 1-7/16 Stud"
"TapeTech","700037","Nut, Special",18.34,"<p>Replacement Special Nut for TapeTech 72TT and 73TT Loading Pumps</p>"
"TapeTech","700037","Nut, Special",18.34,"<p>Replacement Special Nut for TapeTech 72TT and 73TT Loading Pumps</p>"
"TapeTech","700042","Lanyard",9.78,"<p>Replacement lanyard for TapeTech Box Filler; Box Filler is a part of the TapeTech 72TT Loading Pump</p>"
"TapeTech","700042","Lanyard",9.78,"<p>Replacement lanyard for TapeTech Box Filler; Box Filler is a part of the TapeTech 72TT Loading Pump</p>"
"TapeTech","702031F","TapeTech Handle Ball",11.82,"<p>TapeTech Handle Ball</p>"
"TapeTech","704040","TapeTech Filler Tube Assembly",12.64,"<p>Replacement filler tube assembly for the TapeTech 90T; the 90T is used on automatic tapers or EasyClean pumps.</p>"
"TapeTech","704040","TapeTech Filler Tube Assembly",12.64,"<p>Replacement filler tube assembly for the TapeTech 90T; the 90T is used on automatic tapers or EasyClean pumps.</p>"
"TapeTech","709007","Hex Head Nut - 5/16"" X 24 - 6 Pack",0.44,"<p>Replacement Hex Head Nut - 5/16"" X 24 for TapeTech 72TT and 73TT Loading Pump</p>"
"TapeTech","709046","Lock Clip",4.32,"<p>Lock Clip</p>"
"TapeTech","709052","Stopnut 1/4-20 Elastic",0.48,"<p>Replacement elastic stopnut 1/4-20 for TapeTech 72TT &amp;73TT Loading Pumps</p>"
"TapeTech","709052","Stopnut 1/4-20 Elastic",0.48,"<p>Replacement elastic stopnut 1/4-20 for TapeTech 72TT &amp;73TT Loading Pumps</p>"
"TapeTech","720009","Piston Cup",4.81,"<p><span style=""line-height: 1.6em;"">For Repair or Maintenance of the TapeTech 72TT or 73TT Pumps</span></p>"
"TapeTech","720009","Piston Cup",4.81,"<p><span style=""line-height: 1.6em;"">For Repair or Maintenance of the TapeTech 72TT or 73TT Pumps</span></p>"
"TapeTech","722003G","Pump Cylinder",120.67,"<p>Replacement Pump Cylinder for TapeTech 76TT</p>"
"TapeTech","722003G","Pump Cylinder",120.67,"<p>Replacement Pump Cylinder for TapeTech 76TT</p>"
"TapeTech","722039","Discharge Tube",26.5,"Discharge Tube"
"TapeTech","722070","Pump Foot Wireform",7.74,"<p>Replacement pump foot wireform for TapeTech Loading Pumps</p>"
"TapeTech","722070","Pump Foot Wireform",7.74,"<p>Replacement pump foot wireform for TapeTech Loading Pumps</p>"
"TapeTech","724061F","TapeTech Draw Latch Assembly",16.96,"<p>Replacement draw latch assembly for TapeTech 72TT and 73TT loading pumps.</p>"
"TapeTech","724061F","TapeTech Draw Latch Assembly",16.96,"<p>Replacement draw latch assembly for TapeTech 72TT and 73TT loading pumps.</p>"
"TapeTech","729009","Wiper, U-Cup",6.86,"Wiper, U-Cup"
"TapeTech","729060","TapeTech O-Ring Gasket - Large",1.03,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>"
"TapeTech","729060","TapeTech O-Ring Gasket - Large",1.03,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>"
"TapeTech","729071","TapeTech O Ring Flange",0.9,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p> <ul> <li>Replacement O ring flange</li> </ul>"
"TapeTech","729071","TapeTech O Ring Flange",0.9,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p> <ul> <li>Replacement O ring flange</li> </ul>"
"TapeTech","729072","TapeTech Head O-Ring",0.9,"<p>For repair and maintenance of the 76TT EasyClean® pump</p>"
"TapeTech","729072","TapeTech Head O-Ring",0.9,"<p>For repair and maintenance of the 76TT EasyClean® pump</p>"
"TapeTech","762011","Foot Valve, Universal",6.32,"FOOT VALVE, UNIVERSAL"
"TapeTech","76TT","TapeTech EasyClean Loading Pump",284.93,"<p>The TapeTech 76TT EasyClean® Loading Pump combines reliability with innovation. The 76TT features the slim tube design preferred by professional finishers and robust construction for dependable performance and long life. The TapeTech 76TT Loading Pump has a redesigned head and a new Twist-lock foot valve that provides secure attachment and easy removal for cleaning and maintenance. And the 76TT does not require a paper gasket for the filler adapter or gooseneck due to an innovative, integrated O-Ring that provides a terrific seal with fewer headaches from lost, worn or damaged paper gaskets. The 76TT pump accepts the standard 85T gooseneck and 90T filler adapter.</p> <h6><strong>Features</strong></h6> <ul> <li>Fills Automatic Tapers (with 85T gooseneck)</li> <li>Fills finishing boxes, MudRunner®, corner applicators and nail spotters (with 90T filler adapter)</li> </ul>"
"TapeTech","76XLTT","Extra Long EasyClean Loading Pump",455.91,"<p>The TapeTech Extra Long EasyClean® Loading Pump was designed in conjunction with a major joint compound manufacturer to fit 30-gallon&nbsp;joint compound barrels perfectly, providing the extra length and stability you need. This pump is also very popular for workers who don’t like to bend over when filling tools with a standard loading pump.</p>"
"TapeTech","800008","Pivot Arm For Box Handle",23.39,"Pivot Arm For Box Handle"
"TapeTech","800008","Pivot Arm For Box Handle",23.39,"Pivot Arm For Box Handle"
"TapeTech","800018F","TapeTech Box Handle Notched Connector Plate",22.42,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>"
"TapeTech","800018F","TapeTech Box Handle Notched Connector Plate",22.42,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>"
"TapeTech","800021F","TapeTech Pin",4.81,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p> <ul> <li>For maintenance and repair of the TapeTech EasyFinish Handle</li> </ul>"
"TapeTech","800021F","TapeTech Pin",4.81,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p> <ul> <li>For maintenance and repair of the TapeTech EasyFinish Handle</li> </ul>"
"TapeTech","800027","TapeTech Short Connector",17.86,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>"
"TapeTech","800027","TapeTech Short Connector",17.86,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>"
"TapeTech","8000TT","Wizard Compact Finishing Box Handle",55.47,"<p>The Wizard™ makes magic happen!<br> The new model 8000TT/8000TT-PA Wizard handle from TapeTech provides unmatched control, maximum access and eliminates the learning curve of using traditional finishing box brake handles. The Wizard is the only finishing box handle that places your hand directly over the pressure plate, reducing the effort required while providing superior control. The Wizard fits into the smallest closets or under stairs and is much safer for workers on scaffolding compared to using a finishing box handle of any other length. The innovative design, including the ability to reverse the front handle, allows for multiple ergonomic hand positions to reduce worker fatigue and increase productivity.</p> <p>Every drywall finisher needs the Wizard™ in their toolbox!</p>"
"TapeTech","8000TTPA","Wizard Handle for Power Assist",55.47,"<p>The new model 8000TT-PA Wizard handle from TapeTech provides unmatched control, maximum access and eliminates the learning curve of using traditional finishing box brake handles. The Wizard is the only finishing box handle that places your hand directly over the pressure plate, reducing the effort required while providing superior control. The Wizard fits into the smallest closets or under stairs and is much safer for workers on scaffolding compared to using a finishing box handle of any other length. The Wizard isn’t limited to just tight spaces or scaffolds. The Wizard is the absolute fastest and easiest way to finish any joints, especially horizontal joints. The innovative design, including the ability to reverse the front handle, allows for multiple ergonomic hand positions to reduce worker fatigue and increase productivity. Every drywall finisher needs the Wizard™ in their toolbox!</p>"
"TapeTech","8000TTPA","Wizard Handle for Power Assist",55.47,"<p>The new model 8000TT-PA Wizard handle from TapeTech provides unmatched control, maximum access and eliminates the learning curve of using traditional finishing box brake handles. The Wizard is the only finishing box handle that places your hand directly over the pressure plate, reducing the effort required while providing superior control. The Wizard fits into the smallest closets or under stairs and is much safer for workers on scaffolding compared to using a finishing box handle of any other length. The Wizard isn’t limited to just tight spaces or scaffolds. The Wizard is the absolute fastest and easiest way to finish any joints, especially horizontal joints. The innovative design, including the ability to reverse the front handle, allows for multiple ergonomic hand positions to reduce worker fatigue and increase productivity. Every drywall finisher needs the Wizard™ in their toolbox!</p>"
"TapeTech","801009","Coupling Pin (Repair Only Box Handles)",4.82,"Coupling Pin (Repair Only Box Handles)"
"TapeTech","801009","Coupling Pin (Repair Only Box Handles)",4.82,"Coupling Pin (Repair Only Box Handles)"
"TapeTech","8034TT","34 in TapeTech Finishing Box Handle",146.0,"<p>The TapeTech Finishing Box Handles attach to the TapeTech EasyClean®, MAXXBOX® or Power Assist® Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish.</p> <h6><strong>Features</strong></h6> <ul> <li>Anodized aluminum handle</li> <li>Adjustable grip</li> </ul>"
"TapeTech","804003F","Grip Assembly For Box Handle",36.28,"<p>Replacement Grip Assembly for TapeTech Box Handles</p>"
"TapeTech","804003F","Grip Assembly For Box Handle",36.28,"<p>Replacement Grip Assembly for TapeTech Box Handles</p>"
"TapeTech","804234","34"" Connector Assembly",38.16,"<p>34"" CONNECTOR ASSEMBLY</p>"
"TapeTech","804242","42"" Connector Assembly",43.54,"<p>Replacement connector assembly for the TapeTech 8042TT Flat Box Handle</p>"
"TapeTech","804254","54 in TapeTech Connector Assembly",53.48,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>"
"TapeTech","804272","72"" Connector Assembly",65.3,"<p>Replacement 72"" connector assembly for TapeTech 8072 Flat Box Handle</p>"
"TapeTech","804272","72"" Connector Assembly",65.3,"<p>Replacement 72"" connector assembly for TapeTech 8072 Flat Box Handle</p>"
"TapeTech","8042TT","42 in TapeTech Finishing Box Handle",162.14,"<p>The TapeTech Finishing Box Handles attach to the TapeTech EasyClean®, MAXXBOX® or Power Assist® Finishing Boxes and provide control to cleanly sweep the boxes off the joint for a perfect finish.</p> <h6><strong>Features</strong></h6> <ul> <li>Attaches to TapeTech EasyClean® Boxes</li> <li>Attaches to TapeTech MAXXBOX®</li> <li>Attaches to TapeTech Power Assist® Boxes</li> <li>Anodized aluminum handle</li> <li>Adjustable grip</li> </ul>"
