"brand","sku","product_name","supplier_cost","product_description_html"
"Columbia Tools","CLTHA","Columbia Tomalock",57.33,"<p>The Columbia Tomalock is a handle adapter used with the Tomahawk set of Smoothing Blades. With no plastic pieces, the Tomalock doesn’t snap under pressure or the weight of the larger blades. This also increases the stability. The quick release allows you to easily and steadily adjust the angle of attack. The Columbia Tomahawk, combined the Tomalock and the Columbia One Handle, will change what the industry expects from a professional grade Smoothing Blade.</p> <p>Features:</p> <ul> <li>Handle adaptor that allows the user to utilize the Columbia One Handle system with the Tomahawk Smoothing Blades</li> <li>No plastic parts</li> <li>Quick release allows ease of angle adjustment</li> <li>Billet machined in our state of the art facility in Canada</li> </ul>"
"Columbia Tools","CMH","Columbia 18"" Closet Monster Flat Box Handle",83.83,"<p>The Columbia Closet Monster Flat Box Handle is a 1 and 1/4″ thick design pipe. These handles are durable and extremely long lasting, all while maintaining the comfort and ease of use that you’re used to with the Columbia brand of tools. The Columbia Closet Monster is not only the lightest on the market, but also the strongest, ensuring a long life.</p> <p>The Closet Monster is especially useful for boxing tight areas where a longer handle will not fit. At approximately 19 inches in length, this short handle is a great option for closets and other small spaces. An adjustable wing-nut on the head will allow you to fix the box to your desired angle.</p> <p>Features:</p> <ul> <li>Handmade from U.S. billet aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> <li>Hard anodized tube</li> <li>Comfort grips</li> <li>Thickest, strongest and lightest handle on the market</li> </ul>"
"Columbia Tools","CMT24","Columbia 24"" Compound Mud Tube",128.07,"<p>Columbia Compound Tubes have taken the market place by storm. Finally a high quality long lasting tube that is easy to push. We have had many customers, after trying this tube, report back that they changed over their entire fleet.</p> <p>Features:</p> <ul> <li>Sizes 24″, 32″, 42″, and 55″ available</li> <li>A combination of factors result in the compound being easily pushed through your tools</li> <li>Stainless steel ball</li> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>"
"Columbia Tools","CMT32","Columbia 32"" Compound Mud Tube",134.24,"<p>Columbia Compound Tubes have taken the market place by storm. Finally a high quality long lasting tube that is easy to push. We have had many customers, after trying this tube, report back that they changed over their entire fleet.</p> <p>Features:</p> <ul> <li>Sizes 24″, 32″, 42″, and 55″ available</li> <li>A combination of factors result in the compound being easily pushed through your tools</li> <li>Stainless steel ball</li> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>"
"Columbia Tools","CMT42","Columbia 42"" Compound Mud Tube",146.56,"<p>Columbia Compound Tubes have taken the market place by storm. Finally a high quality long lasting tube that is easy to push. We have had many customers, after trying this tube, report back that they changed over their entire fleet.</p> <p>Features:</p> <ul> <li>Sizes 24″, 32″, 42″, and 55″ available</li> <li>A combination of factors result in the compound being easily pushed through your tools</li> <li>Stainless steel ball</li> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>"
"Columbia Tools","CMT55","Columbia 55"" Compound Mud Tube",153.95,"<p>Columbia Compound Tubes have taken the market place by storm. Finally a high quality long lasting tube that is easy to push. We have had many customers, after trying this tube, report back that they changed over their entire fleet.</p> <p>Features:</p> <ul> <li>Sizes 24″, 32″, 42″, and 55″ available</li> <li>A combination of factors result in the compound being easily pushed through your tools</li> <li>Stainless steel ball</li> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>"
"Columbia Tools","COBCR","Columbia Outside Corner Roller",52.97,"<p>Offering four different profiles, Columbia Outside Corner Rollers will be sure to make your tape on bead setting job faster.</p> <p>COBCR – Standard = 1.750”</p> <p>Features:</p> <ul> <li>Available in Standard, Bullnose, Wide and Micro (European)</li> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>"
"Columbia Tools","COBCRW","Columbia Wide Outside Corner Roller",55.12,"<p>Offering four different profiles, Columbia Outside Corner Rollers will be sure to make your tape on bead setting job faster.</p> <p>COBCRW – Wide = 1.930”</p> <p>Features:</p> <ul> <li>Available in Standard, Bullnose, Wide and Micro (European)</li> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>"
"Columbia Tools","CPFGN","Columbia Graco Powerfill Gooseneck",160.99,"<p>Columbia Graco Powerfill Gooseneck</p>"
"Columbia Tools","CPFP","Columbia X Graco PowerFill 3.5 Loading Pump",990.71,"<p data-ogsb=""white""><span data-ogsc=""black"">Columbia Tools has partnered with Graco to bring you a Columbia Tools branded version of their already successful cordless powered loading pump for Columbia customers. The Columbia X Graco PowerFill is designed to fill all automatic taping and finishing tools with ease. The PowerFill system completely eliminates the need for manual pumping, allowing you to fill with just the push of a button.</span></p> <p data-ogsb=""white""><span data-ogsc=""black"">Say Goodbye to Hand Pumping. The single-button pumping mechanism reduces fatigue and minimizes the risk of injury associated with manual pumps. With a flow rate of up to 3.5 gpm, you can fill tools lightning-fast, and with the capability to pump up to 55 gallons on a single battery charge, you’ll have all-day performance. Plus, it’s programmable to automatically refill tools with Precision Fill.</span></p> <p data-ogsb=""white""><span data-ogsc=""black"">Bucket not included.</span></p> <p data-ogsb=""white""><strong><span data-ogsc=""black"">Features</span></strong></p> <ul> <li data-ogsc=""black"" data-ogsb=""white"">SmartControl Pro with Programmable Precision Fill: Automatically refills your tools to your preset level.</li> <li data-ogsc=""black"" data-ogsb=""white"">One Button Pumping: Eliminates fatigue and potential injuries.</li> <li data-ogsc=""black"" data-ogsb=""white"">Hands-Free Continuous Run Mode: Ideal for transferring large quantities of material or self-cleaning.</li> <li data-ogsc=""black"" data-ogsb=""white"">Hi-Rise Fill Tube: Allows you to fill tools while standing upright, protecting your back and reducing fatigue. The tube rotates to position the outlet where needed, including above buckets to save space and contain drips.</li> <li data-ogsc=""black"" data-ogsb=""white"">Includes Filler Attachments: Designed for angle and flat boxes.</li> </ul> <p data-ogsb=""white""><strong><span data-ogsc=""black"">Powerstroke Pump</span></strong></p> <ul> <li data-ogsc=""black"" data-ogsb=""white"">4X Life vs. Manual Pumps: Built for exceptional durability.</li> <li data-ogsc=""black"" data-ogsb=""white"">Fastest Tool Fills: Pumps up to 3.5 gpm for efficient filling.</li> <li data-ogsc=""black"" data-ogsb=""white"">Maintenance Free: Tool-less access for easy cleaning of the pump cylinder, inlet, and filter.</li> </ul> <p data-ogsb=""white""><strong><span data-ogsc=""black"">ProConnect Pump and Removable Powerhead</span></strong></p> <ul> <li data-ogsc=""black"" data-ogsb=""white"">No-Tools Pump and Powerhead Removal: Easily detach the powerhead for storage and quick cleaning.</li> </ul> <p data-ogsb=""white""><strong><span data-ogsc=""black"">Powered by DEWALT®</span></strong></p> <ul> <li data-ogsc=""black"" data-ogsb=""white"">Compatible with any 20V MAX Lithium-Ion DEWALT Battery: Pumps up to 55 gallons per charge for reliable all-day use.</li> </ul> <p data-ogsb=""white""><strong><span data-ogsc=""black"">Adjustable Bucket Stabilizer</span></strong></p> <ul> <li data-ogsc=""black"" data-ogsb=""white"">No-Tools Adjustment: Fits most buckets and containers.</li> <li data-ogsc=""black"" data-ogsb=""white"">Oversized Foot Bracket and Stabilizer Arm: Keeps the pump secure and stable.</li> <li data-ogsc=""black"" data-ogsb=""white"">Convertible Outlet: Change from right to left-sided pump outlet in minutes</li> </ul> <p data-ogsb=""white""><strong><span data-ogsc=""black"">Specifications</span></strong></p> <ul> <li data-ogsc=""black"" data-ogsb=""white"">Version: 26B418</li> <li data-ogsc=""black"" data-ogsb=""white"">Max GPM (lpm): 3.5 (13.2)</li> <li data-ogsc=""black"" data-ogsb=""white"">Weight Lbs (Kg): 17 (7.7)</li> <li data-ogsc=""black"" data-ogsb=""white"">Pump: PowerStroke</li> <li data-ogsc=""black"" data-ogsb=""white"">Power/Battery: (1) DEWALT 20V MAX* COMPACT 2.0 ah Lithium-Ion Batteries and (1) Charger</li> <li data-ogsc=""black"" data-ogsb=""white"">Pump Outlet: Hi-Rise Fill Tube w/Box Filler</li> <li data-ogsc=""black"" data-ogsb=""white"">Precision Fill: Yes</li> <li data-ogsc=""black"" data-ogsb=""white"">Inlet Filter: Tool-less, 10 Mesh (1)</li> <li data-ogsc=""black"" data-ogsb=""white"">Adjustable Flow: Yes</li> <li data-ogsc=""black"" data-ogsb=""white"">Fits Container: Adjustable up to 5 (7-15″ Bucket Height Range)</li> </ul>"
"Columbia Tools","CR","Columbia Inside Corner Roller",104.43,"<p>Our Inside Corner Roller offers the easiest roll in the industry. With our split wheel design tapes do not drag upon initial contact. The tape immediately imbeds in the corner with all unneeded compound being pushed out from behind.</p> <p>Features:</p> <ul> <li>Innovative split wheel design</li> <li>Cast aluminum body</li> <li>Hand made from U.S. aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>"
"Columbia Tools","CR12","Columbia Swivel Coupling Pin",2.4,"<p>Columbia Swivel Coupling Pin</p>"
"Columbia Tools","CR6","Columbia Handle Mounting Swivel",9.11,"<p>Columbia Handle Mounting Swivel</p>"
"Columbia Tools","CT1","Columbia Taper Head Casting",93.08,"<p>Columbia Taper Head Casting</p>"
"Columbia Tools","CT10","Columbia Taper Crimping Arm Bushing Right",2.91,"<p>Columbia Taper Crimping Arm Bushing Right</p>"
"Columbia Tools","CT103","Columbia Taper Barrel Main Body",77.59,"<p>Columbia Taper Barrel Main Body</p>"
"Columbia Tools","CT105","Columbia Taper Crimper Lever",17.83,"<p>Columbia Taper Crimper Lever</p>"
"Columbia Tools","CT106","Columbia Taper Bearing Shaft",6.68,"<p>Columbia Taper Bearing Shaft</p>"
"Columbia Tools","CT107","Columbia Taper Piston Body",15.51,"<p>Columbia Taper Piston Body</p>"
"Columbia Tools","CT109","Columbia Taper Cable Retaining Nut",2.72,"<p>Columbia Taper Cable Retaining Nut&nbsp;</p>"
"Columbia Tools","CT10A","Columbia Taper Crimping Arm Bushing Left",2.91,"<p>Columbia Taper Crimping Arm Bushing Left</p>"
"Columbia Tools","CT11","Columbia Taper Mud Guard Plate",5.43,"MUD GUARD PLATE COLUMBIA"
"Columbia Tools","CT111","Columbia Taper Piston Cup",9.31,"<ul class=""global-views-breadcrumb""> <li class=""global-views-breadcrumb-item-active"">Columbia Taper Piston Cup</li> </ul>"
"Columbia Tools","CT112","Columbia Taper Connecting Stud",6.51,"<p>Columbia Taper Connecting Stud</p>"
"Columbia Tools","CT113","Columbia Taper Lock Block",1.93,"<p>Columbia Taper Lock Block</p>"
"Columbia Tools","CT115","Columbia Taper Guard Ring",11.64,"<p>Columbia Taper Guard Ring</p>"
"Columbia Tools","CT115A","Columbia Taper Gasket New Style End Ring",1.16,"<p>Columbia Taper Gasket New Style End Ring</p>"
"Columbia Tools","CT116A","Columbia Taper Strap",11.64,"<p>Columbia Taper Strap</p>"
"Columbia Tools","CT118A","Columbia Retaining Quick Release Spring Clip",3.49,"<p>Columbia Retaining Quick Release Spring Clip</p>"
"Columbia Tools","CT119","Columbia Spool Retaining Spring",3.49,"<p>Columbia Spool Retaining Spring</p>"
"Columbia Tools","CT12","Columbia Taper Tape Advance Release Bracket",4.27,"<p>Columbia Taper Tape Advance Release Bracket&nbsp;</p>"
"Columbia Tools","CT120","Columbia Taper Tape Spool w/ Tension Adjuster",15.51,"<p>Columbia Taper Tape Spool w/ Tension Adjuster</p>"
"Columbia Tools","CT122A","Columbia Taper Strap",11.64,"<p>Columbia Taper Strap</p>"
"Columbia Tools","CT123","Columbia Retaining Quick Release Spring Shaft",6.21,"<p>Columbia Retaining Quick Release Spring Shaft</p>"
"Columbia Tools","CT125","Columbia Taper Roller",1.93,"<p>Columbia Taper Roller</p>"
"Columbia Tools","CT125A","Columbia Taper Bearing",1.93,"<p>Columbia Taper Bearing</p>"
"Columbia Tools","CT127","Columbia Taper Extension Shaft Bracket",19.39,"<p>Columbia Taper Extension Shaft Bracket</p>"
"Columbia Tools","CT128A","Columbia Taper Shaft Guide Roller Bushing",15.51,"<p>Columbia Taper Shaft Guide Roller Bushing</p>"
"Columbia Tools","CT129B","Columbia Taper Plastic Roller Sleeve",3.09,"<p>Columbia Taper Plastic Roller Sleeve</p>"
"Columbia Tools","CT130","Columbia Taper Extension Shaft",13.97,"<p>Columbia Taper Extension Shaft&nbsp;</p>"
"Columbia Tools","CT14A","Columbia Taper Adjustable Brake",3.69,"<p>Columbia Taper Adjustable Brake</p>"
"Columbia Tools","CT17","Columbia Taper Separation Plate",10.85,"<p>Columbia Taper Separation Plate</p>"
"Columbia Tools","CT19","Columbia Taper Paper Feed Guide",20.96,"<p>Columbia Taper Paper Feed Guide</p>"
"Columbia Tools","CT2","Columbia Taper Insert Bushing",2.32,"<p>Columbia Taper Insert Bushing</p>"
"Columbia Tools","CT20","Columbia Taper Hinge Block",6.21,"<p>Columbia Taper Hinge Block</p>"
"Columbia Tools","CT22","Columbia Taper Brass Bracket",12.41,"<p>Columbia Taper Brass Bracket&nbsp;</p>"
"Columbia Tools","CT23","Columbia Taper Reinforcing Rod",4.67,"<p>Columbia Taper Reinforcing Rod</p>"
"Columbia Tools","CT28","Columbia Taper Roller Bushing",2.32,"<p>Columbia Taper Roller Bushing</p>"
"Columbia Tools","CT29","Columbia Taper Nylatron Chain Roller",1.93,"<p>Columbia Taper Nylatron Chain Roller</p>"
"Columbia Tools","CT29A","Columbia Taper Nylatron Chain Roller (Left)",1.93,"<p>Columbia Taper Nylatron Chain Roller (Left)&nbsp;</p>"
"Columbia Tools","CT31","Columbia Taper Chain Tension & Guide Bracket",3.49,"<p>Columbia Taper Chain Tension &amp; Guide Bracket</p>"
"Columbia Tools","CT34R","Columbia Removable Cover Plate Attachment Block",3.39,"<p>Columbia Removable Cover Plate Attachment Block</p>"
"Columbia Tools","CT35","Columbia Taper Cap Reinforcing Tab",1.93,"<p>Columbia Taper Cap Reinforcing Tab</p>"
"Columbia Tools","CT36","Columbia Taper Return Spring Tube",20.16,"<p>Columbia Taper Return Spring Tube</p>"
"Columbia Tools","CT37","Columbia Taper Tube Holding Bracket Upper",15.51,"<p>Columbia Taper Tube Holding Bracket Upper</p>"
"Columbia Tools","CT38","Columbia Taper Tube Holding Bracket Lower",13.19,"<p>Columbia Taper Tube Holding Bracket Lower&nbsp;</p>"
"Columbia Tools","CT41","Columbia Taper Cutter Block",0.97,"<p>Columbia Taper Cutter Block</p>"
"Columbia Tools","CT43","Columbia Taper Micro Chain",19.39,"<p>Columbia Taper Micro Chain</p>"
"Columbia Tools","CT45","Columbia Taper Connecting Rod (Includes CT46 Stop)",10.48,"<p>Columbia Taper Connecting Rod (Includes CT46 Stop)</p>"
"Columbia Tools","CT47","Columbia Taper Crimping Wheel",7.76,"<p>Columbia Taper Crimping Wheel&nbsp;</p>"
"Columbia Tools","CT48","Columbia Taper Crimping Arm Left",34.88,"<p>Columbia Taper Crimping Arm Left</p>"
"Columbia Tools","CT49","Columbia Taper Crimping Arm Right",34.88,"<p>Columbia Taper Crimping Arm Right</p>"
"Columbia Tools","CT5","Columbia Taper Right Wafer Bushing",0.77,"<p>Columbia Taper Right Wafer Bushing</p>"
"Columbia Tools","CT50","Columbia Taper Crimping Wheel Bushing",3.49,"<p>Columbia Taper Crimping Wheel Bushing</p>"
"Columbia Tools","CT51","Columbia Taper Spacer Bar",2.32,"<p>Columbia Taper Spacer Bar</p>"
"Columbia Tools","CT53","Columbia Taper Toe Kicker",13.59,"<p>Columbia Taper Toe Kicker</p>"
"Columbia Tools","CT57","Columbia Taper Tape Advance Carriage",52.75,"<p>Columbia Taper Tape Advance Carriage</p>"
"Columbia Tools","CT58","Columbia Taper Guide Rod Bushing",4.67,"<p>Columbia Taper Guide Rod Bushing</p>"
"Columbia Tools","CT6","Columbia Taper Side Plate Right",18.63,"<p>Columbia Taper Side Plate Right</p>"
"Columbia Tools","CT64","Columbia Taper Needle Return Shaft",3.09,"<p>Columbia Taper Needle Return Shaft</p>"
"Columbia Tools","CT65","Columbia Taper Needle Return Spring",2.13,"<p>Columbia Taper Needle Return Spring</p>"
"Columbia Tools","CT67","Columbia Taper Ratchet Gear",3.09,"<p>Columbia Taper Ratchet Gear</p>"
"Columbia Tools","CT68","Columbia Taper Hub",9.31,"<p>Columbia Taper Hub</p>"
"Columbia Tools","CT6A","Columbia Taper Side Plate Left",22.32,"<p>Columbia Taper Side Plate Left&nbsp;</p>"
"Columbia Tools","CT7","Columbia Taper Side Plate Support Left",35.29,"<p>Columbia Taper Side Plate Support Left</p>"
"Columbia Tools","CT71","Columbia Taper Drive Sprocket Small",9.31,"<p>Columbia Taper Drive Sprocket Small</p>"
"Columbia Tools","CT73","Columbia Taper Cable Drum",23.27,"<p>Columbia Taper Cable Drum</p>"
"Columbia Tools","CT77","Columbia Taper Drive Sprocket Large",38.77,"<p>Columbia Taper Drive Sprocket Large</p>"
"Columbia Tools","CT78","Columbia Taper Drive Chain",51.2,"<p>Columbia Taper Drive Chain</p>"
"Columbia Tools","CT79","Columbia Taper Hollow Shaft",23.27,"<p>Columbia Taper Hollow Shaft</p>"
"Columbia Tools","CT7A","Columbia Taper Side Plate Hub",7.76,"<p>Columbia Taper Side Plate Hub</p>"
"Columbia Tools","CT8","Columbia Taper Side Plate Support Right",35.29,"<p>Columbia Taper Side Plate Support Right</p>"
"Columbia Tools","CT81","Columbia Taper Clutch Return Spring",1.56,"<p>Columbia Taper Clutch Return Spring</p>"
"Columbia Tools","CT85","Columbia Taper Clutch Release Shaft",23.27,"<p>Columbia Taper Clutch Release Shaft</p>"
"Columbia Tools","CT86","Columbia Taper Toe Kicker Cable",11.64,"<p>Columbia Taper Toe Kicker Cable</p>"
"Columbia Tools","CT87A","Columbia Taper Bracket Base",4.67,"<p>Columbia Taper Bracket Base</p>"
"Columbia Tools","CT87CS","Columbia Cover Plate Cork Seal",4.25,"<p>Columbia Cover Plate Cork Seal</p>"
"Columbia Tools","CT88","Columbia Taper Clutch Release Rod",9.31,"<p>Columbia Taper Clutch Release Rod</p>"
"Columbia Tools","CT89","Columbia Taper Release Rod Sleeve",9.31,"<p>Columbia Taper Release Rod Sleeve</p>"
"Columbia Tools","CT92","Columbia Taper Release Clip",6.21,"<p>Columbia Taper Release Clip</p>"
"Columbia Tools","CT92A","Columbia Taper L Clip",1.56,"<p>Columbia Taper L Clip</p>"
"Columbia Tools","CT93","Columbia Taper Mud Shut Off Lever Arm",31.03,"<p>Columbia Taper Mud Shut Off Lever Arm</p>"
"Columbia Tools","CT94","Columbia Taper Mud Shut Off Upper Plate",2.72,"<p>Columbia Taper Mud Shut Off Upper Plate</p>"
"Columbia Tools","CT95","Columbia Taper Control Valve",4.67,"<p>Columbia Taper Control Valve</p>"
"Columbia Tools","CT96","Columbia Taper Mud Shut Off Gasket",1.36,"<p>Columbia Taper Mud Shut Off Gasket</p>"
"Columbia Tools","CT97","Columbia Taper Mud Supply Valve Body",15.52,"<p>Columbia Taper Mud Supply Valve Body</p>"
"Columbia Tools","CT98","Columbia Taper Mud Supply Seal Plate",3.09,"<p>Columbia Taper Mud Supply Seal Plate</p>"
"Columbia Tools","CTA107","Columbia Piston Assembly for Taper",39.15,"<p>Columbia Piston Assembly for Taper</p>"
"Columbia Tools","CTA13","Columbia Taper Dog Base Bracket",7.44,"<p>Columbia Taper Dog Base Bracket</p>"
"Columbia Tools","CTA41","Columbia Taper Cutter Block Assembly",70.18,"<p>Columbia Taper Cutter Block Assembly</p>"
"Columbia Tools","CTA59","Columbia Taper Magnet",11.64,"<p>Columbia Taper Magnet</p>"
"Columbia Tools","CTA84","Columbia Cable Pulley Guide",7.76,"<p class=""LC20lb MBeuO DKV0Md"">Columbia Cable Pulley Guide</p>"
"Columbia Tools","CTA87CL","Columbia Cover Plate Assembly",112.28,"<p>Columbia Cover Plate Assembly</p>"
"Columbia Tools","CTA99","Columbia Removable Cover Plate Pin",8.21,"<p>Columbia Removable Cover Plate Pin</p>"
"Columbia Tools","FA201","Columbia 1/16"" X 3/8"" Split Pin",0.32,"<p>Columbia 1/16"" X 3/8"" Split Pin&nbsp;</p>"
"Columbia Tools","FA208","Columbia 4-40 x 1/8"" Binder Slot",0.32,"<p>Columbia 4-40 x 1/8"" Binder Slot</p>"
"Columbia Tools","FA215","Columbia 4-40 x 5/16 Binder Slot",0.32,"<p>Columbia 4-40 x 5/16 Binder Slot</p>"
"Columbia Tools","FA220","Columbia 4-40 X 3/4"" Bind Head Screw",0.32,"<p>Columbia 4-40 X 3/4"" Bind Head Screw</p>"
"Columbia Tools","FA222","Columbia 5-40 X 3/8"" Bind Head Screw",0.32,"<p>Columbia 5-40 X 3/8"" Bind Head Screw&nbsp;IA</p>"
"Columbia Tools","FA224","Columbia 1/8"" X 3/8"" Split Pin",0.48,"<p>Columbia 1/8"" X 3/8"" Split Pin&nbsp;</p>"
"Columbia Tools","FA225","Columbia 1/8"" X 3/8"" Special Washer",0.89,"<p>Columbia 1/8"" X 3/8"" Special Washer</p>"
"Columbia Tools","FA231","Columbia #6 X 3/8"" Hex Bolt",0.64,"<p>Columbia #6 X 3/8"" Hex Bolt</p>"
"Columbia Tools","FA232","Columbia 6-32 Hex Nut",0.89,"<p>Columbia 6-32 Hex Nut</p>"
"Columbia Tools","FA234","Columbia 6-32 Nyloc Jam Nut",0.79,"<p>Columbia 6-32 Nyloc Jam Nut</p>"
"Columbia Tools","FA245","Columbia 6-32 X 1/2"" Fill. Head Screw",0.41,"<p>Columbia 6-32 X 1/2"" Fill. Head Screw</p>"
"Columbia Tools","FA247","Columbia 6-32 X 5/8"" Hex Bolt",0.8,"<p>Columbia 6-32 X 5/8"" Hex Bolt</p>"
"Columbia Tools","FA252","Columbia #8 Star Washer",0.32,"<p>Columbia #8 Star Washer</p>"
"Columbia Tools","FA253","Columbia #8 Flat Washer",0.32,"<p>Columbia #8 Flat Washer</p>"
"Columbia Tools","FA256","Columbia 8-32 x 3/16"" Pan Slot SS Screw",0.32,"<p>Columbia 8-32 x 3/16"" Pan Slot SS Screw</p>"
"Columbia Tools","FA261","Columbia 8-32 X 3/8"" Socket Hd Screw",0.43,"<p>Columbia 8-32 X 3/8"" Socket Hd Screw</p>"
"Columbia Tools","FA262","Columbia 8-32 X 1/2"" Socket Hd. Screw",1.11,"<p>Columbia 8-32 X 1/2"" Socket Hd. Screw</p>"
"Columbia Tools","FA266","Columbia 8-32 X 1"" Flat Head Screw",0.13,"<p>Columbia 8-32 X 1"" Flat Head Screw</p>"
"Columbia Tools","FA267","Columbia 8-32 X 1/2"" Pan Head Screw",0.41,"<p>Columbia 8-32 X 1/2"" Pan Head Screw</p>"
"Columbia Tools","FA268","Columbia #10 Flat Washer",0.32,"<p>Columbia #10 Flat Washer</p>"
"Columbia Tools","FA270","Columbia #10 X 3/4"" Fender Washer",0.89,"<p>Columbia #10 X 3/4"" Fender Washer&nbsp;</p>"
"Columbia Tools","FA273","Columbia 10-24 X 1"" Hex Bolt",0.89,"<p>Columbia 10-24 X 1"" Hex Bolt</p>"
"Columbia Tools","FA274","Columbia 10-24 X 3/8"" Socket Hd Screw",1.21,"<p>Columbia 10-24 X 3/8"" Socket Hd Screw</p>"
"Columbia Tools","FA275","Columbia 10-24 X 3/4"" Hex Bolt",0.89,"<p>Columbia 10-24 X 3/4"" Hex Bolt&nbsp;</p>"
"Columbia Tools","FA276","Columbia 10-24 X 7/8 Pan Head Screw",0.32,"<p>Columbia 10-24 X 7/8 Pan Head Screw</p>"
"Columbia Tools","FA278","Columbia #8 Belleville Washer",0.33,"<p>Columbia #8 Belleville Washer&nbsp;</p>"
"Columbia Tools","FA279","Columbia 10-24 X 1-1/4in Hex Bolt",0.8,"<p>Columbia 10-24 X 1-1/4in Hex Bolt</p>"
"Columbia Tools","FA280","Columbia #10 Belleville Washer",0.32,"<p>Columbia #10 Belleville Washer</p>"
"Columbia Tools","FA281","Columbia 10-32 X Nyloc Jam Nut-2 per pack",0.89,"<p>Columbia 10-32 X Nyloc Jam Nut-2 per pack</p>"
"Columbia Tools","FA285","Columbia 1/4"" Plastic Washer",0.77,"<p>Columbia 1/4"" Plastic Washer</p>"
"Columbia Tools","FA289","Columbia Split Pin 1/4"" X 2""",1.21,"<p>Columbia Split Pin 1/4"" X 2""&nbsp;</p>"
"Columbia Tools","FA290","Columbia 1/4-20 Nyloc Nut",0.89,"<p>Columbia 1/4-20 Nyloc Nut</p>"
"Columbia Tools","FA292","Columbia 1/4-20 Nyloc Jam Nut",0.81,"<p>Columbia 1/4-20 Nyloc Jam Nut</p>"
"Columbia Tools","FA294","Columbia 1/4-20 X 3/8"" Socket Hd Screw",1.21,"<p>Columbia 1/4-20 X 3/8"" Socket Hd Screw</p>"
"Columbia Tools","FA295","Columbia 1/4-20 X 1/2"" Flat Socket",0.32,"<p>Columbia 1/4-20 X 1/2"" Flat Socket</p>"
"Columbia Tools","FA296","Columbia 1/4-20 X 1/2"" Hex Bolt",0.41,"<p>Columbia 1/4-20 X 1/2"" Hex Bolt</p>"
"Columbia Tools","FA298","Columbia 1/4-20 X 7/8"" Flat Socket",0.32,"<p>Columbia 1/4-20 X 7/8"" Flat Socket&nbsp;</p>"
"Columbia Tools","FA300","Columbia 1/4-20 X 2"" Hex Bolt",1.63,"<p>Columbia 1/4-20 X 2"" Hex Bolt&nbsp;</p>"
"Columbia Tools","FA302","Columbia 1/4-28 X 1/4"" Set Screw",0.89,"<p>Columbia 1/4-28 X 1/4"" Set Screw</p>"
"Columbia Tools","FA305","Columbia 5/16-18 X 3/4"" Hex Bolt",1.63,"<p>Columbia 5/16-18 X 3/4"" Hex Bolt</p>"
"Columbia Tools","FA306","Columbia 5/16-18 X 1-1/4"" Hex Bolt",1.63,"<p>Columbia 5/16-18 X 1-1/4"" Hex Bolt</p>"
"Columbia Tools","FA308","Columbia 33/64 X 7/8"" Flat Washer",0.89,"<p>Columbia 33/64 X 7/8"" Flat Washer</p>"
"Columbia Tools","FA312","Columbia 10-24 X 1/4"" Set Screw",0.89,"<p>Columbia 10-24 X 1/4"" Set Screw&nbsp;</p>"
"Columbia Tools","FA314","Columbia 10-24 X 1-1/2 Pan Slot",0.31,"<p>Columbia 10-24 X 1-1/2 Pan Slot</p>"
"Columbia Tools","FA379","Columbia 1/4"" E-Clip for Matrix Handle",1.71,"<p>Columbia 1/4"" E-Clip for Matrix Handle</p>"
"Columbia Tools","FA380","Columbia 1/8"" E-Clip for Matrix Handle",1.71,"<p>Columbia 1/8"" E-Clip for Matrix Handle</p>"
"Columbia Tools","FFB17","Columbia Door Spring",2.72,"<p>Columbia Door Spring</p>"
"Columbia Tools","FFB43","Columbia Bead Wheel Bushing",1.49,"<p>Columbia Bead Wheel Bushing</p>"
"Columbia Tools","FMH","Columbia L-Trim Mud Applicator Head",60.09,"<p>Proportionate grooves give you a consistent mud distribution on the wall and speeds up the pre-filling process. Made out of UHMW, the strong durable design makes these Mud Heads the best on the market.</p> <p>Features:</p> <ul> <li>Quick release clip</li> <li>Channeled grooves for evenly dispersed mud and controlled flow</li> <li>Long lasting, durable and strong</li> <li>Machined using top quality Ultra High Molecular Weight materials</li> <li>Machined in our state of the art facility in Canada</li> </ul>"
"Columbia Tools","GN","Columbia Gooseneck",68.28,"<p>Available in our regular and Tallboy, these stainless steel attachments are tough and effective. Rubber covers on the horseshoe protect your taper while being filled.</p> <p>Features:</p> <ul> <li>Tig welded stainless steel</li> <li>Rubber coated horseshoe</li> <li>Hand made from U.S. billet aluminum and steel components</li> <li>Machined in our state of the art facility in Canada</li> </ul>"
