Type,SKU,Name,Brand,MPN,UPC,Category,Cost,Min Margin Percent,Original Price,Current Price,Is Part,Parent SKU,Pricing Strategy,Strategy Mode,Status
part,FA301,"1/4-20 x 2 1/4"" Hex Bolt",Columbia Taping Tools,FA301,,Drywall Finishing Tools > Parts,1.95,35,3.00,3.00,1,,undercut,auto,Needs Attention
part,FA300,"1/4-20 x 2"" Hex Bolt",Columbia Taping Tools,FA300,,Drywall Finishing Tools > Parts,2.76,35,4.25,4.25,1,,undercut,auto,Needs Attention
part,FA294,"1/4-20 x 38"" Socket",Columbia Taping Tools,FA294,,Drywall Finishing Tools > Parts,2.11,35,3.25,3.25,1,,undercut,auto,Needs Attention
part,FA297,"1/4-20 x 5/8"" Socket",Columbia Taping Tools,FA297,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,FA298,"1/4-20 x 7/8"" Flat Socket",Columbia Taping Tools,FA298,,Drywall Finishing Tools > Parts,1.85,35,2.85,2.85,1,,undercut,auto,Needs Attention
part,FA302,"1/4-28 x 1/4"" Set Screw",Columbia Taping Tools,FA302,,Drywall Finishing Tools > Parts,2.50,35,3.85,3.85,1,,undercut,auto,Needs Attention
part,FA320,"1/4-28-3/8"" Socket Set Screw",Columbia Taping Tools,FA320,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,HFFB14-8,"Flat Box Hinged Door Gasket - 8""",Columbia Taping Tools,HFFB14,,Drywall Finishing Tools > Parts,10.72,35,16.50,16.50,1,HFFB14,undercut,auto,Needs Attention
part,HFFB14-10,"Flat Box Hinged Door Gasket - 10""",Columbia Taping Tools,HFFB14,,Drywall Finishing Tools > Parts,27.30,35,42.00,42.00,1,HFFB14,undercut,auto,Needs Attention
part,HFFB14-12,"Flat Box Hinged Door Gasket - 12""",Columbia Taping Tools,HFFB14,,Drywall Finishing Tools > Parts,27.30,35,42.00,42.00,1,HFFB14,undercut,auto,Needs Attention
part,HFFB14-14,"Flat Box Hinged Door Gasket - 14""",Columbia Taping Tools,HFFB14,,Drywall Finishing Tools > Parts,27.30,35,42.00,42.00,1,HFFB14,undercut,auto,Needs Attention
part,FFB25-10,"Rubber Gasket Retainer - 10""",Columbia Taping Tools,FFB25,,Drywall Finishing Tools > Parts,16.22,35,24.95,24.95,1,FFB25,undercut,auto,Needs Attention
part,FFB25-12,"Rubber Gasket Retainer - 12""",Columbia Taping Tools,FFB25,,Drywall Finishing Tools > Parts,18.53,35,28.50,28.50,1,FFB25,undercut,auto,Floor Lock Triggered
part,AH3-2,"Top Blade - 2""",Columbia Taping Tools,AH3,,Drywall Finishing Tools > Parts,25.32,35,38.95,38.95,1,AH3,undercut,auto,Needs Attention
part,AH3-2.5,"Top Blade - 2.5""",Columbia Taping Tools,AH3,,Drywall Finishing Tools > Parts,16.25,35,25.00,25.00,1,AH3,undercut,auto,Needs Attention
part,AH3-3,"Top Blade - 3""",Columbia Taping Tools,AH3,,Drywall Finishing Tools > Parts,29.22,35,44.95,44.95,1,AH3,undercut,auto,Needs Attention
part,AH3-3.5,"Top Blade - 3.5""",Columbia Taping Tools,AH3,,Drywall Finishing Tools > Parts,16.25,35,25.00,25.00,1,AH3,undercut,auto,Needs Attention
part,FA380,"1/8"" SS E-Clip",Columbia Taping Tools,FA380,,Drywall Finishing Tools > Parts,1.92,35,2.95,2.95,1,,undercut,auto,Needs Attention
part,FA225,"1/8"" x 3/8"" Rivet Shoulder Washer",Columbia Taping Tools,FA225,,Drywall Finishing Tools > Parts,1.33,35,2.05,2.05,1,,undercut,auto,Needs Attention
part,FA224,"1/8"" x 3/8"" Split Pin",Columbia Taping Tools,FA224,,Drywall Finishing Tools > Parts,1.27,35,1.95,1.95,1,,undercut,auto,Needs Attention
part,FA271,10-24 Nyloc Nut,Columbia Taping Tools,FA271,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,FA272,10-24 Wing Nut,Columbia Taping Tools,FA272,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,FA273,"10-24 x 1"" Hex Bolt",Columbia Taping Tools,FA273,,Drywall Finishing Tools > Parts,2.11,35,3.25,3.25,1,,undercut,auto,Needs Attention
part,FA312,"10-24 X 1/4"" Socket Hand Set",Columbia Taping Tools,FA312,,Drywall Finishing Tools > Parts,1.85,35,2.85,2.85,1,,undercut,auto,Needs Attention
part,FA274,"10-24 x 3/8"" Socket",Columbia Taping Tools,FA274,,Drywall Finishing Tools > Parts,1.72,35,2.65,2.65,1,,undercut,auto,Needs Attention
part,FA275,"10-24 x 7/8"" Hex Bolt",Columbia Taping Tools,FA275,,Drywall Finishing Tools > Parts,2.05,35,3.15,3.15,1,,undercut,auto,Needs Attention
part,FA276,"10-24 x 7/8"" Pan Slot",Columbia Taping Tools,FA276,,Drywall Finishing Tools > Parts,2.18,35,3.35,3.35,1,,undercut,auto,Needs Attention
part,FA316,"10-32 X 1/2"" Flat Socket Head",Columbia Taping Tools,FA316,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,FA382,"10-32 x 1/4"" SS Set Screw",Columbia Taping Tools,FA382,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA199,"2-56 x 3/16"" Binder Slot",Columbia Taping Tools,FA199,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA365,"3/16 x 1"" Sping Pin SS",Columbia Taping Tools,FA365,,Drywall Finishing Tools > Parts,1.95,35,3.00,3.00,1,,undercut,auto,Needs Attention
part,FA206,4-40 Hex Nut,Columbia Taping Tools,FA206,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,FA207,4-40 Nyloc Nut,Columbia Taping Tools,FA207,,Drywall Finishing Tools > Parts,1.63,35,2.50,2.50,1,,undercut,auto,Floor Lock Triggered
part,FA219,"4-40 x 1/2"" Fillister Slot",Columbia Taping Tools,FA219,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA213,"4-40 x 1/4"" Binder Slot",Columbia Taping Tools,FA213,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA214,"4-40 x 1/4"" Flat Slot",Columbia Taping Tools,FA214,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA2,"4-40 x 1/8"" Binder Slot",Columbia Taping Tools,FA208,,Drywall Finishing Tools > Parts,1.07,35,1.65,1.65,1,,undercut,auto,Needs Attention
part,FA210,"4-40 x 3/16"" Binder Slot",Columbia Taping Tools,FA210,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA212,"4-40 x 3/16"" Truss Slot",Columbia Taping Tools,FA212,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA220,"4-40 x 3/4"" Hex Bolt",Columbia Taping Tools,FA220,,Drywall Finishing Tools > Parts,1.53,35,2.35,2.35,1,,undercut,auto,Needs Attention
part,FA218,"4-40 x 3/8"" Flat Slot",Columbia Taping Tools,FA218,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA216,4-40 X 3/8” Fillister Slot,Columbia Taping Tools,FA216,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,FA215,"4-40 x 5/16"" Binder Slot",Columbia Taping Tools,FA215,,Drywall Finishing Tools > Parts,1.27,35,1.95,1.95,1,,undercut,auto,Needs Attention
part,FA303,5-16 Flat Washer,Columbia Taping Tools,FA303,,Drywall Finishing Tools > Parts,1.95,35,3.00,3.00,1,,undercut,auto,Needs Attention
part,FA307,5-16 x 24 Jam Nut,Columbia Taping Tools,FA307,,Drywall Finishing Tools > Parts,1.95,35,3.00,3.00,1,,undercut,auto,Needs Attention
part,FA305,"5/16 -18 x 3/4"" Hex Bolt",Columbia Taping Tools,FA305,,Drywall Finishing Tools > Parts,2.70,35,4.15,4.15,1,,undercut,auto,Needs Attention
part,FA306,"5/16-18 x 1 1/4"" Hex Bolt",Columbia Taping Tools,FA306,,Drywall Finishing Tools > Parts,2.24,35,3.45,3.45,1,,undercut,auto,Needs Attention
part,CFB10,"5/16-18 x 3/4"" Thumb Screw",Columbia Taping Tools,CFB10,,Drywall Finishing Tools > Parts,3.90,35,6.00,6.00,1,,undercut,auto,Needs Attention
part,FA317,"5/32"" x 7/8"" Roll Pin",Columbia Taping Tools,FA317,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,FA232,6-32 Hex Nut,Columbia Taping Tools,FA232,,Drywall Finishing Tools > Parts,1.14,35,1.75,1.75,1,,undercut,auto,Needs Attention
part,FA234,6-32 Nyloc Jam Nut,Columbia Taping Tools,FA234,,Drywall Finishing Tools > Parts,1.72,35,2.65,2.65,1,,undercut,auto,Needs Attention
part,FA233,6-32 Nyloc Nut,Columbia Taping Tools,FA233,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,FA245,"6-32 x 1/2"" Fillister Slot",Columbia Taping Tools,FA245,,Drywall Finishing Tools > Parts,1.40,35,2.15,2.15,1,,undercut,auto,Needs Attention
part,FA244,"6-32 x 1/2"" Pan Slot",Columbia Taping Tools,FA244,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FFB11-8,"Adjuster Spring - 8""",Columbia Taping Tools,FFB11-8,,Drywall Finishing Tools > Parts,5.20,35,8.00,8.00,1,FFB11,undercut,auto,Needs Attention
part,FFB11-10,"Adjuster Spring - 10""",Columbia Taping Tools,FFB11-10,,Drywall Finishing Tools > Parts,5.20,35,8.00,8.00,1,FFB11,undercut,auto,Needs Attention
part,FFB11-12,"Adjuster Spring - 12""",Columbia Taping Tools,FFB11-12,,Drywall Finishing Tools > Parts,5.20,35,8.00,8.00,1,FFB11,undercut,auto,Needs Attention
part,FA239,"6-32 X 1/4"" Binder Slot",Columbia Taping Tools,FA239,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA227,"6-32 X 1/4"" Flat Slot",Columbia Taping Tools,FA227,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,FA236,"6-32 X 1/8"" Binder Slot",Columbia Taping Tools,FA236,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA235,"6-32 X 1/8"" Set Screw",Columbia Taping Tools,FA235,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,FA237,"6-32 x 3/16"" Binder Slot",Columbia Taping Tools,FA237,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA238,"6-32 X 3/16"" Fillister Slot",Columbia Taping Tools,FA238,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,FA241,"6-32 X 3/8"" Binder Slot",Columbia Taping Tools,FA241,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA243,"6-32 x 3/8"" Flat Slot",Columbia Taping Tools,FA243,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA231,"6-32 x 3/8"" Hex Bolt",Columbia Taping Tools,FA231,,Drywall Finishing Tools > Parts,1.46,35,2.25,2.25,1,,undercut,auto,Needs Attention
part,FA247,"6-32 X 5/8"" Hex Bolt",Columbia Taping Tools,FA247,,Drywall Finishing Tools > Parts,1.59,35,2.45,2.45,1,,undercut,auto,Needs Attention
part,FA254,8-32 Nyloc Nut,Columbia Taping Tools,FA254,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,FA267,"8-32 x 1 1/2"" Pan Slot",Columbia Taping Tools,FA267,,Drywall Finishing Tools > Parts,1.85,35,2.85,2.85,1,,undercut,auto,Needs Attention
part,FA262,"8-32 x 1/2"" Socket",Columbia Taping Tools,FA262,,Drywall Finishing Tools > Parts,1.92,35,2.95,2.95,1,,undercut,auto,Needs Attention
part,FA257,"8-32 x 1/4"" Fillister Slot",Columbia Taping Tools,FA257,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA256,"8-32 X 3/16"" Pan Slot",Columbia Taping Tools,FA256,,Drywall Finishing Tools > Parts,1.40,35,2.15,2.15,1,,undercut,auto,Needs Attention
part,FA265,"8-32 x 3/4"" Truss Slot",Columbia Taping Tools,FA265,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA260,"8-32 x 3/8"" Pan Slot",Columbia Taping Tools,FA260,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA261,"8-32 X 3/8"" Socket Screw",Columbia Taping Tools,FA261,,Drywall Finishing Tools > Parts,1.79,35,2.75,2.75,1,,undercut,auto,Needs Attention
part,FA376,8-32 x 5/16 SS Socket Head,Columbia Taping Tools,FA376,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,FA264,"8-32 x 5/8"" Truss Slot",Columbia Taping Tools,FA264,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA258,8-32X 1/4 Half Dog Set,Columbia Taping Tools,FA258,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,FA249,"8-32X3/16"" Set Screw",Columbia Taping Tools,FA249,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,FFB5-7,"Axle - 7""",Columbia Taping Tools,FFB5-7,,Drywall Finishing Tools > Parts,28.60,35,44.00,44.00,1,FFB5,undercut,auto,Needs Attention
part,FFB5-8,"Axle - 8""",Columbia Taping Tools,FFB5-8,,Drywall Finishing Tools > Parts,28.60,35,44.00,44.00,1,FFB5,undercut,auto,Needs Attention
part,FFB5-10,"Axle - 10""",Columbia Taping Tools,FFB5-10,,Drywall Finishing Tools > Parts,28.60,35,44.00,44.00,1,FFB5,undercut,auto,Needs Attention
part,FFB5-12,"Axle - 12""",Columbia Taping Tools,FFB5-12,,Drywall Finishing Tools > Parts,28.60,35,44.00,44.00,1,FFB5,undercut,auto,Needs Attention
part,FFB5-14,"Axle - 14""",Columbia Taping Tools,FFB5-14,,Drywall Finishing Tools > Parts,28.60,35,44.00,44.00,1,FFB5,undercut,auto,Needs Attention
part,FFB9-5.5,"Blade - 5.5""",Columbia Taping Tools,FFB9-5.5,,Drywall Finishing Tools > Parts,12.19,35,18.75,18.75,1,FFB9,undercut,auto,Needs Attention
part,FFB9-7,"Blade - 7""",Columbia Taping Tools,FFB9-7,,Drywall Finishing Tools > Parts,14.63,35,22.50,22.50,1,FFB9,undercut,auto,Floor Lock Triggered
part,FFB9-8,"Blade - 8""",Columbia Taping Tools,FFB9-8,,Drywall Finishing Tools > Parts,16.22,35,24.95,24.95,1,FFB9,undercut,auto,Needs Attention
part,FFB9-10,"Blade - 10""",Columbia Taping Tools,FFB9-10,,Drywall Finishing Tools > Parts,18.82,35,28.95,28.95,1,FFB9,undercut,auto,Needs Attention
part,FFB9-12,"Blade - 12""",Columbia Taping Tools,FFB9-12,,Drywall Finishing Tools > Parts,21.13,35,32.50,32.50,1,FFB9,undercut,auto,Floor Lock Triggered
part,FFB9-14,"Blade - 14""",Columbia Taping Tools,FFB9-14,,Drywall Finishing Tools > Parts,24.02,35,36.95,36.95,1,FFB9,undercut,auto,Needs Attention
part,HNS7-2,"Blade - 2""",Columbia Taping Tools,HNS7-2,,Drywall Finishing Tools > Parts,14.95,35,23.00,23.00,1,HNS7,undercut,auto,Needs Attention
part,HNS7-3,"Blade - 3""",Columbia Taping Tools,HNS7-3,,Drywall Finishing Tools > Parts,14.95,35,23.00,23.00,1,HNS7,undercut,auto,Needs Attention
part,FFB5A,Axel Bushing,Columbia Taping Tools,FFB5A,,Drywall Finishing Tools > Parts,1.95,35,3.00,3.00,1,,undercut,auto,Needs Attention
part,MP32,Backing Washer Locator,Columbia Taping Tools,MP32,,Drywall Finishing Tools > Parts,12.32,35,18.95,18.95,1,,undercut,auto,Needs Attention
part,FFB8,Bar Retainer Clip,Columbia Taping Tools,FFB8,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,CT103,Barrel- Main Body,Columbia Taping Tools,CT103,,Drywall Finishing Tools > Parts,73.13,35,112.50,112.50,1,,undercut,auto,Floor Lock Triggered
part,CT125A,Bearing,Columbia Taping Tools,CT125A,,Drywall Finishing Tools > Parts,12.97,35,19.95,19.95,1,,undercut,auto,Needs Attention
part,BH24A,Bearing Sleeve,Columbia Taping Tools,BH24A,,Drywall Finishing Tools > Parts,2.60,35,4.00,4.00,1,,undercut,auto,Needs Attention
part,CFB16,Bearing Sleeve,Columbia Taping Tools,CFB16,,Drywall Finishing Tools > Parts,12.19,35,18.75,18.75,1,,undercut,auto,Needs Attention
part,CR-3,Bearing Sleeve,Columbia Taping Tools,CR3,,Drywall Finishing Tools > Parts,12.99,35,19.99,19.99,1,,undercut,auto,Needs Attention
part,HNS8-2,"Blade Holder - 2""",Columbia Taping Tools,HNS8-2,,Drywall Finishing Tools > Parts,21.45,35,33.00,33.00,1,HNS8,undercut,auto,Needs Attention
part,HNS8-3,"Blade Holder - 3""",Columbia Taping Tools,HNS8-3,,Drywall Finishing Tools > Parts,21.45,35,33.00,33.00,1,HNS8,undercut,auto,Needs Attention
part,AH9A,"Bottom Retainer Corner Clip - 3.5""",Columbia Taping Tools,AH9A,,Drywall Finishing Tools > Parts,7.48,35,11.50,11.50,1,AH9-CLIP,undercut,auto,Floor Lock Triggered
part,AH9,Bottom Retainer Corner Clip - Standard,Columbia Taping Tools,AH9,,Drywall Finishing Tools > Parts,6.50,35,10.00,10.00,1,AH9-CLIP,undercut,auto,Needs Attention
part,BH9-3,Brake Connecting Strap - 3',Columbia Taping Tools,BH9-3,,Drywall Finishing Tools > Parts,17.55,35,27.00,27.00,1,BH9,undercut,auto,Needs Attention
part,BH9-42,"Brake Connecting Strap - 42""",Columbia Taping Tools,BH9,,Drywall Finishing Tools > Parts,18.85,35,29.00,29.00,1,BH9,undercut,auto,Needs Attention
part,BH9-4,Brake Connecting Strap - 4',Columbia Taping Tools,BH9-4,,Drywall Finishing Tools > Parts,20.15,35,31.00,31.00,1,BH9,undercut,auto,Needs Attention
part,BH9-5,Brake Connecting Strap - 5',Columbia Taping Tools,BH9-5,,Drywall Finishing Tools > Parts,21.45,35,33.00,33.00,1,BH9,undercut,auto,Needs Attention
part,BH9-6,Brake Connecting Strap - 6',Columbia Taping Tools,BH9-6,,Drywall Finishing Tools > Parts,22.75,35,35.00,35.00,1,BH9,undercut,auto,Needs Attention
part,HH16A,Bleeder Screw,Columbia Taping Tools,HH16A,,Drywall Finishing Tools > Parts,11.05,35,17.00,17.00,1,,undercut,auto,Needs Attention
part,HH10B,Bottom Cap,Columbia Taping Tools,HH10B,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,CFB8,Box Mount,Columbia Taping Tools,CFB8,,Drywall Finishing Tools > Parts,28.60,35,44.00,44.00,1,,undercut,auto,Needs Attention
part,FFB36,Box Wheel,Columbia Taping Tools,FFB36,,Drywall Finishing Tools > Parts,3.25,35,5.00,5.00,1,,undercut,auto,Needs Attention
part,CT87A,Bracket Brace,Columbia Taping Tools,CT87A,,Drywall Finishing Tools > Parts,9.43,35,14.50,14.50,1,,undercut,auto,Floor Lock Triggered
part,HH7,Brake,Columbia Taping Tools,HH7,,Drywall Finishing Tools > Parts,14.30,35,22.00,22.00,1,,undercut,auto,Needs Attention
part,MH9A,Brake Activation Rod,Columbia Taping Tools,MH9A,,Drywall Finishing Tools > Parts,15.60,35,24.00,24.00,1,,undercut,auto,Needs Attention
part,CT16,Brake Dog,Columbia Taping Tools,CT16,,Drywall Finishing Tools > Parts,9.75,35,15.00,15.00,1,,undercut,auto,Needs Attention
part,HH13,Brake Pin,Columbia Taping Tools,HH13,,Drywall Finishing Tools > Parts,10.40,35,16.00,16.00,1,,undercut,auto,Needs Attention
part,HH14,Brake Piston,Columbia Taping Tools,HH14,,Drywall Finishing Tools > Parts,11.05,35,17.00,17.00,1,,undercut,auto,Needs Attention
part,MH8,Brake Rod Bushing,Columbia Taping Tools,MH8,,Drywall Finishing Tools > Parts,5.20,35,8.00,8.00,1,,undercut,auto,Needs Attention
part,HH12,Brake Spring,Columbia Taping Tools,HH12,,Drywall Finishing Tools > Parts,3.25,35,5.00,5.00,1,,undercut,auto,Needs Attention
part,HH17A,Brass Connector - 1,Columbia Taping Tools,HH17A,,Drywall Finishing Tools > Parts,3.25,35,5.00,5.00,1,HH-BRASS-CONNECTOR,undercut,auto,Needs Attention
part,HH17B,Brass Connector - 2,Columbia Taping Tools,HH17B,,Drywall Finishing Tools > Parts,3.25,35,5.00,5.00,1,HH-BRASS-CONNECTOR,undercut,auto,Needs Attention
part,CT72,Cable,Columbia Taping Tools,CT72,,Drywall Finishing Tools > Parts,6.50,35,10.00,10.00,1,,undercut,auto,Needs Attention
part,CT73,Cable Drum,Columbia Taping Tools,CT73,,Drywall Finishing Tools > Parts,18.82,35,28.95,28.95,1,,undercut,auto,Needs Attention
part,BH26,Cam,Columbia Taping Tools,BH26,,Drywall Finishing Tools > Parts,14.27,35,21.95,21.95,1,,undercut,auto,Needs Attention
part,BH7,Cam Follower,Columbia Taping Tools,BH7,,Drywall Finishing Tools > Parts,9.75,35,15.00,15.00,1,,undercut,auto,Needs Attention
part,HH19,Cap,Columbia Taping Tools,HH19,,Drywall Finishing Tools > Parts,11.05,35,17.00,17.00,1,,undercut,auto,Needs Attention
part,CT35,Cap Reinforcing Tab,Columbia Taping Tools,CT35,,Drywall Finishing Tools > Parts,2.60,35,4.00,4.00,1,,undercut,auto,Needs Attention
part,CT55,Carriage Guide Rod,Columbia Taping Tools,CT55,,Drywall Finishing Tools > Parts,7.80,35,12.00,12.00,1,,undercut,auto,Needs Attention
part,CT56,Carriage Guide Rod Stop,Columbia Taping Tools,CT56,,Drywall Finishing Tools > Parts,4.55,35,7.00,7.00,1,,undercut,auto,Needs Attention
part,CT31,Chain Tension & Guide Bracket,Columbia Taping Tools,CT31,,Drywall Finishing Tools > Parts,3.90,35,6.00,6.00,1,,undercut,auto,Needs Attention
part,CT83,Clutch Dog,Columbia Taping Tools,CT83,,Drywall Finishing Tools > Parts,1.95,35,3.00,3.00,1,,undercut,auto,Needs Attention
part,CT82,Clutch Lever,Columbia Taping Tools,CT82,,Drywall Finishing Tools > Parts,12.84,35,19.75,19.75,1,,undercut,auto,Needs Attention
part,CT88,Clutch Release Rod,Columbia Taping Tools,CT88,,Drywall Finishing Tools > Parts,10.72,35,16.50,16.50,1,,undercut,auto,Needs Attention
part,CT85,Clutch Release Shaft,Columbia Taping Tools,CT85,,Drywall Finishing Tools > Parts,26.00,35,40.00,40.00,1,,undercut,auto,Needs Attention
part,CT81,Clutch Return Spring,Columbia Taping Tools,CT81,,Drywall Finishing Tools > Parts,1.95,35,3.00,3.00,1,,undercut,auto,Needs Attention
part,HH9,Coiled Hydraulic Line,Columbia Taping Tools,HH9,,Drywall Finishing Tools > Parts,26.00,35,40.00,40.00,1,,undercut,auto,Needs Attention
part,HP44,Collar O-Ring,Columbia Taping Tools,HP44,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,AHA,Columbia Angle Head Adapter,Columbia Taping Tools,AHA,,Drywall Finishing Tools > Parts,16.17,35,24.87,24.87,1,,undercut,auto,Floor Lock Triggered
part,CMH,Columbia Closet Monster Handle,Columbia Taping Tools,CMH,,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,74.75,35,115.00,115.00,1,,undercut,auto,Needs Attention
part,CC,Columbia Corner Cobra,Columbia Taping Tools,CC,,Drywall Finishing Tools > Automatic Taping Tools > Corner Rollers,260.65,35,401.00,401.00,1,,undercut,auto,Needs Attention
part,CR,Columbia Corner Roller,Columbia Taping Tools,CR,,Drywall Finishing Tools > Automatic Taping Tools > Corner Rollers,91.65,35,141.00,141.00,1,,undercut,auto,Needs Attention
part,CT86,Columbia CT86 – Toe Kicker Cable,Columbia Taping Tools,CT86,,Drywall Finishing Tools > Parts,9.72,35,14.95,14.95,1,,undercut,auto,Needs Attention
part,FA259,"Columbia FA259 8-32 X 5/16"" Binder Slot",Columbia Taping Tools,FA259 8,,Drywall Finishing Tools > Parts,0.65,35,1.00,1.00,1,,undercut,auto,Needs Attention
part,FA292,Columbia FA292 1/4-20 Nyloc Jam Nut,Columbia Taping Tools,FA292 1/4,,Drywall Finishing Tools > Parts,2.05,35,3.15,3.15,1,,undercut,auto,Needs Attention
part,HNS4-2,"Door - 2""",Columbia Taping Tools,HNS4-2,,Drywall Finishing Tools > Parts,21.45,35,33.00,33.00,1,HNS4,undercut,auto,Needs Attention
part,HNS4-3,"Door - 3""",Columbia Taping Tools,HNS4-3,,Drywall Finishing Tools > Parts,21.45,35,33.00,33.00,1,HNS4,undercut,auto,Needs Attention
part,FA311,"Columbia FA311 1/4-28 X 1/2"" Socket Head",Columbia Taping Tools,FA311 1/4,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,FA315,"Columbia FA315 10-32 X 3/8"" Flat Socket Head",Columbia Taping Tools,FA315 10,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,PCLT42,Columbia Predator Camlock Tube,Columbia Taping Tools,PCLT42,,"Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes, Drywall Finishing Tools > Predator Family",188.50,35,290.00,290.00,1,,undercut,auto,Needs Attention
part,PCMT42,"Columbia Predator Compound Tube 42""",Columbia Taping Tools,PCMT42,,"Drywall Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes, Drywall Finishing Tools > Predator Family",141.05,35,217.00,217.00,1,,undercut,auto,Needs Attention
part,PHMP,Columbia Predator Mud Pump,Columbia Taping Tools,PHMP,,"Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps, Drywall Finishing Tools > Predator Family",244.40,35,376.00,376.00,1,,undercut,auto,Needs Attention
part,SAT,Columbia Semi Automatic Taper,Columbia Taping Tools,SAT,,Drywall Finishing Tools > Semi-Automatic Taping Tools > Semi-Automatic Tapers,124.80,35,192.00,192.00,1,,undercut,auto,Needs Attention
part,CFB5B,Cone Ball,Columbia Taping Tools,CFB5B,,Drywall Finishing Tools > Parts,10.40,35,16.00,16.00,1,,undercut,auto,Needs Attention
part,CT132,Connecting Link,Columbia Taping Tools,CT132,,Drywall Finishing Tools > Parts,1.30,35,2.00,2.00,1,,undercut,auto,Needs Attention
part,MH7,Connecting Link Fork,Columbia Taping Tools,MH7,,Drywall Finishing Tools > Parts,18.85,35,29.00,29.00,1,,undercut,auto,Needs Attention
part,MH5,Connecting Link Pin,Columbia Taping Tools,MH5,,Drywall Finishing Tools > Parts,3.25,35,5.00,5.00,1,,undercut,auto,Needs Attention
part,CT45,Connecting Rod,Columbia Taping Tools,CT45,,Drywall Finishing Tools > Parts,14.92,35,22.95,22.95,1,,undercut,auto,Needs Attention
