sku,field,before,after,protected_field
4-760,Meta: _dtb_category_key,taping,automatic_taping_tools,false
4-764,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
4-764,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
4-764,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
4-764,Meta: _dtb_schematic_url,/schematics?brand=level5&amp;category=Finishing+Boxes&amp;schematic=level5-7-inch-flat-box-4-764,/schematics?brand=level5&category=Finishing+Boxes&schematic=level5-7-inch-flat-box-4-764,false
4-765,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
4-765,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
4-765,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
4-765,Meta: _dtb_schematic_url,/schematics?brand=level5&amp;category=Finishing+Boxes&amp;schematic=level5-10-inch-flat-box-4-765,/schematics?brand=level5&category=Finishing+Boxes&schematic=level5-10-inch-flat-box-4-765,false
4-766,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
4-766,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
4-766,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
4-766,Meta: _dtb_schematic_url,/schematics?brand=level5&amp;category=Finishing+Boxes&amp;schematic=level5-12-inch-flat-box-4-766,/schematics?brand=level5&category=Finishing+Boxes&schematic=level5-12-inch-flat-box-4-766,false
4-767,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
4-767,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
4-767,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
4-767,Meta: _dtb_schematic_url,/schematics?brand=level5&amp;category=Finishing+Boxes&amp;schematic=level5-7-inch-mega-flat-box-4-767,/schematics?brand=level5&category=Finishing+Boxes&schematic=level5-7-inch-mega-flat-box-4-767,false
4-768,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
4-768,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
4-768,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
4-768,Meta: _dtb_schematic_url,/schematics?brand=level5&amp;category=Finishing+Boxes&amp;schematic=level5-10-inch-mega-flat-box-4-768,/schematics?brand=level5&category=Finishing+Boxes&schematic=level5-10-inch-mega-flat-box-4-768,false
4-769,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
4-769,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
4-769,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
4-769,Meta: _dtb_schematic_url,/schematics?brand=level5&amp;category=Finishing+Boxes&amp;schematic=level5-12-inch-mega-box-4-769,/schematics?brand=level5&category=Finishing+Boxes&schematic=level5-12-inch-mega-box-4-769,false
4-770,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
4-770,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
4-770,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
4-771,Categories,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,Taping & Finishing Tools > Automatic Taping Tools > Loading Pumps,false
4-771,Meta: _dtb_category_key,mudboxes,automatic_taping_tools,false
4-771,Meta: _dtb_display_category_key,pumps,automatic_loading_pumps,false
4-771,Meta: _dtb_schematic_url,/schematics?brand=level5&amp;category=Pumps&amp;schematic=level5-compound-pump-4-771,/schematics?brand=level5&category=Pumps&schematic=level5-compound-pump-4-771,false
4-772,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Compound Applicators,Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Applicators,false
4-772,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
4-772,Meta: _dtb_display_category_key,corner_tools,semi_compound_applicators,false
4-773,Categories,Drywall Finishing Tools > Automatic Taping Tools > Extendable Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
4-773,Meta: _dtb_category_key,handles,automatic_taping_tools,false
4-773,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
4-777,Categories,Drywall Finishing Tools > Automatic Taping Tools > Corner Tool Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
4-777,Meta: _dtb_category_key,handles,automatic_taping_tools,false
4-777,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
4-778,Categories,Drywall Finishing Tools > Automatic Taping Tools > Corner Tool Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
4-778,Meta: _dtb_category_key,handles,automatic_taping_tools,false
4-778,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
4-779,Categories,Drywall Finishing Tools > Automatic Taping Tools > Corner Tool Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
4-779,Meta: _dtb_category_key,handles,automatic_taping_tools,false
4-779,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
4-780,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
4-780,Meta: _dtb_category_key,handles,automatic_taping_tools,false
4-780,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
4-781,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
4-781,Meta: _dtb_category_key,handles,automatic_taping_tools,false
4-781,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
4-782,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
4-782,Meta: _dtb_category_key,handles,automatic_taping_tools,false
4-782,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
4-792,Categories,Drywall Finishing Tools > Automatic Taping Tools > Extendable Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
4-792,Meta: _dtb_category_key,handles,automatic_taping_tools,false
4-792,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
4-794,Categories,Drywall Finishing Tools > Automatic Taping Tools > Extendable Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
4-794,Meta: _dtb_category_key,handles,automatic_taping_tools,false
4-794,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
4-795,Categories,Drywall Finishing Tools > Automatic Taping Tools > Extendable Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
4-795,Meta: _dtb_category_key,handles,automatic_taping_tools,false
4-795,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
4-798,Categories,Drywall Finishing Tools > Automatic Taping Tools > Extendable Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
4-798,Meta: _dtb_category_key,handles,automatic_taping_tools,false
4-798,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
4-799,Categories,Drywall Finishing Tools > Automatic Taping Tools > Extendable Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
4-799,Meta: _dtb_category_key,handles,automatic_taping_tools,false
4-799,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
40XTT,Categories,Drywall Finishing Tools > Automatic Taping Tools > Angle Heads,Taping & Finishing Tools > Automatic Taping Tools > Angle Heads & Corner Finishers,false
40XTT,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
40XTT,Meta: _dtb_category_key,corner,automatic_taping_tools,false
40XTT,Meta: _dtb_display_category_key,corner_tools,automatic_angle_heads_corner_finishers,false
42BH,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
42BH,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
42BH,Meta: _dtb_category_key,handles,automatic_taping_tools,false
42BH,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
42BH,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Handles&amp;schematic=columbia-flat-box-handle,/schematics?brand=columbia-taping-tools&category=Handles&schematic=columbia-flat-box-handle,false
42TT,Categories,Drywall Finishing Tools > Automatic Taping Tools > Angle Heads,Taping & Finishing Tools > Automatic Taping Tools > Angle Heads & Corner Finishers,false
42TT,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
42TT,Meta: _dtb_category_key,corner,automatic_taping_tools,false
42TT,Meta: _dtb_display_category_key,corner_tools,automatic_angle_heads_corner_finishers,false
42TT,Meta: _dtb_schematic_url,/schematics?brand=tapetech&amp;category=Corner+Tools&amp;schematic=tapetech-42tt,/schematics?brand=tapetech&category=Corner+Tools&schematic=tapetech-42tt,false
48TT,Categories,Drywall Finishing Tools > Automatic Taping Tools > Angle Heads,Taping & Finishing Tools > Automatic Taping Tools > Angle Heads & Corner Finishers,false
48TT,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
48TT,Meta: _dtb_category_key,corner,automatic_taping_tools,false
48TT,Meta: _dtb_display_category_key,corner_tools,automatic_angle_heads_corner_finishers,false
48TT,Meta: _dtb_schematic_url,/schematics?brand=tapetech&amp;category=Corner+Tools&amp;schematic=tapetech-48tt,/schematics?brand=tapetech&category=Corner+Tools&schematic=tapetech-48tt,false
48XTT,Categories,Drywall Finishing Tools > Automatic Taping Tools > Angle Heads,Taping & Finishing Tools > Automatic Taping Tools > Angle Heads & Corner Finishers,false
48XTT,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
48XTT,Meta: _dtb_category_key,corner,automatic_taping_tools,false
48XTT,Meta: _dtb_display_category_key,corner_tools,automatic_angle_heads_corner_finishers,false
4BH,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
4BH,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
4BH,Meta: _dtb_category_key,handles,automatic_taping_tools,false
4BH,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
4BH,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Handles&amp;schematic=columbia-flat-box-handle,/schematics?brand=columbia-taping-tools&category=Handles&schematic=columbia-flat-box-handle,false
4DF,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Corner Flushers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,false
4DF,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
4DF,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
4DF,Meta: _dtb_display_category_key,corner_tools,semi_corner_flushers,false
4DF,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Corner+Flushers&amp;schematic=columbia-direct-corner-flusher,/schematics?brand=columbia-taping-tools&category=Corner+Flushers&schematic=columbia-direct-corner-flusher,false
4SF,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Corner Flushers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Corner Flushers,false
4SF,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
4SF,Meta: _dtb_category_key,corner,semi_automatic_taping_tools,false
4SF,Meta: _dtb_display_category_key,corner_tools,semi_corner_flushers,false
4SF,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Corner+Flushers&amp;schematic=columbia-standard-corner-flusher,/schematics?brand=columbia-taping-tools&category=Corner+Flushers&schematic=columbia-standard-corner-flusher,false
5-311,Categories,Drywall Finishing Tools > Semi-Automatic Tools > Semi-Automatic Tapers,Taping & Finishing Tools > Semi-Automatic Taping Tools > Semi-Automatic Tapers,false
5-311,Meta: _dtb_category_key,taping,semi_automatic_taping_tools,false
5-777,Categories,Drywall Finishing Tools > Automatic Taping Tools > Corner Tool Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
5-777,Meta: _dtb_category_key,handles,automatic_taping_tools,false
5-777,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
5.5FBB,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
5.5FBB,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
5.5FBB,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
5.5FBB,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
5.5FFB,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Boxes,Taping & Finishing Tools > Automatic Taping Tools > Flat Boxes,false
5.5FFB,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
5.5FFB,Meta: _dtb_category_key,finishing,automatic_taping_tools,false
5.5FFB,Meta: _dtb_display_category_key,finishing_boxes,flat_boxes,false
5.5FFB,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Finishing+Boxes&amp;schematic=columbia-flat-box&amp;variant=5-5,/schematics?brand=columbia-taping-tools&category=Finishing+Boxes&schematic=columbia-flat-box&variant=5-5,false
5BH,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
5BH,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
5BH,Meta: _dtb_category_key,handles,automatic_taping_tools,false
5BH,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
5BH,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Handles&amp;schematic=columbia-flat-box-handle,/schematics?brand=columbia-taping-tools&category=Handles&schematic=columbia-flat-box-handle,false
6BH,Categories,Drywall Finishing Tools > Automatic Taping Tools > Flat Box Handles,Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,false
6BH,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
6BH,Meta: _dtb_category_key,handles,automatic_taping_tools,false
6BH,Meta: _dtb_display_category_key,handles,automatic_handles_extensions,false
6BH,Meta: _dtb_schematic_url,/schematics?brand=columbia-taping-tools&amp;category=Handles&amp;schematic=columbia-flat-box-handle,/schematics?brand=columbia-taping-tools&category=Handles&schematic=columbia-flat-box-handle,false
76TT,Categories,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,Taping & Finishing Tools > Automatic Taping Tools > Loading Pumps,false
76TT,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
76TT,Meta: _dtb_category_key,mudboxes,automatic_taping_tools,false
76TT,Meta: _dtb_display_category_key,pumps,automatic_loading_pumps,false
76TT,Meta: _dtb_schematic_url,/schematics?brand=tapetech&amp;category=Pumps&amp;schematic=tapetech-76tt,/schematics?brand=tapetech&category=Pumps&schematic=tapetech-76tt,false
76TT-CA,Categories,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,Taping & Finishing Tools > Automatic Taping Tools > Loading Pumps,false
76TT-CA,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
76TT-CA,Meta: _dtb_category_key,mudboxes,automatic_taping_tools,false
76TT-CA,Meta: _dtb_display_category_key,pumps,automatic_loading_pumps,false
76XLTT,Categories,Drywall Finishing Tools > Automatic Taping Tools > Loading Pumps,Taping & Finishing Tools > Automatic Taping Tools > Loading Pumps,false
76XLTT,Meta: _dtb_commerce_mode,standard-catalog,purchasable,false
