source_file,source_type,brand,schematic_id,sku,source_sku,part_id,title,canonical_key,canonical_name,part_type,thread,length,dimensions,material
products\Production\launch\dtb_parts_catalog.csv,catalog,Columbia,,FA323,,,"1/4 - 20 X 1"" Hex Bolt",bolt 1/4-20 x 1,bolt 1/4-20 x 1,bolt,1/4-20,1,20 x 1,
products\Production\launch\extra\dtb_parts_manager_import_parts.csv,catalog,Columbia,,FA323,,,"1/4 - 20 X 1"" Hex Bolt",bolt 1/4-20 x 1,bolt 1/4-20 x 1,bolt,1/4-20,1,20 x 1,
products\Production\launch\dtb_parts_catalog.csv,catalog,Columbia,,FA32S,,,"1/4 - 20 X 1"" Hex Bolt (FA323)",bolt 1/4-20 x 1,bolt 1/4-20 x 1,bolt,1/4-20,1,20 x 1,
products\Production\launch\extra\dtb_parts_manager_import_parts.csv,catalog,Columbia,,FA32S,,,"1/4 - 20 X 1"" Hex Bolt (FA323)",bolt 1/4-20 x 1,bolt 1/4-20 x 1,bolt,1/4-20,1,20 x 1,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-cam-lock-tube-sch,,FA323,FA 323,"1/4-20 X 1"" Hex Bolt (FA323)",bolt 1/4-20 x 1,bolt 1/4-20 x 1,bolt,1/4-20,1,20 x 1,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-compound-tube-sch,,FA323,FA323,"1/4-20 X 1"" Hex Bolt (FA323)",bolt 1/4-20 x 1,bolt 1/4-20 x 1,bolt,1/4-20,1,20 x 1,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,,FA32S,FA32S,"1/4-20 X 1"" Hex Bolt (FA323)",bolt 1/4-20 x 1,bolt 1/4-20 x 1,bolt,1/4-20,1,20 x 1,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-cam-lock-tube-sch,,FA323,FA 323,"1/4-20 X 1"" Hex Bolt (FA323)",bolt 1/4-20 x 1,bolt 1/4-20 x 1,bolt,1/4-20,1,20 x 1,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-compound-tube-sch,,FA323,FA323,"1/4-20 X 1"" Hex Bolt (FA323)",bolt 1/4-20 x 1,bolt 1/4-20 x 1,bolt,1/4-20,1,20 x 1,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,,FA32S,FA32S,"1/4-20 X 1"" Hex Bolt (FA323)",bolt 1/4-20 x 1,bolt 1/4-20 x 1,bolt,1/4-20,1,20 x 1,
frontend\public\brands\Columbia\Schematics\AutomaticTapers\PredatorTaper\Head\schematic_data.json,frontend_schematic_json,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,FA32S,,FA32S,"1/4-20 X 1"" Hex Bolt (FA323)",bolt 1/4-20 x 1,bolt 1/4-20 x 1,bolt,1/4-20,1,20 x 1,
frontend\public\brands\Columbia\Schematics\CompoundTubes\CamLockTube\schematic_data.json,frontend_schematic_json,Columbia,columbia-cam-lock-tube-sch,FA323,,FA 323,"1/4-20 X 1"" Hex Bolt (FA323)",bolt 1/4-20 x 1,bolt 1/4-20 x 1,bolt,1/4-20,1,20 x 1,
frontend\public\brands\Columbia\Schematics\CompoundTubes\CompoundTube\schematic_data.json,frontend_schematic_json,Columbia,columbia-compound-tube-sch,FA323,,FA323,"1/4-20 X 1"" Hex Bolt (FA323)",bolt 1/4-20 x 1,bolt 1/4-20 x 1,bolt,1/4-20,1,20 x 1,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-corner-roller-sch,,FA299,FA 299,1/4-20 x 1-1/2 Hex Bolt (FA299),bolt 1/4-20 x 1-1/2,bolt 1/4-20 x 1-1/2,bolt,1/4-20,1-1/2,20 x 1,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-outside-corner-roller-sch,,FA299,FA 299,1/4-20 x 1-1/2 Hex Bolt (FA299),bolt 1/4-20 x 1-1/2,bolt 1/4-20 x 1-1/2,bolt,1/4-20,1-1/2,20 x 1,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-corner-roller-sch,,FA299,FA 299,1/4-20 x 1-1/2 Hex Bolt (FA299),bolt 1/4-20 x 1-1/2,bolt 1/4-20 x 1-1/2,bolt,1/4-20,1-1/2,20 x 1,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-outside-corner-roller-sch,,FA299,FA 299,1/4-20 x 1-1/2 Hex Bolt (FA299),bolt 1/4-20 x 1-1/2,bolt 1/4-20 x 1-1/2,bolt,1/4-20,1-1/2,20 x 1,
frontend\public\brands\Columbia\Schematics\CornerRollers\InsideCornerRoller\schematic_data.json,frontend_schematic_json,Columbia,columbia-corner-roller-sch,FA299,,FA 299,1/4-20 x 1-1/2 Hex Bolt (FA299),bolt 1/4-20 x 1-1/2,bolt 1/4-20 x 1-1/2,bolt,1/4-20,1-1/2,20 x 1,
frontend\public\brands\Columbia\Schematics\CornerRollers\StandardOutsideCornerRoller\schematic_data.json,frontend_schematic_json,Columbia,columbia-outside-corner-roller-sch,FA299,,FA 299,1/4-20 x 1-1/2 Hex Bolt (FA299),bolt 1/4-20 x 1-1/2,bolt 1/4-20 x 1-1/2,bolt,1/4-20,1-1/2,20 x 1,
frontend\public\brands\Platinum\Schematics\CornerRollers\OutsideCornerRoller\schematic_data.json,frontend_schematic_json,Platinum,platinum-outside-corner-roller,8,,8,1/4-20 x 1-1/2 Hex Bolt,bolt 1/4-20 x 1-1/2,bolt 1/4-20 x 1-1/2,bolt,1/4-20,1-1/2,20 x 1,
products\Production\launch\dtb_parts_catalog.csv,catalog,Columbia,,FA341,,,1/4 - 20 x 1 - 3/4 Hex Bolt,bolt 1/4-20 x 1-3/4,bolt 1/4-20 x 1-3/4,bolt,1/4-20,1-3/4,20 x 1,
products\Production\launch\extra\dtb_parts_manager_import_parts.csv,catalog,Columbia,,FA341,,,1/4 - 20 x 1 - 3/4 Hex Bolt,bolt 1/4-20 x 1-3/4,bolt 1/4-20 x 1-3/4,bolt,1/4-20,1-3/4,20 x 1,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-semi-automatic-taper-sat-sch,,FA341,FA341,1/4-20 x 1-3/4 Hex Bolt (FA341),bolt 1/4-20 x 1-3/4,bolt 1/4-20 x 1-3/4,bolt,1/4-20,1-3/4,20 x 1,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-semi-automatic-taper-sat-sch,,FA341,FA341,1/4-20 x 1-3/4 Hex Bolt (FA341),bolt 1/4-20 x 1-3/4,bolt 1/4-20 x 1-3/4,bolt,1/4-20,1-3/4,20 x 1,
frontend\public\brands\Columbia\Schematics\SemiAutomaticTapers\SemiAutomaticTaper\schematic_data.json,frontend_schematic_json,Columbia,columbia-semi-automatic-taper-sat-sch,FA341,,FA341,1/4-20 x 1-3/4 Hex Bolt (FA341),bolt 1/4-20 x 1-3/4,bolt 1/4-20 x 1-3/4,bolt,1/4-20,1-3/4,20 x 1,
products\Production\launch\dtb_parts_catalog.csv,catalog,Columbia,,FA296,,,"1/4 - 20 x 1/2"" Hex Bolt",bolt 1/4-20 x 1/2,bolt 1/4-20 x 1/2,bolt,1/4-20,1/2,20 x 1/2,
products\Production\launch\extra\dtb_parts_manager_import_parts.csv,catalog,Columbia,,FA296,,,"1/4 - 20 x 1/2"" Hex Bolt",bolt 1/4-20 x 1/2,bolt 1/4-20 x 1/2,bolt,1/4-20,1/2,20 x 1/2,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-throttle-box-sch,,FA296,FA296,"1/4-20 X 1/2"" Hex Bolt (FA296)",bolt 1/4-20 x 1/2,bolt 1/4-20 x 1/2,bolt,1/4-20,1/2,20 x 1/2,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-throttle-box-sch,,FA296,FA296,"1/4-20 X 1/2"" Hex Bolt (FA296)",bolt 1/4-20 x 1/2,bolt 1/4-20 x 1/2,bolt,1/4-20,1/2,20 x 1/2,
frontend\public\brands\Columbia\Schematics\CornerBoxes\ThrottleBox\schematic_data.json,frontend_schematic_json,Columbia,columbia-throttle-box-sch,FA296,,FA296,"1/4-20 X 1/2"" Hex Bolt (FA296)",bolt 1/4-20 x 1/2,bolt 1/4-20 x 1/2,bolt,1/4-20,1/2,20 x 1/2,
products\Production\launch\dtb_parts_catalog.csv,catalog,Columbia,,FA301,,,"1/4 - 20 x 2 1/4"" Hex Bolt",bolt 1/4-20 x 2,bolt 1/4-20 x 2,bolt,1/4-20,2,20 x 2,
products\Production\launch\extra\dtb_parts_manager_import_parts.csv,catalog,Columbia,,FA301,,,"1/4 - 20 x 2 1/4"" Hex Bolt",bolt 1/4-20 x 2,bolt 1/4-20 x 2,bolt,1/4-20,2,20 x 2,
products\Production\launch\dtb_parts_catalog.csv,catalog,Columbia,,FA300,,,"1/4 - 20 x 2"" Hex Bolt",bolt 1/4-20 x 2,bolt 1/4-20 x 2,bolt,1/4-20,2,20 x 2,
products\Production\launch\extra\dtb_parts_manager_import_parts.csv,catalog,Columbia,,FA300,,,"1/4 - 20 x 2"" Hex Bolt",bolt 1/4-20 x 2,bolt 1/4-20 x 2,bolt,1/4-20,2,20 x 2,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-mud-pump-sch,,FA300,FA300,"1/4-20 X 2"" Hex Bolt (FA300)",bolt 1/4-20 x 2,bolt 1/4-20 x 2,bolt,1/4-20,2,20 x 2,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-mud-pump-sch-2,,FA300,FA300,"1/4-20 X 2"" Hex Bolt (FA300)",bolt 1/4-20 x 2,bolt 1/4-20 x 2,bolt,1/4-20,2,20 x 2,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-mud-pump-sch,,FA300,FA300,"1/4-20 X 2"" Hex Bolt (FA300)",bolt 1/4-20 x 2,bolt 1/4-20 x 2,bolt,1/4-20,2,20 x 2,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-mud-pump-sch-2,,FA300,FA300,"1/4-20 X 2"" Hex Bolt (FA300)",bolt 1/4-20 x 2,bolt 1/4-20 x 2,bolt,1/4-20,2,20 x 2,
frontend\public\brands\Columbia\Schematics\Pumps\MudPump\schematic_data.json,frontend_schematic_json,Columbia,columbia-mud-pump-sch,FA300,,FA300,"1/4-20 X 2"" Hex Bolt (FA300)",bolt 1/4-20 x 2,bolt 1/4-20 x 2,bolt,1/4-20,2,20 x 2,
frontend\public\brands\Columbia\Schematics\Pumps\TallBoyMudPump\schematic_data.json,frontend_schematic_json,Columbia,columbia-mud-pump-sch-2,FA300,,FA300,"1/4-20 X 2"" Hex Bolt (FA300)",bolt 1/4-20 x 2,bolt 1/4-20 x 2,bolt,1/4-20,2,20 x 2,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-mud-pump-sch,,FA301,FA301,1/4-20 x 2-1/2 Hex Bolt (FA301),bolt 1/4-20 x 2-1/2,bolt 1/4-20 x 2-1/2,bolt,1/4-20,2-1/2,20 x 2,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-outside-corner-roller-sch,,FA301,FA 301,1/4-20 x 2-1/2 Hex Bolt (FA301),bolt 1/4-20 x 2-1/2,bolt 1/4-20 x 2-1/2,bolt,1/4-20,2-1/2,20 x 2,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-mud-pump-sch-2,,FA301,FA301,1/4-20 x 2-1/2 Hex Bolt (FA301),bolt 1/4-20 x 2-1/2,bolt 1/4-20 x 2-1/2,bolt,1/4-20,2-1/2,20 x 2,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-mud-pump-sch,,FA301,FA301,1/4-20 x 2-1/2 Hex Bolt (FA301),bolt 1/4-20 x 2-1/2,bolt 1/4-20 x 2-1/2,bolt,1/4-20,2-1/2,20 x 2,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-outside-corner-roller-sch,,FA301,FA 301,1/4-20 x 2-1/2 Hex Bolt (FA301),bolt 1/4-20 x 2-1/2,bolt 1/4-20 x 2-1/2,bolt,1/4-20,2-1/2,20 x 2,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-mud-pump-sch-2,,FA301,FA301,1/4-20 x 2-1/2 Hex Bolt (FA301),bolt 1/4-20 x 2-1/2,bolt 1/4-20 x 2-1/2,bolt,1/4-20,2-1/2,20 x 2,
frontend\public\brands\Columbia\Schematics\CornerRollers\StandardOutsideCornerRoller\schematic_data.json,frontend_schematic_json,Columbia,columbia-outside-corner-roller-sch,FA301,,FA 301,1/4-20 x 2-1/2 Hex Bolt (FA301),bolt 1/4-20 x 2-1/2,bolt 1/4-20 x 2-1/2,bolt,1/4-20,2-1/2,20 x 2,
frontend\public\brands\Columbia\Schematics\Pumps\MudPump\schematic_data.json,frontend_schematic_json,Columbia,columbia-mud-pump-sch,FA301,,FA301,1/4-20 x 2-1/2 Hex Bolt (FA301),bolt 1/4-20 x 2-1/2,bolt 1/4-20 x 2-1/2,bolt,1/4-20,2-1/2,20 x 2,
frontend\public\brands\Columbia\Schematics\Pumps\TallBoyMudPump\schematic_data.json,frontend_schematic_json,Columbia,columbia-mud-pump-sch-2,FA301,,FA301,1/4-20 x 2-1/2 Hex Bolt (FA301),bolt 1/4-20 x 2-1/2,bolt 1/4-20 x 2-1/2,bolt,1/4-20,2-1/2,20 x 2,
products\Production\launch\dtb_parts_catalog.csv,catalog,Columbia,,FA342,,,1/4 - 20 x 3/4 Hex Bolt,bolt 1/4-20 x 3/4,bolt 1/4-20 x 3/4,bolt,1/4-20,3/4,20 x 3/4,
products\Production\launch\extra\dtb_parts_manager_import_parts.csv,catalog,Columbia,,FA342,,,1/4 - 20 x 3/4 Hex Bolt,bolt 1/4-20 x 3/4,bolt 1/4-20 x 3/4,bolt,1/4-20,3/4,20 x 3/4,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch,,FA342,FA342,1/4-20 x 3/4 Hex Bolt (FA342),bolt 1/4-20 x 3/4,bolt 1/4-20 x 3/4,bolt,1/4-20,3/4,20 x 3/4,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch,,FA342,FA342,1/4-20 x 3/4 Hex Bolt (FA342),bolt 1/4-20 x 3/4,bolt 1/4-20 x 3/4,bolt,1/4-20,3/4,20 x 3/4,
frontend\public\brands\Columbia\Schematics\AutomaticTapers\PredatorTaper\Body\schematic_data.json,frontend_schematic_json,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch,FA342,,FA342,1/4-20 x 3/4 Hex Bolt (FA342),bolt 1/4-20 x 3/4,bolt 1/4-20 x 3/4,bolt,1/4-20,3/4,20 x 3/4,
products\Production\launch\dtb_parts_catalog.csv,catalog,TapeTech,,050205,,,"Hex Head Cup Bolt 1/4-20X3 /4""",bolt 1/4-20 x 3/4 hex head,bolt 1/4-20 x 3/4 hex head,bolt,1/4-20,3/4,20 x 3/4,
products\Production\launch\extra\dtb_parts_manager_import_parts.csv,catalog,TapeTech,,050205,,,"Hex Head Cup Bolt 1/4-20X3 /4""",bolt 1/4-20 x 3/4 hex head,bolt 1/4-20 x 3/4 hex head,bolt,1/4-20,3/4,20 x 3/4,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,TapeTech,tapetech-tapetech-lock-block-for-07tt-050212f-sch,,050205,050205,"Cup Bolt, 1/4-20 X 7/8 Hex Head",bolt 1/4-20 x 7/8 hex head,bolt 1/4-20 x 7/8 hex head,bolt,1/4-20,7/8,20 x 7/8,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,TapeTech,tapetech-tapetech-lock-block-for-07tt-050212f-sch,,050205,050205,"Cup Bolt, 1/4-20 X 7/8 Hex Head",bolt 1/4-20 x 7/8 hex head,bolt 1/4-20 x 7/8 hex head,bolt,1/4-20,7/8,20 x 7/8,
frontend\public\brands\TapeTech\Schematics\07TT\schematic_data.json,frontend_schematic_json,TapeTech,tapetech-tapetech-lock-block-for-07tt-050212f-sch,,050205,050205,"Cup Bolt, 1/4-20 X 7/8 Hex Head",bolt 1/4-20 x 7/8 hex head,bolt 1/4-20 x 7/8 hex head,bolt,1/4-20,7/8,20 x 7/8,
products\Production\launch\dtb_parts_catalog.csv,catalog,Columbia,,FA279,,,10 - 24 X 1 - 1/4in Hex Bolt,bolt 10-24 x 1,bolt 10-24 x 1,bolt,10-24,1,24 x 1,
products\Production\launch\extra\dtb_parts_manager_import_parts.csv,catalog,Columbia,,FA279,,,10 - 24 X 1 - 1/4in Hex Bolt,bolt 10-24 x 1,bolt 10-24 x 1,bolt,10-24,1,24 x 1,
products\Production\launch\dtb_parts_catalog.csv,catalog,Columbia,,FA273,,,"10 - 24 x 1"" Hex Bolt",bolt 10-24 x 1,bolt 10-24 x 1,bolt,10-24,1,24 x 1,
products\Production\launch\extra\dtb_parts_manager_import_parts.csv,catalog,Columbia,,FA273,,,"10 - 24 x 1"" Hex Bolt",bolt 10-24 x 1,bolt 10-24 x 1,bolt,10-24,1,24 x 1,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-combo-flusher-sch,,FA273,FA 273,"10-24 X 1"" Hex Bolt (FA273)",bolt 10-24 x 1,bolt 10-24 x 1,bolt,10-24,1,24 x 1,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-direct-flusher-sch,,FA273,FA 273,"10-24 X 1"" Hex Bolt (FA273)",bolt 10-24 x 1,bolt 10-24 x 1,bolt,10-24,1,24 x 1,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-mud-pump-sch,,FA273,FA273,"10-24 X 1"" Hex Bolt (FA273)",bolt 10-24 x 1,bolt 10-24 x 1,bolt,10-24,1,24 x 1,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-combo-flusher-sch,,FA273,FA 273,"10-24 X 1"" Hex Bolt (FA273)",bolt 10-24 x 1,bolt 10-24 x 1,bolt,10-24,1,24 x 1,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-direct-flusher-sch,,FA273,FA 273,"10-24 X 1"" Hex Bolt (FA273)",bolt 10-24 x 1,bolt 10-24 x 1,bolt,10-24,1,24 x 1,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-mud-pump-sch,,FA273,FA273,"10-24 X 1"" Hex Bolt (FA273)",bolt 10-24 x 1,bolt 10-24 x 1,bolt,10-24,1,24 x 1,
frontend\public\brands\Columbia\Schematics\CornerFlushers\ComboFlusher\schematic_data.json,frontend_schematic_json,Columbia,columbia-combo-flusher-sch,FA273,,FA 273,"10-24 X 1"" Hex Bolt (FA273)",bolt 10-24 x 1,bolt 10-24 x 1,bolt,10-24,1,24 x 1,
frontend\public\brands\Columbia\Schematics\CornerFlushers\DirectCornerFlusher\schematic_data.json,frontend_schematic_json,Columbia,columbia-direct-flusher-sch,FA273,,FA 273,"10-24 X 1"" Hex Bolt (FA273)",bolt 10-24 x 1,bolt 10-24 x 1,bolt,10-24,1,24 x 1,
frontend\public\brands\Columbia\Schematics\Pumps\MudPump\schematic_data.json,frontend_schematic_json,Columbia,columbia-mud-pump-sch,FA273,,FA273,"10-24 X 1"" Hex Bolt (FA273)",bolt 10-24 x 1,bolt 10-24 x 1,bolt,10-24,1,24 x 1,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-fat-boy-finishing-box-sch,,FA279,FA 279,10-24 X 1-1/4in Hex Bolt (FA279),bolt 10-24 x 1,bolt 10-24 x 1,bolt,10-24,1,24 x 1,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-fat-boy-finishing-box-sch,,FA279,FA 279,10-24 X 1-1/4in Hex Bolt (FA279),bolt 10-24 x 1,bolt 10-24 x 1,bolt,10-24,1,24 x 1,
frontend\public\brands\Columbia\Schematics\FinishingBoxes\FatBoyBox\schematic_data.json,frontend_schematic_json,Columbia,columbia-fat-boy-finishing-box-sch,FA-279,,FA 279,10-24 X 1-1/4in Hex Bolt (FA279),bolt 10-24 x 1,bolt 10-24 x 1,bolt,10-24,1,24 x 1,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-direct-flusher-sch,,FA275,FA 275,"10-24 X 3/4"" Hex Bolt (FA275)",bolt 10-24 x 3/4,bolt 10-24 x 3/4,bolt,10-24,3/4,24 x 3/4,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-fat-boy-finishing-box-sch,,FA275,FA 275,"10-24 X 3/4"" Hex Bolt (FA275)",bolt 10-24 x 3/4,bolt 10-24 x 3/4,bolt,10-24,3/4,24 x 3/4,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-flat-finishing-box-sch,,FA275,FA275,"10-24 X 3/4"" Hex Bolt (FA275)",bolt 10-24 x 3/4,bolt 10-24 x 3/4,bolt,10-24,3/4,24 x 3/4,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-direct-flusher-sch,,FA275,FA 275,"10-24 X 3/4"" Hex Bolt (FA275)",bolt 10-24 x 3/4,bolt 10-24 x 3/4,bolt,10-24,3/4,24 x 3/4,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-fat-boy-finishing-box-sch,,FA275,FA 275,"10-24 X 3/4"" Hex Bolt (FA275)",bolt 10-24 x 3/4,bolt 10-24 x 3/4,bolt,10-24,3/4,24 x 3/4,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-flat-finishing-box-sch,,FA275,FA275,"10-24 X 3/4"" Hex Bolt (FA275)",bolt 10-24 x 3/4,bolt 10-24 x 3/4,bolt,10-24,3/4,24 x 3/4,
frontend\public\brands\Columbia\Schematics\CornerFlushers\DirectCornerFlusher\schematic_data.json,frontend_schematic_json,Columbia,columbia-direct-flusher-sch,FA275,,FA 275,"10-24 X 3/4"" Hex Bolt (FA275)",bolt 10-24 x 3/4,bolt 10-24 x 3/4,bolt,10-24,3/4,24 x 3/4,
frontend\public\brands\Columbia\Schematics\FinishingBoxes\FatBoyBox\schematic_data.json,frontend_schematic_json,Columbia,columbia-fat-boy-finishing-box-sch,FA275,,FA 275,"10-24 X 3/4"" Hex Bolt (FA275)",bolt 10-24 x 3/4,bolt 10-24 x 3/4,bolt,10-24,3/4,24 x 3/4,
frontend\public\brands\Columbia\Schematics\FinishingBoxes\FlatBox\schematic_data.json,frontend_schematic_json,Columbia,columbia-flat-finishing-box-sch,FA275,,FA275,"10-24 X 3/4"" Hex Bolt (FA275)",bolt 10-24 x 3/4,bolt 10-24 x 3/4,bolt,10-24,3/4,24 x 3/4,
products\Production\launch\dtb_parts_catalog.csv,catalog,Columbia,,FA371,,,10 - 24 x 7/8 Hex Bolt,bolt 10-24 x 7/8,bolt 10-24 x 7/8,bolt,10-24,7/8,24 x 7/8,
products\Production\launch\extra\dtb_parts_manager_import_parts.csv,catalog,Columbia,,FA371,,,10 - 24 x 7/8 Hex Bolt,bolt 10-24 x 7/8,bolt 10-24 x 7/8,bolt,10-24,7/8,24 x 7/8,
products\Production\launch\dtb_parts_catalog.csv,catalog,Columbia,,FA275,,,"10 - 24 x 7/8"" Hex Bolt",bolt 10-24 x 7/8,bolt 10-24 x 7/8,bolt,10-24,7/8,24 x 7/8,
products\Production\launch\extra\dtb_parts_manager_import_parts.csv,catalog,Columbia,,FA275,,,"10 - 24 x 7/8"" Hex Bolt",bolt 10-24 x 7/8,bolt 10-24 x 7/8,bolt,10-24,7/8,24 x 7/8,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-nail-spotter-sch,,FA371,FA371,10-24 x 7/8 Hex Bolt (FA371),bolt 10-24 x 7/8,bolt 10-24 x 7/8,bolt,10-24,7/8,24 x 7/8,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-nail-spotter-sch,,FA371,FA371,10-24 x 7/8 Hex Bolt (FA371),bolt 10-24 x 7/8,bolt 10-24 x 7/8,bolt,10-24,7/8,24 x 7/8,
frontend\public\brands\Columbia\Schematics\Nailspotters\Nailspotter\schematic_data.json,frontend_schematic_json,Columbia,columbia-nail-spotter-sch,FA371,,FA371,10-24 x 7/8 Hex Bolt (FA371),bolt 10-24 x 7/8,bolt 10-24 x 7/8,bolt,10-24,7/8,24 x 7/8,
products\Production\launch\dtb_parts_catalog.csv,catalog,Columbia,,FA526,,,3/8 - 16 x 1 Hex Bolt,bolt 3/8-16 x 1,bolt 3/8-16 x 1,bolt,3/8-16,1,16 x 1,
products\Production\launch\extra\dtb_parts_manager_import_parts.csv,catalog,Columbia,,FA526,,,3/8 - 16 x 1 Hex Bolt,bolt 3/8-16 x 1,bolt 3/8-16 x 1,bolt,3/8-16,1,16 x 1,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,,FA526,FA526,3/8-16 x 1 Hex Bolt (FA526),bolt 3/8-16 x 1,bolt 3/8-16 x 1,bolt,3/8-16,1,16 x 1,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,,FA526,FA526,3/8-16 x 1 Hex Bolt (FA526),bolt 3/8-16 x 1,bolt 3/8-16 x 1,bolt,3/8-16,1,16 x 1,
frontend\public\brands\Columbia\Schematics\AutomaticTapers\PredatorTaper\Head\schematic_data.json,frontend_schematic_json,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,FA526,,FA526,3/8-16 x 1 Hex Bolt (FA526),bolt 3/8-16 x 1,bolt 3/8-16 x 1,bolt,3/8-16,1,16 x 1,
products\Production\launch\dtb_parts_catalog.csv,catalog,Columbia,,FA318,,,3/8 - 16 x 1 - 1/4 Hex Bolt,bolt 3/8-16 x 1-1/4,bolt 3/8-16 x 1-1/4,bolt,3/8-16,1-1/4,16 x 1,
products\Production\launch\extra\dtb_parts_manager_import_parts.csv,catalog,Columbia,,FA318,,,3/8 - 16 x 1 - 1/4 Hex Bolt,bolt 3/8-16 x 1-1/4,bolt 3/8-16 x 1-1/4,bolt,3/8-16,1-1/4,16 x 1,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-automatic-flat-finishing-box-sch,,FA318,FA318,3/8-16 x 1-1/4 Hex Bolt (FA318),bolt 3/8-16 x 1-1/4,bolt 3/8-16 x 1-1/4,bolt,3/8-16,1-1/4,16 x 1,
