source_file,source_type,brand,schematic_id,sku,source_sku,part_id,title,canonical_key,canonical_name,part_type,thread,length,dimensions,material
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,,FA207,FA207,4-40 Nyloc Nut (FA207),nut 4-40 nylon lock,nut 4-40 nylon lock,nut,4-40,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-automatic-flat-finishing-box-sch,,FA207,FA207,4-40 Nyloc Nut (FA207),nut 4-40 nylon lock,nut 4-40 nylon lock,nut,4-40,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch,,FA207,FA207,4-40 Nyloc Nut (FA207),nut 4-40 nylon lock,nut 4-40 nylon lock,nut,4-40,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch,,FA207,FA207,4-40 Nyloc Nut (FA207),nut 4-40 nylon lock,nut 4-40 nylon lock,nut,4-40,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,,FA207,FA207,4-40 Nyloc Nut (FA207),nut 4-40 nylon lock,nut 4-40 nylon lock,nut,4-40,,,nylon
frontend\public\brands\Columbia\Schematics\AutomaticTapers\PredatorTaper\Body\schematic_data.json,frontend_schematic_json,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch,FA207,,FA207,4-40 Nyloc Nut (FA207),nut 4-40 nylon lock,nut 4-40 nylon lock,nut,4-40,,,nylon
frontend\public\brands\Columbia\Schematics\AutomaticTapers\PredatorTaper\Body\schematic_data.json,frontend_schematic_json,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch,FA207,,FA207,4-40 Nyloc Nut (FA207),nut 4-40 nylon lock,nut 4-40 nylon lock,nut,4-40,,,nylon
frontend\public\brands\Columbia\Schematics\AutomaticTapers\PredatorTaper\Head\schematic_data.json,frontend_schematic_json,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,FA207,,FA207,4-40 Nyloc Nut (FA207),nut 4-40 nylon lock,nut 4-40 nylon lock,nut,4-40,,,nylon
frontend\public\brands\Columbia\Schematics\FinishingBoxes\AutomaticFlatBox\schematic_data.json,frontend_schematic_json,Columbia,columbia-automatic-flat-finishing-box-sch,FA207,,FA207,4-40 Nyloc Nut (FA207),nut 4-40 nylon lock,nut 4-40 nylon lock,nut,4-40,,,nylon
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,,FA22K,FA22K,4-40 Nyloc Nut (FA22K),nut 4-40 nylon lock,nut 4-40 nylon lock,nut,4-40,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,,FA22K,FA22K,4-40 Nyloc Nut (FA22K),nut 4-40 nylon lock,nut 4-40 nylon lock,nut,4-40,,,nylon
frontend\public\brands\Columbia\Schematics\AutomaticTapers\PredatorTaper\Head\schematic_data.json,frontend_schematic_json,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,FA22K,,FA22K,4-40 Nyloc Nut (FA22K),nut 4-40 nylon lock,nut 4-40 nylon lock,nut,4-40,,,nylon
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-180-grip-flat-box-handle-sch,,FA311,FA 311,5/16-18 Hex Nut (FA311),nut 5/16-18 hex,nut 5/16-18 hex,nut,5/16-18,,,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-closet-monster-handle-sch,,FA311,FA 311,5/16-18 Hex Nut (FA311),nut 5/16-18 hex,nut 5/16-18 hex,nut,5/16-18,,,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-180-grip-flat-box-handle-sch,,FA311,FA 311,5/16-18 Hex Nut (FA311),nut 5/16-18 hex,nut 5/16-18 hex,nut,5/16-18,,,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-closet-monster-handle-sch,,FA311,FA 311,5/16-18 Hex Nut (FA311),nut 5/16-18 hex,nut 5/16-18 hex,nut,5/16-18,,,
frontend\public\brands\Columbia\Schematics\Handles\ClosetMonster\schematic_data.json,frontend_schematic_json,Columbia,columbia-closet-monster-handle-sch,FA311,,FA 311,5/16-18 Hex Nut (FA311),nut 5/16-18 hex,nut 5/16-18 hex,nut,5/16-18,,,
frontend\public\brands\Columbia\Schematics\Handles\FlatBoxHandle\schematic_data.json,frontend_schematic_json,Columbia,columbia-180-grip-flat-box-handle-sch,FA311,,FA 311,5/16-18 Hex Nut (FA311),nut 5/16-18 hex,nut 5/16-18 hex,nut,5/16-18,,,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-mud-pump-sch,,FA313,FA313,5/16-18 Nyloc Jam Nut (FA313),nut 5/16-18 nylon jam,nut 5/16-18 nylon jam,nut,5/16-18,,,nylon
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-mud-pump-sch-2,,FA313,FA313,5/16-18 Nyloc Jam Nut (FA313),nut 5/16-18 nylon jam,nut 5/16-18 nylon jam,nut,5/16-18,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-mud-pump-sch,,FA313,FA313,5/16-18 Nyloc Jam Nut (FA313),nut 5/16-18 nylon jam,nut 5/16-18 nylon jam,nut,5/16-18,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-mud-pump-sch-2,,FA313,FA313,5/16-18 Nyloc Jam Nut (FA313),nut 5/16-18 nylon jam,nut 5/16-18 nylon jam,nut,5/16-18,,,nylon
frontend\public\brands\Columbia\Schematics\Pumps\MudPump\schematic_data.json,frontend_schematic_json,Columbia,columbia-mud-pump-sch,FA313,,FA313,5/16-18 Nyloc Jam Nut (FA313),nut 5/16-18 nylon jam,nut 5/16-18 nylon jam,nut,5/16-18,,,nylon
frontend\public\brands\Columbia\Schematics\Pumps\TallBoyMudPump\schematic_data.json,frontend_schematic_json,Columbia,columbia-mud-pump-sch-2,FA313,,FA313,5/16-18 Nyloc Jam Nut (FA313),nut 5/16-18 nylon jam,nut 5/16-18 nylon jam,nut,5/16-18,,,nylon
frontend\public\brands\Asgard\Schematics\Pumps\LP01-AD\schematic_data.json,frontend_schematic_json,Asgard,asgard-loading-pump-lp01-ad-sch,,4646,709007,709007 - 5/16-24 Hex Nut,nut 5/16-24 hex,nut 5/16-24 hex,nut,5/16-24,,,
frontend\public\brands\Asgard\Schematics\FinishingBoxes\EHC10-AD\schematic_data.json,frontend_schematic_json,Asgard,asgard-10-inch-maxxbox-finishing-box-ehc10-ad-sch,,10006,209058,209058 - 6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
frontend\public\brands\Asgard\Schematics\FinishingBoxes\EHC12-AD\schematic_data.json,frontend_schematic_json,Asgard,asgard-maxxbox-finishing-box-12-ehc12-ad-sch,,10006,209058,209058 - 6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
frontend\public\brands\Asgard\Schematics\FinishingBoxes\EZ07-AD\schematic_data.json,frontend_schematic_json,Asgard,asgard-finishing-box-7-ez07-ad-sch,,10006,209058,209058 - 6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
frontend\public\brands\Asgard\Schematics\FinishingBoxes\PA07-AD\schematic_data.json,frontend_schematic_json,Asgard,asgard-power-assist-maxxbox-7-pa07-ad-sch,,10006,209058,209058 - 6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
frontend\public\brands\Asgard\Schematics\FinishingBoxes\PA10-AD\schematic_data.json,frontend_schematic_json,Asgard,asgard-power-assist-maxxbox-10-pa10-ad-sch,,10006,209058,209058 - 6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
frontend\public\brands\Asgard\Schematics\FinishingBoxes\PA12-AD\schematic_data.json,frontend_schematic_json,Asgard,asgard-power-assist-maxxbox-12-pa12-ad-sch,,10006,209058,209058 - 6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,TapeTech,tapetech-90-inside-corner-edger-tapetech-20ttx-sch,,209058,209058,#6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,TapeTech,tapetech-90-inside-corner-edger-tapetech-25ttx-sch,,209058,209058,#6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,TapeTech,tapetech-90-inside-corner-edger-tapetech-30ttx-sch,,209058,209058,#6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,TapeTech,tapetech-90-inside-corner-edger-tapetech-20ttx-sch,,209058,209058,#6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,TapeTech,tapetech-90-inside-corner-edger-tapetech-25ttx-sch,,209058,209058,#6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,TapeTech,tapetech-90-inside-corner-edger-tapetech-30ttx-sch,,209058,209058,#6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
products\Production\launch\dtb_parts_catalog.csv,catalog,TapeTech,,209058,,,6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,TapeTech,tapetech-tapetech-lock-block-for-07tt-050212f-sch,,209058,209058,6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
products\Production\launch\extra\dtb_parts_manager_import_parts.csv,catalog,TapeTech,,209058,,,6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,TapeTech,tapetech-tapetech-lock-block-for-07tt-050212f-sch,,209058,209058,6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
frontend\public\brands\TapeTech\Schematics\07TT\schematic_data.json,frontend_schematic_json,TapeTech,tapetech-tapetech-lock-block-for-07tt-050212f-sch,,209058,209058,6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
frontend\public\brands\TapeTech\Schematics\EHC10\schematic_data.json,frontend_schematic_json,TapeTech,1777935057956,209058,,209058,6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
frontend\public\brands\TapeTech\Schematics\EHC12\schematic_data.json,frontend_schematic_json,TapeTech,1777935057957,209058,,209058,6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
frontend\public\brands\TapeTech\Schematics\PAHC07\schematic_data.json,frontend_schematic_json,TapeTech,1777936233843,209058,,209058,6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
frontend\public\brands\TapeTech\Schematics\PAHC10\schematic_data.json,frontend_schematic_json,TapeTech,1777936233844,209058,,209058,6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
frontend\public\brands\TapeTech\Schematics\PAHC12\schematic_data.json,frontend_schematic_json,TapeTech,1777936233845,209058,,209058,6-32 Brass Nut,nut 6-32 brass,nut 6-32 brass,nut,6-32,,,brass
products\Production\launch\dtb_parts_catalog.csv,catalog,Columbia,,FA232,,,6 - 32 Hex Nut,nut 6-32 hex,nut 6-32 hex,nut,6-32,,,
products\Production\launch\extra\dtb_parts_manager_import_parts.csv,catalog,Columbia,,FA232,,,6 - 32 Hex Nut,nut 6-32 hex,nut 6-32 hex,nut,6-32,,,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-automatic-flat-finishing-box-sch,,FA232,FA232,6-32 Hex Nut (FA232),nut 6-32 hex,nut 6-32 hex,nut,6-32,,,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-fat-boy-finishing-box-sch,,FA232,FA 232,6-32 Hex Nut (FA232),nut 6-32 hex,nut 6-32 hex,nut,6-32,,,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-flat-finishing-box-sch,,FA232,FA232,6-32 Hex Nut (FA232),nut 6-32 hex,nut 6-32 hex,nut,6-32,,,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-automatic-flat-finishing-box-sch,,FA232,FA232,6-32 Hex Nut (FA232),nut 6-32 hex,nut 6-32 hex,nut,6-32,,,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-fat-boy-finishing-box-sch,,FA232,FA 232,6-32 Hex Nut (FA232),nut 6-32 hex,nut 6-32 hex,nut,6-32,,,
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-flat-finishing-box-sch,,FA232,FA232,6-32 Hex Nut (FA232),nut 6-32 hex,nut 6-32 hex,nut,6-32,,,
frontend\public\brands\Columbia\Schematics\FinishingBoxes\AutomaticFlatBox\schematic_data.json,frontend_schematic_json,Columbia,columbia-automatic-flat-finishing-box-sch,FA232,,FA232,6-32 Hex Nut (FA232),nut 6-32 hex,nut 6-32 hex,nut,6-32,,,
frontend\public\brands\Columbia\Schematics\FinishingBoxes\FatBoyBox\schematic_data.json,frontend_schematic_json,Columbia,columbia-fat-boy-finishing-box-sch,FA232,,FA 232,6-32 Hex Nut (FA232),nut 6-32 hex,nut 6-32 hex,nut,6-32,,,
frontend\public\brands\Columbia\Schematics\FinishingBoxes\FlatBox\schematic_data.json,frontend_schematic_json,Columbia,columbia-flat-finishing-box-sch,FA232,,FA232,6-32 Hex Nut (FA232),nut 6-32 hex,nut 6-32 hex,nut,6-32,,,
products\Production\launch\dtb_parts_catalog.csv,catalog,Columbia,,FA234,,,6 - 32 Nyloc Jam Nut,nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_parts.csv,catalog,Columbia,,FA234,,,6 - 32 Nyloc Jam Nut,nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-throttle-box-sch,,FA234,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-throttle-box-sch,,FA234,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-flat-finishing-box-sch,,FA234,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-nail-spotter-sch,,FA234,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch,,FA234,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,,FA234,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-semi-automatic-taper-sat-sch,,FA234,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-throttle-box-sch,,FA234,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-throttle-box-sch,,FA234,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-flat-finishing-box-sch,,FA234,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-nail-spotter-sch,,FA234,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch,,FA234,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,,FA234,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-semi-automatic-taper-sat-sch,,FA234,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
frontend\public\brands\Columbia\Schematics\AutomaticTapers\PredatorTaper\Body\schematic_data.json,frontend_schematic_json,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-body-sch,FA234,,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
frontend\public\brands\Columbia\Schematics\AutomaticTapers\PredatorTaper\Head\schematic_data.json,frontend_schematic_json,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,FA234,,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
frontend\public\brands\Columbia\Schematics\CornerBoxes\ThrottleBox\schematic_data.json,frontend_schematic_json,Columbia,columbia-throttle-box-sch,FA234,,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
frontend\public\brands\Columbia\Schematics\CornerBoxes\ThrottleBox\schematic_data.json,frontend_schematic_json,Columbia,columbia-throttle-box-sch,FA234,,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
frontend\public\brands\Columbia\Schematics\FinishingBoxes\FlatBox\schematic_data.json,frontend_schematic_json,Columbia,columbia-flat-finishing-box-sch,FA234,,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
frontend\public\brands\Columbia\Schematics\Nailspotters\Nailspotter\schematic_data.json,frontend_schematic_json,Columbia,columbia-nail-spotter-sch,FA234,,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
frontend\public\brands\Columbia\Schematics\SemiAutomaticTapers\SemiAutomaticTaper\schematic_data.json,frontend_schematic_json,Columbia,columbia-semi-automatic-taper-sat-sch,FA234,,FA234,6-32 Nyloc Jam Nut (FA234),nut 6-32 nylon jam,nut 6-32 nylon jam,nut,6-32,,,nylon
products\Production\launch\dtb_parts_catalog.csv,catalog,Columbia,,FA233,,,6 - 32 Nyloc Nut,nut 6-32 nylon lock,nut 6-32 nylon lock,nut,6-32,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_parts.csv,catalog,Columbia,,FA233,,,6 - 32 Nyloc Nut,nut 6-32 nylon lock,nut 6-32 nylon lock,nut,6-32,,,nylon
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-fat-boy-finishing-box-sch,,FA233,FA 233,6-32 Nyloc Nut (FA233),nut 6-32 nylon lock,nut 6-32 nylon lock,nut,6-32,,,nylon
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-flat-finishing-box-sch,,FA233,FA233,6-32 Nyloc Nut (FA233),nut 6-32 nylon lock,nut 6-32 nylon lock,nut,6-32,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-fat-boy-finishing-box-sch,,FA233,FA 233,6-32 Nyloc Nut (FA233),nut 6-32 nylon lock,nut 6-32 nylon lock,nut,6-32,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-flat-finishing-box-sch,,FA233,FA233,6-32 Nyloc Nut (FA233),nut 6-32 nylon lock,nut 6-32 nylon lock,nut,6-32,,,nylon
frontend\public\brands\Columbia\Schematics\FinishingBoxes\FatBoyBox\schematic_data.json,frontend_schematic_json,Columbia,columbia-fat-boy-finishing-box-sch,FA233,,FA 233,6-32 Nyloc Nut (FA233),nut 6-32 nylon lock,nut 6-32 nylon lock,nut,6-32,,,nylon
frontend\public\brands\Columbia\Schematics\FinishingBoxes\FlatBox\schematic_data.json,frontend_schematic_json,Columbia,columbia-flat-finishing-box-sch,FA233,,FA233,6-32 Nyloc Nut (FA233),nut 6-32 nylon lock,nut 6-32 nylon lock,nut,6-32,,,nylon
products\Production\launch\dtb_parts_catalog.csv,catalog,Columbia,,FAZ2R,,,Predator Taper 6 - 32 Nyloc Nut,nut 6-32 nylon lock,nut 6-32 nylon lock,nut,6-32,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_parts.csv,catalog,Columbia,,FAZ2R,,,Predator Taper 6 - 32 Nyloc Nut,nut 6-32 nylon lock,nut 6-32 nylon lock,nut,6-32,,,nylon
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,,FAZ2R,FAZ2R,Predator Taper 6-32 Nyloc Nut (FAZ2R),nut 6-32 nylon lock,nut 6-32 nylon lock,nut,6-32,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,,FAZ2R,FAZ2R,Predator Taper 6-32 Nyloc Nut (FAZ2R),nut 6-32 nylon lock,nut 6-32 nylon lock,nut,6-32,,,nylon
frontend\public\brands\Columbia\Schematics\AutomaticTapers\PredatorTaper\Head\schematic_data.json,frontend_schematic_json,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,FAZ2R,,FAZ2R,Predator Taper 6-32 Nyloc Nut (FAZ2R),nut 6-32 nylon lock,nut 6-32 nylon lock,nut,6-32,,,nylon
frontend\public\brands\Asgard\Schematics\Handles\FBHE-AD\schematic_data.json,frontend_schematic_json,Asgard,asgard-extendable-finishing-box-handle-41-63-fbhe-ad-sch,,199011,199011,199011 - 8-32 Set Hex Nut,nut 8-32 hex,nut 8-32 hex,nut,8-32,,,
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,TapeTech,tapetech-flat-box-handle-sch,,,059260,Nut 8-32 Hex. H.D. S.S,nut 8-32 hex head hex,nut 8-32 hex head hex,nut,8-32,,,stainless
frontend\public\brands\TapeTech\Schematics\81XXTT\schematic_data.json,frontend_schematic_json,TapeTech,1777935057955,059260,,059260,Nut 8-32 Hex. H.D. S.S,nut 8-32 hex head hex,nut 8-32 hex head hex,nut,8-32,,,stainless
frontend\public\brands\Asgard\Schematics\Tapers\AT01-AD\schematic_data.json,frontend_schematic_json,Asgard,asgard-hammer-automatic-taper-at01-ad-sch,,4411,059074,059074 - 8-32 Hex Nylock Nut,nut 8-32 nylon hex,nut 8-32 nylon hex,nut,8-32,,,nylon
products\Production\launch\dtb_parts_catalog.csv,catalog,Columbia,,FA254,,,8 - 32 Nyloc Nut,nut 8-32 nylon lock,nut 8-32 nylon lock,nut,8-32,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_parts.csv,catalog,Columbia,,FA254,,,8 - 32 Nyloc Nut,nut 8-32 nylon lock,nut 8-32 nylon lock,nut,8-32,,,nylon
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-nail-spotter-sch,,FA254,FA254,8-32 Nyloc Nut (FA254),nut 8-32 nylon lock,nut 8-32 nylon lock,nut,8-32,,,nylon
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,,FA254,FA254,8-32 Nyloc Nut (FA254),nut 8-32 nylon lock,nut 8-32 nylon lock,nut,8-32,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-nail-spotter-sch,,FA254,FA254,8-32 Nyloc Nut (FA254),nut 8-32 nylon lock,nut 8-32 nylon lock,nut,8-32,,,nylon
products\Production\launch\extra\dtb_parts_manager_import_schematic_map.csv,schematic_map,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,,FA254,FA254,8-32 Nyloc Nut (FA254),nut 8-32 nylon lock,nut 8-32 nylon lock,nut,8-32,,,nylon
frontend\public\brands\Columbia\Schematics\AutomaticTapers\PredatorTaper\Head\schematic_data.json,frontend_schematic_json,Columbia,columbia-automatic-taper-predator-carbon-fiber-53-ptaper-predatortaper-head-sch,FA254,,FA254,8-32 Nyloc Nut (FA254),nut 8-32 nylon lock,nut 8-32 nylon lock,nut,8-32,,,nylon
frontend\public\brands\Columbia\Schematics\Nailspotters\Nailspotter\schematic_data.json,frontend_schematic_json,Columbia,columbia-nail-spotter-sch,FA254,,FA254,8-32 Nyloc Nut (FA254),nut 8-32 nylon lock,nut 8-32 nylon lock,nut,8-32,,,nylon
products\Production\launch\dtb_schematics_parts_flattened.csv,schematic_map,Columbia,columbia-matrix-box-handle-matrixboxhandle-lever-sch,,FA365,FA 365,8-32 Nyloc Nut (FA365),nut 8-32 nylon lock,nut 8-32 nylon lock,nut,8-32,,,nylon
