sha256,image_file,universal_part_id,canonical_name,selected_sku,match_type,source_image_path,audit_note
27195fc815d8568e5b40f824ff980589c7bb4b2ec94a70092f96ebba58d285d6,products/Production/launch/universal_parts/images/screw-1-4-20-x-2-hex-head.webp,SCREW-1-4-20-X-2-HEX-HEAD,1/4-20 x 2 Hex Head Screw,709023,representative_local_sibling_sku:709023,products/scraped_results/brands/TapeTech/images/tapetech-709023-01.webp,Duplicate binary image remains from pre-existing non-catalogue local fallback/representative source; not introduced by CSR flipbook extraction.
27195fc815d8568e5b40f824ff980589c7bb4b2ec94a70092f96ebba58d285d6,products/Production/launch/universal_parts/images/screw-5-16-18-x-7-8-hex-head.webp,SCREW-5-16-18-X-7-8-HEX-HEAD,5/16-18 x 7/8 Hex Head Screw,709023,exact_local_occurrence_sku_filename,products/scraped_results/brands/TapeTech/images/tapetech-709023-01.webp,Duplicate binary image remains from pre-existing non-catalogue local fallback/representative source; not introduced by CSR flipbook extraction.
3d6f919bb5effa9afb3517da5c7e6748b046265d5d616ab53b9f842d819dfab7,products/Production/launch/universal_parts/images/screw-10-24-x-1-1-4-fillister-head.webp,SCREW-10-24-X-1-1-4-FILLISTER-HEAD,10-24 x 1-1/4 Fillister Head Screw,209012,representative_local_sibling_sku:209012,products/scraped_results/brands/TapeTech/images/tapetech-209012-01.webp,Duplicate binary image remains from pre-existing non-catalogue local fallback/representative source; not introduced by CSR flipbook extraction.
3d6f919bb5effa9afb3517da5c7e6748b046265d5d616ab53b9f842d819dfab7,products/Production/launch/universal_parts/images/screw-4-40-x-1-4-fillister-head.webp,SCREW-4-40-X-1-4-FILLISTER-HEAD,4-40 x 1/4 Fillister Head Screw,209012,exact_local_occurrence_sku_filename,products/scraped_results/brands/TapeTech/images/tapetech-209012-01.webp,Duplicate binary image remains from pre-existing non-catalogue local fallback/representative source; not introduced by CSR flipbook extraction.
3d6f919bb5effa9afb3517da5c7e6748b046265d5d616ab53b9f842d819dfab7,products/Production/launch/universal_parts/images/screw-6-32-x-1-4-fillister-head.webp,SCREW-6-32-X-1-4-FILLISTER-HEAD,6-32 x 1/4 Fillister Head Screw,209012,representative_local_sibling_sku:209012,products/scraped_results/brands/TapeTech/images/tapetech-209012-01.webp,Duplicate binary image remains from pre-existing non-catalogue local fallback/representative source; not introduced by CSR flipbook extraction.
