sku,taxon_key,position,evidence,review_status
HH12,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HH-BRASS-CONNECTOR,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT72,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT73,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
BH26,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
BH7,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HH19,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT35,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT55,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT56,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT31,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT83,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT82,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT88,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT85,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT81,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HH9,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HP44,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
AHA,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CMH,automatic_handles_extensions,10,approved migration from exact path: Taping & Finishing Tools > Automatic Taping Tools > Handles & Extensions,approved
CC,automatic_corner_rollers,10,approved migration from exact path: Taping & Finishing Tools > Automatic Taping Tools > Corner Rollers,approved
CR,automatic_corner_rollers,10,approved migration from exact path: Taping & Finishing Tools > Automatic Taping Tools > Corner Rollers,approved
CT86,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
FA259,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
FA292,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HNS4,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
FA311,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
