sku,taxon_key,position,evidence,review_status
FA315,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
PCLT42,semi_compound_tubes,10,approved migration from exact path: Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,approved
PCMT42,semi_compound_tubes,10,approved migration from exact path: Taping & Finishing Tools > Semi-Automatic Taping Tools > Compound Tubes,approved
PHMP,automatic_loading_pumps,10,approved migration from exact path: Taping & Finishing Tools > Automatic Taping Tools > Loading Pumps,approved
SAT,semi_automatic_tapers,10,approved migration from exact path: Taping & Finishing Tools > Semi-Automatic Taping Tools > Semi-Automatic Tapers,approved
CFB5B,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT132,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH7,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH5,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT45,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH16,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT112,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT104,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT105,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT10A,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT47,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT50,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CR4,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT42A,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT13,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CFB4,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HNS15,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CFB7,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HNS-DOOR-SPRING,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT-SPROCKET,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CFB15,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
FFB17,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
FFB16,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CFB11A,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
FFB32,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT78,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT70,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT87,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HH5,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HH30,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT130,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
AH7,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT127,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MP33,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MP28,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MP25,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MP2,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
AH5,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
AH6A,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH21,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH23,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH22,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HH15,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT115,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT58,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT126,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT124,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HNS12,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CR11,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HH35,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH4,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH11,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
AH1,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HFFB3-PLATE,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MP6,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HNSA-14,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH1,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CR6,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HPA-48,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HH8,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MP5,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CR1,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
FFB39,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT20,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CFB15A,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
BH6,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH6,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT79,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT68,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT2,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH13,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT-WAFER-BUSHING,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HP47,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HP46,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MP8,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HH17C,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
BH4,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH3,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
BH3,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT80,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH2,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT43,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH3A,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
BH1,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MP24,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MP23,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HFFB1A-10,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT96,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT98,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT97,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CFB6,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HNS17A,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT63,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT62,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MP-PISTON-BACKING-WASHER,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT64,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT65,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HFFB4D,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MP36,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT76,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
FFB38,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HP45,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT121A,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MP23A,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH10,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT19,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH17,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH15,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH24,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH18,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH19,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH25,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MH12,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT107,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT111,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MP14,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HH16,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT-INSERT-BUSHING,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
CT-NYLATRON-CHAIN-ROLLER,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HH23,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
MP11,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HNS18,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
BH2,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
HP1,replacement_parts,10,approved migration from exact path: Replacement Parts,approved
