brand,name,sku,category,weight,length,width,height,cogs,description
TapeTech,TUBE ONLY FOR MUDRUNNER,142001,Parts,0.57,,,,86.83,Tube Only for Mudrunner
TapeTech,BAND ASSEMBLY TAPETECH,145011,Parts,0,,,,,
TapeTech,ROUND LIP U-CUP,149021,Parts,0.02,,,,12.64,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p> <ul> <li>Replacement round lip u-cup for 14TT MudRunner</li> </ul>"
TapeTech,ROUND LIP U-CUP TAPETECH,149022,Parts,1,,,,,
TapeTech,ROUND LIP U-CUP,149023,Parts,0.005,,,,,
TapeTech,M6 STOP NUT SST TAPETECH,149024,Parts,1,,,,,
TapeTech,8-32 X 9/16 TORX BUTTON HD TAPETECH,149025,Parts,0.00367,0.25,0.25,0.6,,
TapeTech,NYLON BUSHING #6,149028,Parts,1,,,,0.66,<p>Nylon Bushing #6</p>
TapeTech,TAPETECH WASHER NAS620C 1/4,149029,Parts,1,,,,,
TapeTech,TAPETECH O-RING BUNA 2-318,149031,Parts,0.003,0.15,1.25,1.25,,
TapeTech,O RING  BUNA  2-230,149032,Parts,0.006,3,3,0.15,1.04,"<p>O RING, BUNA, 2-230</p>"
TapeTech,TAPETECH WASHER NYLON,149034,Parts,1,,,,,
TapeTech,TAPETECH ROD WIPER,149035,Parts,0.01,,,,,
TapeTech,TAPETECH SCREW 5-40X3/16 BINDING HEAD SST,149037,Parts,1,,,,,
TapeTech,THREADED GAS SPRING TAPETECH,149120,Parts,0.1,,,,76.85,<p>Tapetech Threaded Gas Spring</p>
TapeTech,COUPLING PIN FOR CORNER ROLLER,150004F,Parts,1,,,,,
TapeTech,Inner Roller,151011,Parts,0.006,0.25,0.25,0.75,5.61,<p>Replacement inner roller for TapeTech 15TTE Inside Corner Roller</p>
TapeTech,CORNER ROLLER STUD,152006,Parts,0.02,2,0.1,0.2,13.53,<p>CORNER ROLLER STUD</p>
TapeTech,SPACER,152025,Parts,0.0035,0.25,0.5,0.5,,
TapeTech,SWIVEL ASSEMBLY FOR 15TT TAPETECH,154007,Parts,0.1,,,,,
TapeTech,8-32 X 3/8 FIL HEAD SST,159010,Parts,0.002,0.5,0.2,0.2,,
TapeTech,Nylon Washer,159023,Parts,0.01,,,,0.58,Nylon Washer
TapeTech,External Retaining Ring   25 Dia Shaft,159024,Parts,9e-05,0.01,0.25,0.25,1.12,"External Retaining Ring, 25 Dia Shaft"
TapeTech,LONG NUT,159026,Parts,0.01,,,,1.63,<p>LONG NUT</p>
TapeTech,"WASHER 3/8"" OD 3/16"" ID SST",159027,Parts,0.2,12,0.01,0.2,0.58,"<p>WASHER 3/8"" OD 3/16"" IDSST</p>"
TapeTech,NYLINER TYPE 6,179009,Parts,0.005,0.5,0.5,0.5,1.01,Nyliner Type 6
TapeTech,BLOCK,190002,Parts,0.02,0.4,0.45,1.3,7.17,Block
TapeTech,Adjuster,190033,Parts,0.01,,,,8.40,<p>Replacement adjuster for TapeTech 88TTE Flat Box Extension Handle</p>
TapeTech,Coupler,190034,Parts,0.01,12,0.2,0.2,11.00,Coupler
TapeTech,PIN,190036,Parts,0.01,,,,4.48,<p>Replacement pin for 14TT MudRunner Pin</p>
TapeTech,LEVER TAPETECH,191001,Parts,1,,,,,
TapeTech,PIN TAPETECH,191006,Parts,0.298,2,0.5,0.5,,
TapeTech,ROD,191007,Parts,0.47,,,,,
TapeTech,HINGE CASTING ASSEMBLY,196003,Parts,0.5,,,,81.40,<p>Hinge casting assembly for the repair and maintenance of TapeTech extender handles.</p>
TapeTech,8-32 X 3/8 SET SCREW FL. POINT H,199010,Parts,0.0015,0.15,0.15,0.4,0.44,8-32 X 3/8 Set Screw Fl.Point Hex. Soc.
TapeTech,NUT 8-32 SMALL PAT 1/4 FL. SS TAPETECH,199011,Parts,0.00075,0.1,0.2,0.2,,
TapeTech,"7"" SS BLADE FLAT BOX",2000016,Parts,1,,,,,
TapeTech,"WIPER FOR 7"" FLAT BOX",200026F,Parts,0.012,7,5,0.5,15.49,<p>Replacement one piece wiper for the TapeTech 20TTX and CF07H flat boxes.</p>
TapeTech,FLAT BOX SHOULDER SCREW,200052F,Parts,0.0125,4,4,1,2.87,"<p>For Repair or Maintenance of all sizes and types of TapeTech Finishing Boxes (Flat, EasyClean and Power Assist)</p>"
TapeTech,FLAT BOX PUSH ROD  CROWN ADJUSTMENT,2020076,Parts,1,,,,,
TapeTech,SPRING ANCHOR,202020,Parts,0.003,0.25,0.2,0.25,3.42,Spring Anchor
TapeTech,FLAT BOX REPAIR CLIP,2020226,Parts,0.0002,2,0.5,0.01,,
TapeTech,FLAT BOX THREADED WASHER,202028,Parts,0.0035,0.25,0.5,0.5,2.85,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>"
TapeTech,FLAT BOX SHOULDER SCREW,202036,Parts,0.01,0.2,0.2,0.6,3.26,<p>Replacement Flat Box Shoulder Screw for TapeTech Tool Repair</p>
TapeTech,FLAT BOX PRESSURE PLATE SPRING,202044F6,Parts,1,,,,,
TapeTech,7 AND 10 INCH CROWN SPRING,203010,Parts,0.012,0.05,0.5,4.25,4.29,<p>7 &amp; 10 Inch Crown Spring</p> <p>TapeTech part&nbsp;203010</p>
TapeTech,"7"" BLADE HOLDER ASSEMBLY",204002,Parts,0.12,8,1,0.2,86.18,"7"" BLADE HOLDER ASSEMBLY"
TapeTech,"TAPE TECH 7"" STANDARD AXLE",205045G,Parts,0.109,0.25,0.5,7,,
TapeTech,"DIAL ASSEMBLY FOR 10"" BOX",206003,Parts,0.0385,1.5,1.25,0.25,16.96,<p>Replacement&nbsp;Dial Assembly for TapeTech&nbsp;Boxes</p>
TapeTech,FLAT BOX RIGHT SKID COVER,2090066,Parts,0.006,1,0.5,0.5,,
TapeTech,"4-40 x 1/4"" FILLISTER HEAD SCREW",2090126,Parts,0.00167,0.2,0.2,0.3,,
TapeTech,"4-40 x 7/32"" BIND HEAD SCREW  +",2090166,Parts,0.001,0.5,0.5,0.5,,
TapeTech,FLAT BOX 10-24 NUT NYLOCK +,2090176,Parts,0.0045,0.25,0.35,0.35,,
TapeTech,FLAT BOX 10-24 WING NUT +,2090306,Parts,1,,,,,
TapeTech,FLAT BOX LEFT SKID COVER,2090396,Parts,0.007,1.5,0.5,0.5,,
TapeTech,FLAT BOX #10 BRASS WASHER,2090426,Parts,0.16667,,,,,
TapeTech,FLAT BOX WASHER,209046,Parts,0.0045,0.15,0.5,0.5,2.44,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p> <ul> <li>For repair or maintenance of TapeTech boxes</li> </ul>"
TapeTech,FLAT BOX NYLINER BEARING,209047,Parts,7e-05,0.25,0.4,0.4,1.06,Flat Box Nyliner Bearing
TapeTech,"Screw, 4-40 X 1/8 Bind. Hd. S.S.",209048,Parts,0.00133,0.25,0.25,0.25,0.44,"<p>Replacement Screw, 4-40 X 1/8 Bind. Hd. S.S. for TapeTech 04TT Automatic Taper</p>"
TapeTech,TT SCREW 6-32 X 5/16 BIND HD SS,209049,Parts,0.00133,0.25,0.25,0.75,,
TapeTech,4-40 X 7/16 SLOTTED FL. HEAD  SS,209050,Parts,0.001,0.2,0.1,0.1,1.22,<p>Box Screw 209050</p>
TapeTech,6-32 Brass Nut,209058,Parts,0.002,0.15,0.3,0.3,4.07,6-32 Brass Nut
TapeTech,BEARING WASHER,2091486,Parts,0.00125,0.3,0.3,0.3,,
TapeTech,"SCREW, 6-32 x 1/2 FLAT HEAD",209755,Parts,0.003,0.2,0.2,0.3,,
TapeTech,LATCH,210058F,Parts,0.005,0.25,0.5,1,3.01,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>"
TapeTech,SHOULDER SCREW,210059,Parts,0.01,,,,4.40,Shoulder Screw
TapeTech,PIVOT BEARING TAPETECH,210060,Parts,0.0155,,,,,
TapeTech,SHOULDER SCREW TAPETECH,210073,Parts,0.022,0.5,0.5,1,,
TapeTech,"SEAL 7"" TAPETECH",210096,Parts,0,,,,,
TapeTech,ARM POWER ASSIST TAPETECH,212081,Parts,0,,,,,
TapeTech,BUSHING POWER ASSIST TAPETECH,212082,Parts,0,,,,,
TapeTech,FLANGE LEFT POWER ASSIST TAPETECH,212084,Parts,0,,,,,
TapeTech,FLANGE RIGHT POWER ASSIST TAPETECH,212085,Parts,0,,,,,
TapeTech,POWER ASSIST HOOK,212086,Parts,0.01,,,,22.42,Power Assist Hook
TapeTech,SPACER (POWER ASSIST) TAPETECH,212089,Parts,1,,,,,
TapeTech,SPRING (POWER ASSIST) TAPETECH,212090,Parts,1,,,,,
TapeTech,BOX WHEEL  SIDE GUIDE TAPETECH,213051,Parts,0.0315,,,,8.93,"<p>Box Wheel, side guide </p>"
TapeTech,COG ( POWER ASSIST) TAPETECH,213083,Parts,1,,,,,
TapeTech,SPRING WASHER BELLEVILLE,2190646,Parts,0.0001,0.3,0.3,0.01,,
TapeTech,O RING (NEW STYLE),2190676,Parts,0.019,0.5,3,5,,
TapeTech,"Screw, 6-32 X 5/8",219080,Parts,0.003,0.25,0.25,0.6,0.44,"<p>Screw, 6-32 X 5/8 Fits 12 Parts:</p>    <ul>   <li>22TT, 24TT</li>   <li>27TT, 28TT</li>   <li>32TT, 33TT</li>   <li>EZ07H, EZ10H, EZ12H</li>   <li>PAO7H, PA10H, PA12H</li>  </ul>"
TapeTech,TT SCREW 6-32 X 7/16 FLAT HD SS,219081,Parts,0.002,0.25,0.25,0.5,,
TapeTech,SPRING,219091,Parts,0.01,,,,3.67,Spring
TapeTech,"4-40 X 1""BIND HEAD SCREW",219092,Parts,0.00133,1,0.15,0.15,0.48,"4-40 X 1"" Bind Head Screw"
TapeTech,#4 NYLON FLAT WASHER,219095,Parts,0.00075,0.49,0.1,0.49,0.44,#4 NYLON FLAT WASHER
TapeTech,SWIVEL Z COMPLETE TAPETECH,24D166,Parts,1,,,,,
TapeTech,"10"" SS BLADE FLAT BOX",2500016,Parts,0.023,10.25,0.25,0.25,,
TapeTech,SHIM 10 SHIM 10,250009,Parts,0.05,,,,5.79,"<p>10"" Shim</p>"
TapeTech,"NEW WIPER ONE PIECE FOR 10"" FLAT BOX",250026F,Parts,0.09,12,4,1,20.38,"New Wiper One Piece For 10"" Flat Box"
TapeTech,"10"" TIE ROD",250040F,Parts,0.01,0.2,0.2,11,15.89,<p>Replacement 10 inch tie rod for TapeTech 25TTX EasyClean&nbsp;Flat Box&nbsp;</p>
TapeTech,SIDE PLATE UNIVERSAL TAPETECH,251023G,Parts,0.156,0.1,3.5,6,40.60,Side Plate
TapeTech,SIDE PLATE TT TAPETECH,251025G,Parts,0.1605,0.25,3.25,5.5,40.60,<p>Side Plate</p>
TapeTech,"10"" BOX BLADE HOLDER ASSEMBLY",254002,Parts,0.1485,10.25,1,0.25,97.83,"10"" Box Blade Holder Assembly"
TapeTech,CLAMP ASSEMBLY TAPETECH,254005,Parts,0.0665,10,1,1,13.86,"<p>TapeTech 10"" Clamp Assembly</p>"
TapeTech,"10"" AXLE STANDARD EZ ROLL WHEELS",255045G,Parts,0.151,9.25,0.75,0.25,27.72,"10"" Axle Standard EZ Roll Wheels"
TapeTech,"10"" Wiper",260024F,Parts,1,,,,24.94,"<p>10"" Wiper</p> <p>TapeTech part&nbsp;260024F</p>"
TapeTech,"10"" SPACER ROD TAPETECH",260071,Parts,0.01,,,,,
TapeTech,"12"" SS BLADE FLAT BOX",3000016,Parts,0.026,12,0.2,0.2,,
TapeTech,"NEW WIPER ONE PIECE FOR 12"" FLAT BOX",300026F,Parts,0.13,,,,22.42,"<p>New one piece wiper for the repair or maintenance of 12"" TapeTech flat boxes.</p>"
TapeTech,"12"" TIE ROD",300040F,Parts,0.0315,0.1,0.1,12.25,18.75,"12"" Tie Rod"
TapeTech,"12"" CROWN SPRING TAPETECH",303010,Parts,0.04,7,0.3,0.1,,
TapeTech,"12"" BOX BLADE HOLDER",304002,Parts,0.1625,12.5,1,0.25,107.38,"12"" Box Blade Holder"
TapeTech,"12"" AXLE STANDARD EZ ROLL WHEELS",305045G,Parts,0.185,10,1,1,31.47,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>"
TapeTech,"12"" PRESSURE PLATE",306027G,Parts,1.36,,,,57.56,"<p>TapeTech 12"" Pressure Plate (Gold)</p> <p>TapeTech part number:&nbsp;306027G&nbsp;</p>"
TapeTech,"12"" WIPER",310024F,Parts,0.17,11.5,5.5,0.5,27.31,"<p>Replacement 12"" Viton Wiper for 32TT, 33TT, EZ12H, PA12H, &amp; T30CF</p>"
TapeTech,FLAT BOX WHEEL,310051F,Parts,0.0085,0.75,0.75,0.5,3.04,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>"
TapeTech,"12"" SPACER ROD TAPETECH",310071,Parts,0,,,,11.41,"<p>TapeTech 12"" Spacer Rod</p>"
TapeTech,10-24 X1 1/4 SL. FIL HD SCREW,3390736,Parts,0.01008,0.3,0.3,1.3,,
TapeTech,"15"" SS BLADE",340001,Parts,0.0345,0.1,0.1,15,6.11,"<p>15"" Stainless Steel Blade</p>"
TapeTech,"15"" WIPER TAPETECH",340026,Parts,0.4,,,,,
TapeTech,BLADE HOLDER ASSEMBLY TAPETECH,344002,Parts,0,,,,,
TapeTech,"8"" WIPER SET",350008,Parts,0.09,,,,10.19,"8"" Wiper Set"
TapeTech,SEAL BLOCK   8,350033F,Parts,0.05,3,0.5,0.5,28.54,<p>Replacement seal block for TapeTech 35TT 8in Corner Applicator</p>
TapeTech,"8"" PRESSURE PLATE",350034,Parts,0.236,7,3,0.25,22.74,<p>Replacement pressure plate for TapeTech 35TT</p>
TapeTech,FILLER TUBE ASSEMBLY- BODY ONLY TAPETECH,354003F,Parts,0.041,,,,,
TapeTech,6-32 X 1/4 BIND HEAD SCREW,359005,Parts,0.00233,0.25,0.25,0.3,,
TapeTech,CARBIDE BLADE,400009F,Parts,0.01,2.5,0.2,0.2,13.45,"<p>For Repair or Maintenance of the TapeTech 40TT 2"" Corner Finisher</p> <p>&nbsp;</p> <meta charset=""utf-8""> <title>Untitled Document</title> <script type=""text/javascript""> function MM_preloadImages() { //v3.0   var d=document; if(d.images){ if(!d.MM_p) d.MM_p=new Array();     var i,j=d.MM_p.length,a=MM_preloadImages.arguments; for(i=0; i<a.length; i++)     if (a[i].indexOf(""#"")!=0){ d.MM_p[j]=new Image; d.MM_p[j++].src=a[i];}} } function MM_swapImgRestore() { //v3.0   var i,x,a=document.MM_sr; for(i=0;a&&i<a.length&&(x=a[i])&&x.oSrc;i++) x.src=x.oSrc; } function MM_findObj(n, d) { //v4.01   var p,i,x;  if(!d) d=document; if((p=n.indexOf(""?""))>0&&parent.frames.length) {     d=parent.frames[n.substring(p+1)].document; n=n.substring(0,p);}   if(!(x=d[n])&&d.all) x=d.all[n]; for (i=0;!x&&i<d.forms.length;i++) x=d.forms[i][n];   for(i=0;!x&&d.layers&&i<d.layers.length;i++) x=MM_findObj(n,d.layers[i].document);   if(!x && d.getElementById) x=d.getElementById(n); return x; } function MM_swapImage() { //v3.0   var i,j=0,x,a=MM_swapImage.arguments; document.MM_sr=new Array; for(i=0;i<(a.length-2);i+=3)    if ((x=MM_findObj(a[i]))!=null){document.MM_sr[j++]=x; if(!x.oSrc) x.oSrc=x.src; x.src=a[i+2];} } </script> <img src=""Schematic w Images.jpg"" alt="""" width=""1500"" height=""1073"" usemap=""#Map"" id=""Image1""> <map name=""Map"">   <area shape=""rect"" coords=""264,487,352,516"" href=""http://www.tswfast.com/product/TTT059084"" onmouseover=""MM_swapImage('Image1','','Schematic w Images/Schematic w Images(059084).jpg',1)"" onmouseout=""MM_swapImgRestore()"">   <area shape=""rect"" coords=""390,698,490,720"" href=""http://www.tswfast.com/product/TTT400009F"" onmouseover=""MM_swapImage('Image1','','Schematic w Images(400009F).jpg',1)"" onmouseout=""MM_swapImgRestore()"">   <area shape=""rect"" coords=""372,764,449,795"" href=""http://www.tswfast.com/product/TTT409011"" onmouseover=""MM_swapImage('Image1','','Schematic w Images(409011).jpg',1)"" onmouseout=""MM_swapImgRestore()"">   <area shape=""rect"" coords=""609,762,689,790"" href=""http://www.tswfast.com/product/TTT409013"" onmouseover=""MM_swapImage('Image1','','Schematic w Images(409013)2.jpg',1)"" onmouseout=""MM_swapImgRestore()"">   <area shape=""rect"" coords=""285,292,407,318"" href=""http://www.tswfast.com/product/TTT402017F"" onmouseover=""MM_swapImage('Image1','','Schematic w Images/Schematic w Images(402017F).jpg',1)"" onmouseout=""MM_swapImgRestore()"">   <area shape=""rect"" coords=""574,106,666,136"" href=""http://www.tswfast.com/product/TTT059091"" onmouseover=""MM_swapImage('Image1','','Schematic w Images(059091).jpg',1)"" onmouseout=""MM_swapImgRestore()"">   <area shape=""rect"" coords=""733,294,834,320"" href=""http://www.tswfast.com/product/TTT400009F"" alt="""" onmouseover=""MM_swapImage('Image1','','Schematic w Images(400009F)2.jpg',1)"" onmouseout=""MM_swapImgRestore()"">   <area shape=""rect"" coords=""266,589,357,613"" href=""http://www.tswfast.com/product/TTT404014F"" onmouseover=""MM_swapImage('Image1','','Schematic w Images(404014F).jpg',1)"" onmouseout=""MM_swapImgRestore()"">   <area shape=""rect"" coords=""878,326,951,351"" href=""http://www.tswfast.com/product/TTT409011"" onmouseover=""MM_swapImage('Image1','','Schematic w Images(409011)2.jpg',1)"" onmouseout=""MM_swapImgRestore()"">   <area shape=""rect"" coords=""895,401,983,426"" href=""http://www.tswfast.com/product/TTT409013"" onmouseover=""MM_swapImage('Image1','','Schematic w Images(409013).jpg',1)"" onmouseout=""MM_swapImgRestore()""> </map> <map name=""Map"">   <area shape=""rect"" coords=""878,326,954,354"" href=""http://www.tswfast.com/product/TTT409011"" onmouseover=""MM_swapImage('Image1','','Schematic w Images(409011)2.jpg',1)"" onmouseout=""MM_swapImgRestore()"">   <area shape=""rect"" coords=""894,401,982,425"" href=""http://www.tswfast.com/product/TTT409013"">   <area shape=""rect"" coords=""264,588,357,614"" href=""http://www.tswfast.com/product/TTT404014F"" onmouseover=""MM_swapImage('Image1','','Schematic w Images/Schematic w Images(404014F).jpg',1)"" onmouseout=""MM_swapImgRestore()"">   </map>"
TapeTech,SPRING RETAINER STOP,402002F,Parts,0.0035,0.25,0.5,0.75,10.43,"<p>Replacement 4800 spring retainer for TapeTech 16TT, 16TT90, 40TT, 45T, 48TT, and 50TT Corner Finishers</p>"
TapeTech,INSERT SOCKET FOR ANGLE HEADS,402006,Parts,0.0065,1,2,1,12.47,"<p>Replacement&nbsp;Insert Socket For TapeTech Angle Heads: 16TT, 16TT90, 40TT, 45TT, 48TT, and 48XTT</p>"
TapeTech,BALL RETAINER,402012,Parts,0.018,0.1,1,2,11.41,Ball Retainer
TapeTech,CENTER CLIP (SHORT),402017F,Parts,0.0035,0.1,1,0.2,1.32,"<p>For Repair or Maintenance of the TapeTech 40TT 2"" Corner Finisher</p>"
TapeTech,Blade Holder Stop,402019,Parts,0.01,,,,3.83,"<p>Replacement frame stop for TapeTech corner finishers 40TT, 45TT, and 48XTT.</p>"
TapeTech,CENTER CLIP ASSEMBLY,404014F6,Parts,0.16667,,,,,
TapeTech,RETAINER SPRING TAPETECH,409010,Parts,0.001,1,0.25,0.25,,
TapeTech,ANGLE HEAD SKID,4090116,Parts,0.006,3,0.02,0.2,,
TapeTech,4-40 x 1/8 SOCKET HEAD C SETSCREW +,4090136,Parts,0.005,0.1,0.1,0.1,3.45,<p>4-40 X 1/8 Socket Head SST Setscrew (6)</p>
TapeTech,RETAINER SPRING,409021,Parts,0.01,,,,3.26,<p>TapeTech Retainer Spring</p>
TapeTech,Blade  Carbide  2.5,420009,Parts,0.01,2.75,0.2,0.1,10.95,"Blade, Carbide, 2.5"""
TapeTech,"3"" ANGLE HEAD CARBIDE BLADE",450009F,Parts,0.01,3.5,0.1,0.2,15.89,"<p>For Repair or Maintenance of the TapeTech 45TT 3"" Corner Finisher</p>"
TapeTech,WEAR PAD,480002F,Parts,0.007,0.15,0.3,2,9.38,<p>Replacement wear pad for TapeTech 48TT &amp; 48XTT corner finishers</p>
TapeTech,OUTSIDE TENSION SPRING TAPETECH,480005,Parts,0.01,4,1,0.25,3.19,Outside Tension Spring
TapeTech,ADJUSTABLE ARM  - RIGHT,480007F,Parts,0.0155,0.1,0.25,1.75,,
TapeTech,ADJUSTABLE ARM  - LEFT,480008F,Parts,0.016,0.25,0.25,1.75,,
TapeTech,EASYROLL FRAME RIGHT TAPETECH,480016F,Parts,0,,,,,
TapeTech,CENTER CLIP (SHORT),480017F6,Parts,0.0045,1,0.5,0.5,,
TapeTech,INSIDE TENSION SPRING TAPETECH,480021,Parts,0.0075,0.25,0.5,3.25,2.86,Inside Tension Spring
TapeTech,WHEEL WHEEL,480026,Parts,0.0065,0.5,0.5,0.5,5.13,<p>Replacement Grooved&nbsp;Wheel for TapeTech 48TT and 48XTT Corner Finishers</p>
TapeTech,WHEEL BUSHING,480027,Parts,0.01,0.3,0.2,0.2,3.26,<p>Wheel Bushing</p>
TapeTech,"3 1/2"" ANGLE HEAD CARBIDE BLADE",480209,Parts,0.01,4,0.1,0.1,20.79,"<p>3 1/2"" ANGLE HEAD CARBIDE BLADE</p>"
TapeTech,HEAD FRAME STOP TAPETECH,480230,Parts,0,,,,,
TapeTech,CENTER CLIP ASSY (SERIAL # HIGHER THAN 23233),484014F6,Parts,0.16666,2,1,1,,
TapeTech,"3"" EASYROLL  CORNER FINISHER HEAD",486001F,Parts,0.29,,,,110.72,"<ul> <li>3"" Easy Roll Head Casting</li> <li>TapeTech part<br>MPN: 486001F</li> </ul>"
TapeTech,6-32 x 1/8 SOCKET HEAD SETSCREW,4890136,Parts,0.001,0.125,0.125,0.125,,
TapeTech,SCREW 4-40 X 5/16 NYLOCK PAN,489020,Parts,0.0015,0.1,0.1,0.25,,
TapeTech,SCREW 4-40 X 1/2 BIND HD SS TAPETECH,489022,Parts,0.0008,0.25,0.25,0.6,,
TapeTech,#6 FLAT WASHER SST FOR CORNER WHEEL,4890236,Parts,0.0085,0.2,0.2,0.1,,
TapeTech,O-RING 568-109 BUNA,4890286,Parts,0.001,,,,,
TapeTech,6/32 X 5/8 SOC HD SST SCREW TAPETECH,489029,Parts,0.01,0.75,0.2,0.2,0.44,<p>Replacement&nbsp;TapeTech&nbsp;Screw for&nbsp;Corner&nbsp;finisher 48TT and 48XTT</p>
TapeTech,TTECH 4-40 X 3/16 FLAT HEAD SCREW,499023,Parts,0.00117,0.2,0.2,0.2,,
TapeTech,Washer - .188Id X,499024,Parts,0.00075,0.1,0.4,0.4,0.44,Washer - .188Id X
TapeTech,SCREW 6-32 X 1/2 BIND HD 18-8  TAPETECH,499025,Parts,1,,,,,
TapeTech,"7"" WIPER",500028,Parts,0.01,,,,10.19,"<p>TapeTech has been the number one selling brand of automatic taping and finishing tools for the drywall industry for over 30 years. TapeTech tools are known for quality design, engineering and performance.</p>"
TapeTech,"7"" PIVOT PRESSURE PLATE",502005F,Parts,0.075,0.75,0.75,2.75,22.01,"<p>7"" Pivot Pressure Plate</p>"
TapeTech,PIVOT BEARING,502006,Parts,0.0055,0.5,0.75,0.75,5.54,PIVOTBEARING
TapeTech,5L7D-Type 4 Nyliner,502007,Parts,0.00033,0.4,0.4,0.4,1.71,<p>Bearing</p>
TapeTech,SEAL,5020196,Parts,0.01,4,4,2,,
TapeTech,10-32 x 1/2 BIND HEAD SCREW  TAPETECH,509008,Parts,0.006,0.3,0.3,0.75,0.44,"10-32 X 1/2"" Bind Head Screw +"
TapeTech,4-40 x 5/16 FLAT HEAD SST TAPETECH,509010,Parts,0.01,0.2,0.2,0.2,,
TapeTech,SCREW 1/4-20X 5/8 HEX HEAD TAPETECH,559017,Parts,0.01,0.65,0.5,0.5,,
TapeTech,"2"" NAIL SPOTTER CARBIDE BLADE",600005F,Parts,0.01,0.1,0.1,2.5,13.45,"2"" Nail Spotter Carbide Blade"
TapeTech,Handle Connector,600022,Parts,0.01,0.5,2.25,0.002,,
TapeTech,SPECIAL RIVET,602029F,Parts,0.01,,,,,
TapeTech,ADJUSTABLE STOP TAPETECH,602035,Parts,0,,,,,
TapeTech,SPECIAL WASHER TAPE TECH,602045F,Parts,0.0065,1,0.2,1,,
TapeTech,4-40 X 1/2 FLAT HEAD SST SCREW,6090086,Parts,0.01,,,,,
TapeTech,SCREW 6-32 X 1/8 RD HD SS TAPETECH,609011,Parts,0.001,0.25,0.25,0.25,,
TapeTech,4-40 ELASTIC SST STOP NUT +,6090126,Parts,0.01,0.1,0.2,0.2,,
TapeTech,NUT BLOCK,609015,Parts,0.0045,0.25,0.5,0.5,4.81,<p>Replacement nut block for TapeTech Nail Spotter -- 63TT (2 inch)&nbsp;&amp; 68TT (3 inch)</p>
TapeTech,Washer (Plastic),6090186,Parts,0.0001,0.5,0.001,0.5,,
TapeTech,FRICTION WASHER TAPETECH,609020,Parts,0.0015,0.6,0.05,0.6,,
TapeTech,TAPETECH 10-32X5/8 SCREW RD HD,609021,Parts,0.00675,0.35,0.35,0.7,,
TapeTech,10-32 X 3/4 FLAT HD SST SCREW TAPETECH,609032,Parts,0.1,,,,,
TapeTech,4-40 X 3/8 FLAT HEAD SST SCREW,6090486,Parts,0.01,0.2,0.1,0.1,,
TapeTech,TAPETECH SERRATED HEX FLANGE NUT,609049,Parts,0.00433,0.2,0.5,0.5,,
TapeTech,TAPETECH 6-32 X 3/32 SCREW SLOTTED RD,609050,Parts,1,,,,,
TapeTech,HINGE BLOCK FOR NAIL SPOTTER TAPETECH,630010,Parts,0.5,,,,,
TapeTech,"2"" N.S. INSERT TAPETECH",630030,Parts,1,,,,,
TapeTech,"2"" N.S. WIPER",631015,Parts,0.0855,6,2,1,37.67,"<ul> <li>TapeTech® 2"" Nail Spotter Wiper</li> <li>Leaves a clean finish</li> <li>Durable blade</li> </ul>"
TapeTech,"SPRING, NAIL SPOTTERS LOW FORCE",632026,Parts,0.0195,12,0.5,0.5,2.93,"<p>Spring, Nail Spotter</p> <p>Part # 632026 to 2"" EZ Clean Nail Spotter</p>"
TapeTech,"TAPETECH 2"" PRESS PLATE ASSY W/NEW STYLE TAB",634028,Parts,1,,,,95.80,"<p>TapeTech 2"" Pressure Plate Assembly w/ New Style Tab</p>"
TapeTech,PLASTIC WASHER TAPETECH,639020,Parts,0.0015,0.1,0.5,0.5,,
TapeTech,"3"" NAIL SPOTTER BLADE",650005F,Parts,0.0135,3.5,0.002,0.001,15.89,<p>Replacement Carbide Blade for TapeTech 68TT 3 inch Nail Spotter</p>
TapeTech,"3"" SKID FOR NS03TT TAPETECH",650007,Parts,1,,,,24.46,<p>TapeTech Skid for NS03TT</p>
TapeTech,SPECIAL WASHER TAPETECH,650040,Parts,0.0345,0.5,1,0.1,4.40,<p>TapeTech Special Washer</p>
TapeTech,TAPETECH 10-32X3/4 SCREW,659021,Parts,0.0065,0.3,0.3,0.8,,
TapeTech,"3"" NAIL SPOTTER WIPER",681015,Parts,0.0875,4.75,3.25,0.5,45.58,<p>Replacement 3 Inch Wiper For TapeTech EasyClean Nailspotter Door Plate</p> <ul> <li>TapeTech- part # 680015</li> <li>Mfr:&nbsp;TapeTech </li> <li>MPN:&nbsp;680015</li> </ul>
