"row_index","sku","name","brand","old_regular_price","new_regular_price","source","source_variant_sku","source_variant_title","source_product_title","source_url","match_score","match_type"
"641","CT109","1/4 - 20 Hex Nut","Columbia Tools","","7.02","csrbuilding.com","08CT109","CT109 - 1/4 - 20 Hex Nut","Columbia Automatic Taper Body Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-body-repair-parts","190","normalized_sku_or_variant_part_token"
"643","CT112","Connecting Stud","Columbia Tools","","13.02","csrbuilding.com","08CT112","CT112 - Connecting Stud","Columbia Automatic Taper Body Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-body-repair-parts","190","normalized_sku_or_variant_part_token"
"644","CT115","Guard Ring","Columbia Tools","","24.57","csrbuilding.com","08CT115","CT115 - Guard Ring","Columbia Automatic Taper Body Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-body-repair-parts","190","normalized_sku_or_variant_part_token"
"648","CT121A","O-Ring","Columbia Tools","","1.69","csrbuilding.com","08CT121A","CT121A - O-Ring","Columbia Automatic Taper Body Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-body-repair-parts","190","normalized_sku_or_variant_part_token"
"649","CT124","Hand Grip Guard Ring","Columbia Tools","","24.57","csrbuilding.com","08CT124","CT124 - Hand Grip Guard Ring","Columbia Automatic Taper Body Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-body-repair-parts","190","normalized_sku_or_variant_part_token"
"652","CT126","Hand Grip Body","Columbia Tools","","84.21","csrbuilding.com","08CT126","CT126 - Hand Grip Body","Columbia Automatic Taper Body Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-body-repair-parts","190","normalized_sku_or_variant_part_token"
"655","CT132","Connecting Link","Columbia Tools","","2.00","csrbuilding.com","08CT132","CT132 - Connecting Link","Columbia Automatic Taper Body Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-body-repair-parts","190","normalized_sku_or_variant_part_token"
"657","FA291","1/4-20 Hex Nut","Columbia Tools","","1.40","csrbuilding.com","08FA291","FA291 - 1/4-20 Hex Nut","Columbia Automatic Taper Body Repair Parts","https://csrbuilding.com/en-us/products/columbia-automatic-taper-body-repair-parts","190","normalized_sku_or_variant_part_token"
"660","BH1","Mounting Plate","Columbia Tools","","38.28","csrbuilding.com","08BH1","BH1 - Mounting Plate","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"663","BH24A","Bearing Sleeve","Columbia Tools","","4.92","csrbuilding.com","08BH24A","BH24A - Bearing Sleeve","Columbia 180 Grip Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-180-grip-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"665","BH3","Lower Mounting Bracket","Columbia Tools","","40.70","csrbuilding.com","08BH3","BH3 - Lower Mounting Bracket","Columbia 180 Grip Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-180-grip-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"669","BH7","Cam Follower","Columbia Tools","","18.24","csrbuilding.com","08BH7","BH7 - Cam Follower","Columbia 180 Grip Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-180-grip-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"670","BH9-3","Brake Connecting Strap - 3'","Columbia Tools","","33.68","csrbuilding.com","08BH9-3","BH9-3 - Brake Connecting Strap - 3'","Columbia 180 Grip Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-180-grip-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"671","BH9-4","Brake Connecting Strap - 4'","Columbia Tools","","39.30","csrbuilding.com","08BH9-4","BH9-4 - Brake Connecting Strap - 4'","Columbia 180 Grip Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-180-grip-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"672","BH9-42","Brake Connecing Strap - 42""","Columbia Tools","","36.50","csrbuilding.com","08BH9-42","BH9-42 - Brake Connecing Strap - 42""","Columbia 180 Grip Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-180-grip-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"673","BH9-5","Brake Connecting Strap - 5'","Columbia Tools","","42.11","csrbuilding.com","08BH9-5","BH9-5 - Brake Connecting Strap - 5'","Columbia 180 Grip Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-180-grip-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"674","BH9-6","Brake Connecting Strap -6'","Columbia Tools","","44.92","csrbuilding.com","08BH9-6","BH9-6 - Brake Connecting Strap -6'","Columbia 180 Grip Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-180-grip-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"675","FA202","1/16 X 1/2"" Cotter Pin","Columbia Tools","","0.64","csrbuilding.com","08FA202","FA202 - 1/16 X 1/2"" Cotter Pin","Columbia 180 Grip Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-180-grip-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"678","FA311","Columbia FA311 1/4-28 X 1/2"" Socket Head","Columbia Tools","","1.78","csrbuilding.com","08FA311","FA311 - 1/4-28 X 1/2"" Socket Head","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"680","FA259","Columbia FA259 8-32 X 5/16"" Binder Slot","Columbia Tools","","0.64","csrbuilding.com","08FA259","FA259 8-32 X 5/16"" Binder Slot","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"681","FA315","Columbia FA315 10-32 X 3/8"" Flat Socket Head","Columbia Tools","","2.00","csrbuilding.com","08FA315","FA315 10-32 X 3/8"" Flat Socket Head","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"682","FA316","10-32 X 1/2"" Flat Socket Head","Columbia Tools","","2.00","csrbuilding.com","08FA316","FA316 - 10-32 X 1/2"" Flat Socket Head","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"683","FA320","1/4-28-3/8"" Socket Set Screw","Columbia Tools","","2.00","csrbuilding.com","08FA320","FA320 - 1/4-28-3/8"" Socket Set Screw","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"684","HH2","Upper Mounting Bracket","Columbia Tools","","84.36","csrbuilding.com","08HH2","HH2 - Upper Mounting Bracket","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"685","HH7","Brake","Columbia Tools","","28.12","csrbuilding.com","08HH7","HH7 - Brake","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"686","HH9","Coiled Hydraulic Line","Columbia Tools","","51.62","csrbuilding.com","08HH9","HH9 - Coiled Hydraulic Line","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"687","HH10A","Top Cap","Columbia Tools","","2.11","csrbuilding.com","08HH10A","HH10A - Top Cap","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"688","HH10B","Bottom Cap","Columbia Tools","","2.00","csrbuilding.com","08HH10B","HH10B - Bottom Cap","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"689","HH12","Brake Spring","Columbia Tools","","5.62","csrbuilding.com","08HH12","HH12 - Brake Spring","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"690","HH13","Brake Pin","Columbia Tools","","20.09","csrbuilding.com","08HH13","HH13 - Brake Pin","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"691","HH14","Brake Piston","Columbia Tools","","21.69","csrbuilding.com","08HH14","HH14 - Brake Piston","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"692","HH15","Grip Sleeve Octagon","Columbia Tools","","18.35","csrbuilding.com","08HH15","HH15 - Grip Sleeve Octagon","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"693","HH16","Piston Housing","Columbia Tools","","33.74","csrbuilding.com","08HH16","HH16 - Piston Housing","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"694","HH16A","Bleeder Screw","Columbia Tools","","21.07","csrbuilding.com","08HH16A","HH16A - Bleeder Screw","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"695","HH17A","Brass Connector 1","Columbia Tools","","5.62","csrbuilding.com","08HH17A","HH17A - Brass Connector 1","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"696","HH17B","Brass Connector 2","Columbia Tools","","5.62","csrbuilding.com","08HH17B","HH17B - Brass Connector 2","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"697","HH17C","Line Pincher","Columbia Tools","","4.28","csrbuilding.com","08HH17C","HH17C - Line Pincher","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"698","HH19","Cap","Columbia Tools","","21.00","csrbuilding.com","08HH19","HH19 - Cap","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"699","HH23","Piston O-Ring","Columbia Tools","","2.00","csrbuilding.com","08HH23","HH23 - Piston O-Ring","Columbia Hydra-Reach Box Handle Repair Parts","https://csrbuilding.com/en-us/products/columbia-hydra-reach-box-handle-repair-parts","190","normalized_sku_or_variant_part_token"
"700","CR1","Head Casting","Columbia Tools","","50.40","csrbuilding.com","08CR1","CR1 - Head Casting","Columbia Corner Roller Repair Parts","https://csrbuilding.com/en-us/products/columbia-corner-roller-repair-parts","190","normalized_sku_or_variant_part_token"
"701","CR2","Roller (2 piece - nylatron/steel)","Columbia Tools","","14.61","csrbuilding.com","08CR2","CR2 - Roller (2 piece - nylatron/steel)","Columbia Corner Roller Repair Parts","https://csrbuilding.com/en-us/products/columbia-corner-roller-repair-parts","190","normalized_sku_or_variant_part_token"
"703","CR4","Cut Washer","Columbia Tools","","3.73","csrbuilding.com","08CR4","CR4 - Cut Washer","Columbia Corner Roller Repair Parts","https://csrbuilding.com/en-us/products/columbia-corner-roller-repair-parts","190","normalized_sku_or_variant_part_token"
"708","FA299","1/4-20 x 1 1/2"" Pan Phillips","Columbia Tools","","4.00","csrbuilding.com","08FA299","FA299 - 1/4-20 x 1 1/2"" Pan Phillips","Columbia Corner Roller Repair Parts","https://csrbuilding.com/en-us/products/columbia-corner-roller-repair-parts","190","normalized_sku_or_variant_part_token"
