sku_code,product_title,variant_title,sales_price,cost_price,brand,upc_code,image_url,country_origin_code,weight,weight_unit,product_id,min_reorder_level,quantity_to_reorder,max_reorder_level,width,depth,height,dimensions_unit,tax_rate,estimated_delivery,tags,product_properties,variant_options,tariff_code,hazmat,qty_on_hand,total_qty,total_stock_value
FA280,#10 Belleville Washer,Standard,1.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/RF9QSZJvq-PBHjgLyy9pJQg_hTDt-1lmeoPBTwW31h8/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyODBfMDEud2Vi/cA,US,0.0,oz,716869984,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Corner Flusher Box,FA280,Flat Finishing Box,Hinged Nailspotter,Repair Parts",{},{},,,100,100,0.0
FA268,#10 Flat Washer,Standard,2.25,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/K3MdZ5MtwuEum4mqVR73lwP7IjN3vbCjySx1q-Y6mC8/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyNjhfMDEud2Vi/cA,US,0.0,oz,716869992,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Flat Finishing Box,Repair Parts,180 Grip Box Handle,FA268",{},{},,,100,100,0.0
FA270,"#10 x 3/4"" Fender Washer",Standard,2.5,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/aqtIilKUjoie9TwVrMZk-JxNF0HnvOKtcK4mCufIB6w/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyNzBfMDEud2Vi/cA,US,0.0,oz,716869999,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,FA270,Hot Mud Pump",{},{},,,100,100,0.0
FA228,#6 Flat Washer,Standard,1.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/rIdiJkPpl0XoXSFWggM3SCzoAub8yXWHqE-95x5s-E4/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyMjhfMDEud2Vi/cA,US,0.0,oz,716870000,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Corner Flusher Box,Hinged Nailspotter,Repair Parts,Automatic Taper Head,FA228",{},{},,,100,100,0.0
FA229,#6 Lock Washer,Standard,1.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/b5Yad5-qwxC8FV-MCeTfPWt53mDvsNEjFfSxqriC-2s/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyMjlfMDEud2Vi/cA,US,0.0,oz,716870006,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Automatic Taper Head,FA229,Matrix Handle",{},{},,,100,100,0.0
FA230,#6 Star Washer,Standard,1.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/s-mfdTbb5BXpWK5NHaSwfqcwj9-CbmgLnmay5cdtC7w/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyMzBfMDEud2Vi/cA,US,0.0,oz,716870012,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Automatic Taper Head,FA230",{},{},,,100,100,0.0
FA253,#8 Flat Washer,Standard,1.85,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/Przt0vIu1CCDSL3j77IVlKe-_Uk_PNJJJa5zPG67mjQ/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyNTNfMDEud2Vi/cA,US,0.0,oz,716870016,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Corner Flusher Box,Repair Parts,Automatic Taper Head,FA253",{},{},,,100,100,0.0
FA252,#8 Star Washer,Standard,2.05,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/rbng452hbnIMV49ewUrFYjos9eX9aUzWKJb-i6g7JuA/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyNTJfMDEud2Vi/cA,US,0.0,oz,716870022,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Hinged Nailspotter,Repair Parts,FA252,Hydra-Reach Box Handle",{},{},,,100,100,0.0
FA202,"1/16 X 1/2"" Cotter Pin",Standard,1.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/Tdx7v9Vcu3KMLMr5z1kOenznblrK8EWo_PlWX6v7DiE/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyMDJfMDEud2Vi/cA,US,0.0,oz,716870034,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,180 Grip Box Handle,FA202",{},{},,,100,100,0.0
FA200,"1/16 x 1/4"" Split Pin",Standard,1.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/5bQc-2oSkC4R7LB3I7t0V878idldFBhdNzMoJwoJU84/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyMDBfMDEud2Vi/cA,US,0.0,oz,716870042,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Automatic Taper Head,FA200",{},{},,,100,100,0.0
FA203,"1/16 x 3/4"" Cotter Pin",Standard,1.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/piSz1bPcyA2LoNEh1lcDBeWfEEd_CqQoFcJDKrHuVr4/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyMDNfMDEud2Vi/cA,US,0.0,oz,716870051,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Automatic Taper Head,FA203",{},{},,,100,100,0.0
FA3,"1/2"" x 7/8"" Flat Washer",Standard,2.5,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/Erwl5L0ilbnBcR6dSnAGK-jYldrSS5bvtA8usitMvKk/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEzXzAxLndlYnA,US,0.0,oz,716870057,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Hot Mud Pump,FA308",{},{},,,100,100,0.0
CT109,1/4 - 20 Hex Nut,Standard,6.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/AMK85ArmajCKYVVPDp3RP_p-TMrd8UdDRZRATY2sH-A/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/Y3QxMDlfMDEud2Vi/cA,US,0.0,oz,716870067,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Automatic Taper Body,CT109",{},{},,,100,100,0.0
FA296,"1/4 -20 x 1/2"" Hex Bolt",Standard,3.35,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/QHjcxkKUi5ckxWC3k7txkiUvxiFp7FBXVyXnW__2fyA/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyOTZfMDEud2Vi/cA,US,0.0,oz,716870079,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Corner Flusher Box,Repair Parts,FA296",{},{},,,100,100,0.0
FA295,"1/4 x 1/2"" Flathead Socket",Standard,3.45,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/VbafXM7Zwp5FPQV0ca1ZQWjeTKzKsZqsoM1DH4qPpRU/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyOTVfMDEud2Vi/cA,US,0.0,oz,716870084,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Automatic Taper Body,FA295",{},{},,,100,100,0.0
FA379,"1/4"" SS E-Clip",Standard,3.25,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/AZlowFk0wFiPzgAW_ZXXMFFBiAoqlVbGSE5T4BlO2bg/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEzNzlfMDEud2Vi/cA,US,0.0,oz,716870087,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Matrix Handle,FA379",{},{},,,100,100,0.0
FA286,"1/4"" x 1/2"" Flat Washer",Standard,1.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/z8h6yyGON5sQ4rug2npRSm3NJPFeQJ4Mt1TSfP7WJvU/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyODZfMDEud2Vi/cA,US,0.0,oz,716870093,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Hot Mud Pump,FA286",{},{},,,100,100,0.0
FA288,"1/4"" X 3/4"" Split Pin",Standard,2.25,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/LvdkDyk1TWjFVz_DTPjnDkmvldUUUQUgBG90PPpbTq0/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyODhfMDEud2Vi/cA,US,0.0,oz,716870098,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Corner Roller,FA288",{},{},,,100,100,0.0
FA291,1/4-20 Hex Nut,Standard,2.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/j2HRJKdDLwtjgdZifJlemFs8zHf0KPfNY13YQ6ryO0A/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyOTFfMDEud2Vi/cA,US,0.0,oz,716870104,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Automatic Taper Body,FA291",{},{},,,100,100,0.0
FA299,"1/4-20 x 1 1/2"" Pan Phillips",Standard,4.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/vpM6znQ8EqfyDhGw2XRTtSoY01uZW2zNKRB1OB91mSU/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyOTlfMDEud2Vi/cA,US,0.0,oz,716870108,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Corner Roller,FA299",{},{},,,100,100,0.0
FA313,1/4-20 X 1/4 Socket Head Set Screw,Standard,2.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/bRHyr6sLN_u8nWJAunuCLkRcvfw51UKGbMRh4UwXYgs/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEzMTNfMDEud2Vi/cA,US,0.0,oz,716870114,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Hot Mud Pump,FA313",{},{},,,100,100,0.0
FA301,"1/4-20 x 2 1/4"" Hex Bolt",Standard,3.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/Z_xvmnvorpcBDFthlHSqIUSdW5n9MpRbR5jh1dtat9M/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEzMDFfMDEud2Vi/cA,US,0.0,oz,716870122,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Hot Mud Pump,FA301",{},{},,,100,100,0.0
FA300,"1/4-20 x 2"" Hex Bolt",Standard,4.25,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/pgmHIO-V1HFugiGLf2uxiH2uRudWlMHPjycwbLMpBwU/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEzMDBfMDEud2Vi/cA,US,0.0,oz,716870130,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Hot Mud Pump,FA300",{},{},,,100,100,0.0
FA294,"1/4-20 x 38"" Socket",Standard,3.25,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/Wd-Xy1K3xlLj8OB_mlOt5UEQ5eg4LWSyrZb6R9gVBIY/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyOTRfMDEud2Vi/cA,US,0.0,oz,716870137,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Hot Mud Pump,FA294",{},{},,,100,100,0.0
FA297,"1/4-20 x 5/8"" Socket",Standard,2.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/dyQ5qgmb-LDdaFSUUX7NJcfOV0oflW_HlH_Hwpbtj24/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyOTdfMDEud2Vi/cA,US,0.0,oz,716870141,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Hot Mud Pump,FA297",{},{},,,100,100,0.0
FA298,"1/4-20 x 7/8"" Flat Socket",Standard,2.85,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/ox_7YE3f6rGVZruw1rkIewkc4xDuPMVZ_TTIswoSM0c/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyOThfMDEud2Vi/cA,US,0.0,oz,716870145,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Automatic Taper Body,FA298",{},{},,,100,100,0.0
FA302,"1/4-28 x 1/4"" Set Screw",Standard,3.85,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/lXOLS8pdKVLuTfH2zVGoFugBOm42pjqwPm8Sd6X59_w/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEzMDJfMDEud2Vi/cA,US,0.0,oz,716870152,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,180 Grip Box Handle,FA302",{},{},,,100,100,0.0
FA320,"1/4-28-3/8"" Socket Set Screw",Standard,2.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/A--PUQs_IKTP6mW1vbNBP8xY2O1QLC2vjC9MKuwSZ10/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEzMjBfMDEud2Vi/cA,US,0.0,oz,716870157,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Hydra-Reach Box Handle,FA320",{},{},,,100,100,0.0
FA380,"1/8"" SS E-Clip",Standard,2.95,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/XBXU9xXd4xDQfGXOlIr-f9b7SR26a2kkS9so8xnh1MM/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEzODBfMDEud2Vi/cA,US,0.0,oz,716870161,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Matrix Handle,FA380",{},{},,,100,100,0.0
FA225,"1/8"" x 3/8"" Rivet Shoulder Washer",Standard,2.05,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/TgIXKReccpNeYmiaBFvZFE3ycJrSCS1Pzbik8fQ4TH0/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyMjVfMDEud2Vi/cA,US,0.0,oz,716870163,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Automatic Taper Body,FA225",{},{},,,100,100,0.0
FA224,"1/8"" x 3/8"" Split Pin",Standard,1.95,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/IgSQS7OeA4rHex_yTETKCflasiwmx030wJ8rK1JW4pU/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyMjRfMDEud2Vi/cA,US,0.0,oz,716870168,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Automatic Taper Head,FA224",{},{},,,100,100,0.0
FA271,10-24 Nyloc Nut,Standard,2.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/NIB_m6RlKs97Rs7geuAdR9t0OSbOOeWE27DIc73mG4A/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyNzFfMDEud2Vi/cA,US,0.0,oz,716870193,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Flat Finishing Box,Hinged Nailspotter,Repair Parts,Hot Mud Pump,FA271",{},{},,,100,100,0.0
FA272,10-24 Wing Nut,Standard,2.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/hv-Du9hOHWsX6LhtY2442eoaVH4j1JU6UlJTKOiRh4w/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyNzJfMDEud2Vi/cA,US,0.0,oz,716870198,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Flat Finishing Box,Repair Parts,FA272",{},{},,,100,100,0.0
FA273,"10-24 x 1"" Hex Bolt",Standard,3.25,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/lMVo7CWim5F75BovZe6ZdyvVTT3t_GtGq2asig-490Q/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyNzNfMDEud2Vi/cA,US,0.0,oz,716870204,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Hot Mud Pump,FA273",{},{},,,100,100,0.0
FA312,"10-24 X 1/4"" Socket Hand Set",Standard,2.85,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/fPn-RO6kxKSdVCPRiObhMdj5sU99yJFmX4o5iQ69M7w/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEzMTJfMDEud2Vi/cA,US,0.0,oz,716870219,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,180 Grip Box Handle,Hydra-Reach Box Handle,FA312",{},{},,,100,100,0.0
FA274,"10-24 x 3/8"" Socket",Standard,2.65,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/C_35UAWa1YHsNO_V__l2xC22g_ouvmjGLlugcB_359M/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyNzRfMDEud2Vi/cA,US,0.0,oz,716870228,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Hot Mud Pump,FA274",{},{},,,100,100,0.0
FA275,"10-24 x 7/8"" Hex Bolt",Standard,3.15,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/Jep05CLC-_ucyDdXzV323xWup2gPYfmwbFwoPgnkrs0/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyNzVfMDEud2Vi/cA,US,0.0,oz,716870231,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Flat Finishing Box,Repair Parts,FA275",{},{},,,100,100,0.0
FA276,"10-24 x 7/8"" Pan Slot",Standard,3.35,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/A-iCQcn-DLG3zuQ8PSykpV-A7GNvwYSp5ZkJGADl4so/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyNzZfMDEud2Vi/cA,US,0.0,oz,716870235,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,180 Grip Box Handle,FA276",{},{},,,100,100,0.0
FA316,"10-32 X 1/2"" Flat Socket Head",Standard,2.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/-LucrPiQzao_o3Ml70c7NQV4cJhNhbHRgNR2vF-gKJs/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEzMTZfMDEud2Vi/cA,US,0.0,oz,716870238,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Hydra-Reach Box Handle,FA316",{},{},,,100,100,0.0
FA382,"10-32 x 1/4"" SS Set Screw",Standard,1.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/XPJpHXXSWt8wu1k_SFg3-RN2mvgk6RMLKpwtesWCEV0/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEzODJfMDEud2Vi/cA,US,0.0,oz,716870241,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Matrix Handle,FA382",{},{},,,100,100,0.0
FA199,"2-56 x 3/16"" Binder Slot",Standard,1.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/Bbm_LvF4f8oW8xEprnm95ns0VjOIpLITSpqVKHzMt2Y/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmExOTlfMDEud2Vi/cA,US,0.0,oz,716870256,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Automatic Taper Head,FA199",{},{},,,100,100,0.0
FA365,"3/16 x 1"" Sping Pin SS",Standard,3.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/OEidoJ4x_UhZ_nNPY-GHWXUu1XoUEPbwsbOI5kV_NO8/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEzNjVfMDEud2Vi/cA,US,0.0,oz,716870260,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Matrix Handle,FA365",{},{},,,100,100,0.0
FA206,4-40 Hex Nut,Standard,2.0,0.0,Columbia Tools,"",https://thumbnails.veeqo.com/K8paJSfoEYfnkhawDGGWPSKPSuBNVOzyz5i5Awa5z1I/rs:fit:1000:1000/aHR0cHM6Ly9kcnl3/YWxsdG9vbGJveC5j/b20vd3AtY29udGVu/dC91cGxvYWRzLzIw/MjYvbWVkaWEvY29s/dW1iaWFfdG9vbHNf/ZmEyMDZfMDEud2Vi/cA,US,0.0,oz,716870263,0,0,0,0.0,0.0,0.0,inches,6.875,,"Columbia Tools,Repair Parts,Automatic Taper Head,FA206",{},{},,,100,100,0.0
