sku,type,parent_sku,gallery_position,filename,url,mapping_reason
CLT42,variation,COL-CAM-LOCK-TUBE,3,columbia_tools_compound_tube_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_compound_tube_01.webp,optimized_append
CLT55,variation,COL-CAM-LOCK-TUBE,1,columbia_tools_clt24_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_clt24_01.webp,wc_export_order_preserved
CLT55,variation,COL-CAM-LOCK-TUBE,2,columbia_tools_clt_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_clt_01.webp,optimized_append
CLT55,variation,COL-CAM-LOCK-TUBE,3,columbia_tools_compound_tube_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_compound_tube_01.webp,optimized_append
2.5CSF,variation,COL-COMBO-FLUSHER,1,columbia_tools_2_5csf_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_2_5csf_01.webp,wc_export_order_preserved
COL-COMPOUND-TUBE,variable,,1,columbia_tools_cmt_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cmt_01.webp,wc_export_order_preserved
COL-COMPOUND-TUBE,variable,,2,columbia_tools_compound_tube_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_compound_tube_01.webp,wc_export_order_preserved
COL-COMPOUND-TUBE,variable,,3,columbia_tools_cmt24_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cmt24_01.webp,wc_export_order_preserved
COL-DIRECT-FLUSHER,variable,,1,columbia_tools_2_5df_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_2_5df_01.webp,wc_export_order_preserved
COL-DIRECT-FLUSHER,variable,,2,columbia_tools_3df_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_3df_01.webp,wc_export_order_preserved
COL-DIRECT-FLUSHER,variable,,3,columbia_tools_3wtdf_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_3wtdf_01.webp,wc_export_order_preserved
COL-DIRECT-FLUSHER,variable,,4,columbia_tools_3_5df_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_3_5df_01.webp,wc_export_order_preserved
COL-DIRECT-FLUSHER,variable,,5,columbia_tools_4df_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_4df_01.webp,wc_export_order_preserved
3CSF,variation,COL-COMBO-FLUSHER,1,columbia_tools_3csf_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_3csf_01.webp,wc_export_order_preserved
3WTCSF,variation,COL-COMBO-FLUSHER,1,columbia_tools_3wtdf_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_3wtdf_01.webp,wc_export_order_preserved
3.5CSF,variation,COL-COMBO-FLUSHER,1,columbia_tools_2_5csf_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_2_5csf_01.webp,wc_export_order_preserved
CMT24,variation,COL-COMPOUND-TUBE,1,columbia_tools_cmt24_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cmt24_01.webp,wc_export_order_preserved
CMT32,variation,COL-COMPOUND-TUBE,1,columbia_tools_cmt24_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cmt24_01.webp,wc_export_order_preserved
CMT32,variation,COL-COMPOUND-TUBE,2,columbia_tools_cmt_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cmt_01.webp,optimized_append
CMT32,variation,COL-COMPOUND-TUBE,3,columbia_tools_compound_tube_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_compound_tube_01.webp,optimized_append
CMT42,variation,COL-COMPOUND-TUBE,1,columbia_tools_cmt24_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cmt24_01.webp,wc_export_order_preserved
CMT42,variation,COL-COMPOUND-TUBE,2,columbia_tools_cmt_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cmt_01.webp,optimized_append
CMT42,variation,COL-COMPOUND-TUBE,3,columbia_tools_compound_tube_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_compound_tube_01.webp,optimized_append
CMT55,variation,COL-COMPOUND-TUBE,1,columbia_tools_cmt24_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cmt24_01.webp,wc_export_order_preserved
CMT55,variation,COL-COMPOUND-TUBE,2,columbia_tools_cmt_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cmt_01.webp,optimized_append
CMT55,variation,COL-COMPOUND-TUBE,3,columbia_tools_compound_tube_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_compound_tube_01.webp,optimized_append
2.5DF,variation,COL-DIRECT-FLUSHER,1,columbia_tools_2_5df_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_2_5df_01.webp,wc_export_order_preserved
COL-FAT-BOY-FLAT-BOX,variable,,1,columbia_tools_8fbb_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_8fbb_01.webp,wc_export_order_preserved
