sku,type,parent_sku,gallery_position,filename,url,mapping_reason
PMHS,variation,COL-PREDATOR-MATRIX-HANDLE,5,columbia_tools_pmhs_05.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_pmhs_05.webp,optimized_append
PMH,variation,COL-PREDATOR-MATRIX-HANDLE,1,columbia_tools_pmh_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_pmh_01.webp,wc_export_order_preserved
PMHL,variation,COL-PREDATOR-MATRIX-HANDLE,1,columbia_tools_pmhl_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_pmhl_01.webp,wc_export_order_preserved
PC1HEXT,variation,COL-PREDATOR-ONE-HANDLE,1,columbia_tools_pc1hext_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_pc1hext_01.webp,wc_export_order_preserved
PC1H,variation,COL-PREDATOR-ONE-HANDLE,1,columbia_tools_pc1h_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_pc1h_01.webp,wc_export_order_preserved
PC1H,variation,COL-PREDATOR-ONE-HANDLE,2,columbia_tools_pc1_handles_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_pc1_handles_01.webp,optimized_append
PCHXL,variation,COL-PREDATOR-ONE-HANDLE,1,columbia_tools_pchxl_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_pchxl_01.webp,wc_export_order_preserved
2.5SF,variation,COL-STANDARD-FLUSHER,1,columbia_tools_25sf_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_25sf_01.webp,wc_export_order_preserved
2.5SF,variation,COL-STANDARD-FLUSHER,2,columbia_tools_25sf_02.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_25sf_02.webp,optimized_append
COL-THROTTLE-CORNER-FLUSHER-BOX,variable,,1,columbia_tools_7cfb_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_7cfb_01.webp,wc_export_order_preserved
COL-THROTTLE-CORNER-FLUSHER-BOX,variable,,2,columbia_tools_8cfb_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_8cfb_01.webp,wc_export_order_preserved
COL-THROTTLE-CORNER-FLUSHER-BOX,variable,,3,columbia_tools_cfb_back_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cfb_back_01.webp,wc_export_order_preserved
COL-TOOL-CASE,variable,,1,columbia_tools_tcs_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_tcs_01.webp,wc_export_order_preserved
COL-TOOL-CASE,variable,,2,columbia_tools_rc_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_rc_01.webp,wc_export_order_preserved
3SF,variation,COL-STANDARD-FLUSHER,1,columbia_tools_3sf_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_3sf_01.webp,wc_export_order_preserved
3SF,variation,COL-STANDARD-FLUSHER,2,columbia_tools_3sf_02.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_3sf_02.webp,optimized_append
3WTSF,variation,COL-STANDARD-FLUSHER,1,columbia_tools_3wtsf_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_3wtsf_01.webp,wc_export_order_preserved
3.5SF,variation,COL-STANDARD-FLUSHER,1,columbia_tools_35sf_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_35sf_01.webp,wc_export_order_preserved
3.5SF,variation,COL-STANDARD-FLUSHER,2,columbia_tools_35sf_02.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_35sf_02.webp,optimized_append
4SF,variation,COL-STANDARD-FLUSHER,1,columbia_tools_4sf_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_4sf_01.webp,wc_export_order_preserved
4SF,variation,COL-STANDARD-FLUSHER,2,columbia_tools_4sf_02.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_4sf_02.webp,optimized_append
7CFB,variation,COL-THROTTLE-CORNER-FLUSHER-BOX,1,columbia_tools_7cfb_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_7cfb_01.webp,wc_export_order_preserved
8CFB,variation,COL-THROTTLE-CORNER-FLUSHER-BOX,1,columbia_tools_8cfb_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_8cfb_01.webp,wc_export_order_preserved
TCS,variation,COL-TOOL-CASE,1,columbia_tools_tcs_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_tcs_01.webp,wc_export_order_preserved
TCS,variation,COL-TOOL-CASE,2,columbia_tools_tcs_02.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_tcs_02.webp,optimized_append
RC,variation,COL-TOOL-CASE,1,columbia_tools_rc_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_rc_01.webp,wc_export_order_preserved
RC,variation,COL-TOOL-CASE,2,columbia_tools_rc_02.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_rc_02.webp,optimized_append
RC,variation,COL-TOOL-CASE,3,columbia_tools_rc_03.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_rc_03.webp,optimized_append
COL-UHMW-MUD-APPLICATOR,variable,,1,columbia_tools_fmh_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fmh_01.webp,wc_export_order_preserved
COL-UHMW-MUD-APPLICATOR,variable,,2,columbia_tools_ia90_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_ia90_01.webp,wc_export_order_preserved
COL-UHMW-MUD-APPLICATOR,variable,,3,columbia_tools_oa90_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_oa90_01.webp,wc_export_order_preserved
COL-UHMW-MUD-APPLICATOR,variable,,4,columbia_tools_oa90a_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_oa90a_01.webp,wc_export_order_preserved
FMH,variation,COL-UHMW-MUD-APPLICATOR,1,columbia_tools_fmh_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fmh_01.webp,wc_export_order_preserved
IA90,variation,COL-UHMW-MUD-APPLICATOR,1,columbia_tools_ia90_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_ia90_01.webp,wc_export_order_preserved
OA90,variation,COL-UHMW-MUD-APPLICATOR,1,columbia_tools_oa90_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_oa90_01.webp,wc_export_order_preserved
OA90,variation,COL-UHMW-MUD-APPLICATOR,2,columbia_tools_oa90a_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_oa90a_01.webp,optimized_append
OA90-325,variation,COL-UHMW-MUD-APPLICATOR,1,columbia_tools_fmh_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fmh_01.webp,wc_export_order_preserved
TS,simple,,1,columbia_tools_ts_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_ts_01.webp,wc_export_order_preserved
TS,simple,,2,columbia_tools_rc_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_rc_01.webp,wc_export_order_preserved
TS,simple,,3,columbia_tools_10ffba_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_10ffba_01.webp,wc_export_order_preserved
TS,simple,,4,columbia_tools_12ffba_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_12ffba_01.webp,wc_export_order_preserved
TS,simple,,5,columbia_tools_mhs_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_mhs_01.webp,wc_export_order_preserved
TS,simple,,6,columbia_tools_8cfb_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_8cfb_01.webp,wc_export_order_preserved
TS,simple,,7,columbia_tools_3ah_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_3ah_01.webp,wc_export_order_preserved
TS,simple,,8,columbia_tools_hmp_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_hmp_01.webp,wc_export_order_preserved
TS,simple,,9,columbia_tools_bf_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_bf_01.webp,wc_export_order_preserved
TS,simple,,10,columbia_tools_gn_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_gn_01.webp,wc_export_order_preserved
TS,simple,,11,columbia_tools_cr_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cr_01.webp,wc_export_order_preserved
TS,simple,,12,columbia_tools_aha_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_aha_01.webp,wc_export_order_preserved
TS,simple,,13,columbia_tools_3ns_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_3ns_01.webp,wc_export_order_preserved
TS,simple,,14,columbia_tools_c1h_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_c1h_01.webp,wc_export_order_preserved
TS,simple,,15,columbia_tools_c1hext_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_c1hext_01.webp,wc_export_order_preserved
PTS,simple,,1,columbia_tools_rc_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_rc_01.webp,wc_export_order_preserved
PTS,simple,,2,columbia_tools_ptaper_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_ptaper_01.webp,wc_export_order_preserved
PTS,simple,,3,columbia_tools_10ffba_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_10ffba_01.webp,wc_export_order_preserved
PTS,simple,,4,columbia_tools_12ffba_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_12ffba_01.webp,wc_export_order_preserved
PTS,simple,,5,columbia_tools_mhs_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_mhs_01.webp,wc_export_order_preserved
PTS,simple,,6,columbia_tools_8cfb_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_8cfb_01.webp,wc_export_order_preserved
PTS,simple,,7,columbia_tools_3ah_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_3ah_01.webp,wc_export_order_preserved
PTS,simple,,8,columbia_tools_phmp_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_phmp_01.webp,wc_export_order_preserved
PTS,simple,,9,columbia_tools_bf_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_bf_01.webp,wc_export_order_preserved
PTS,simple,,10,columbia_tools_gn_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_gn_01.webp,wc_export_order_preserved
PTS,simple,,11,columbia_tools_cr_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cr_01.webp,wc_export_order_preserved
PTS,simple,,12,columbia_tools_aha_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_aha_01.webp,wc_export_order_preserved
PTS,simple,,13,columbia_tools_3ns_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_3ns_01.webp,wc_export_order_preserved
PTS,simple,,14,columbia_tools_pc1h_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_pc1h_01.webp,wc_export_order_preserved
PTS,simple,,15,columbia_tools_pc1hext_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_pc1hext_01.webp,wc_export_order_preserved
PTS,simple,,16,columbia_tools_pts_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_pts_01.webp,optimized_append
SACS,simple,,1,columbia_tools_sacs_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_sacs_01.webp,wc_export_order_preserved
SACS,simple,,2,columbia_tools_tcs_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_tcs_01.webp,wc_export_order_preserved
SACS,simple,,3,columbia_tools_25sf_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_25sf_01.webp,wc_export_order_preserved
SACS,simple,,4,columbia_tools_3sf_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_3sf_01.webp,wc_export_order_preserved
SACS,simple,,5,columbia_tools_cmt24_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cmt24_01.webp,wc_export_order_preserved
SACS,simple,,6,columbia_tools_c1hext_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_c1hext_01.webp,wc_export_order_preserved
SACS,simple,,7,columbia_tools_c1h_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_c1h_01.webp,wc_export_order_preserved
SACS,simple,,8,columbia_tools_aha_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_aha_01.webp,wc_export_order_preserved
SACS,simple,,9,columbia_tools_cflt_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cflt_01.webp,wc_export_order_preserved
SACS,simple,,10,columbia_tools_icatw_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_icatw_01.webp,wc_export_order_preserved
SACS,simple,,11,columbia_tools_cr_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cr_01.webp,wc_export_order_preserved
TWS,simple,,1,columbia_tools_tws_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_tws_01.webp,wc_export_order_preserved
TWS,simple,,2,columbia_tools_tws_02.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_tws_02.webp,wc_export_order_preserved
CPFP,simple,,1,columbia_tools_cpfp_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cpfp_01.webp,wc_export_order_preserved
CPFP,simple,,2,columbia_tools_cpfp_02.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_cpfp_02.webp,wc_export_order_preserved
CPFGN,simple,,1,columbia_tools_tbgn_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_tbgn_01.webp,wc_export_order_preserved
FA280,simple,,1,columbia_tools_fa280_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa280_01.webp,wc_export_order_preserved
FA268,simple,,1,columbia_tools_fa268_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa268_01.webp,wc_export_order_preserved
FA270,simple,,1,columbia_tools_fa270_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa270_01.webp,wc_export_order_preserved
FA228,simple,,1,columbia_tools_fa228_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa228_01.webp,wc_export_order_preserved
FA229,simple,,1,columbia_tools_fa229_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa229_01.webp,wc_export_order_preserved
FA230,simple,,1,columbia_tools_fa230_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa230_01.webp,wc_export_order_preserved
FA253,simple,,1,columbia_tools_fa253_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa253_01.webp,wc_export_order_preserved
FA252,simple,,1,columbia_tools_fa252_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa252_01.webp,wc_export_order_preserved
FA202,simple,,1,columbia_tools_fa202_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa202_01.webp,wc_export_order_preserved
FA200,simple,,1,columbia_tools_fa200_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa200_01.webp,wc_export_order_preserved
FA203,simple,,1,columbia_tools_fa203_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa203_01.webp,wc_export_order_preserved
FA3,simple,,1,columbia_tools_fa3_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa3_01.webp,wc_export_order_preserved
CT109,simple,,1,columbia_tools_ct109_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_ct109_01.webp,wc_export_order_preserved
FA296,simple,,1,columbia_tools_fa296_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa296_01.webp,wc_export_order_preserved
FA295,simple,,1,columbia_tools_fa295_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa295_01.webp,wc_export_order_preserved
FA379,simple,,1,columbia_tools_fa379_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa379_01.webp,wc_export_order_preserved
FA286,simple,,1,columbia_tools_fa286_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa286_01.webp,wc_export_order_preserved
FA288,simple,,1,columbia_tools_fa288_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa288_01.webp,wc_export_order_preserved
FA291,simple,,1,columbia_tools_fa291_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa291_01.webp,wc_export_order_preserved
FA299,simple,,1,columbia_tools_fa299_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa299_01.webp,wc_export_order_preserved
FA313,simple,,1,columbia_tools_fa313_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa313_01.webp,wc_export_order_preserved
FA301,simple,,1,columbia_tools_fa301_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa301_01.webp,wc_export_order_preserved
FA300,simple,,1,columbia_tools_fa300_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa300_01.webp,wc_export_order_preserved
FA294,simple,,1,columbia_tools_fa294_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa294_01.webp,wc_export_order_preserved
FA297,simple,,1,columbia_tools_fa297_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa297_01.webp,wc_export_order_preserved
FA298,simple,,1,columbia_tools_fa298_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa298_01.webp,wc_export_order_preserved
FA302,simple,,1,columbia_tools_fa302_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa302_01.webp,wc_export_order_preserved
FA320,simple,,1,columbia_tools_fa320_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa320_01.webp,wc_export_order_preserved
HFFB14,variable,,1,columbia_tools_hffb14_10_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_hffb14_10_01.webp,wc_export_order_preserved
HFFB14,variable,,2,columbia_tools_hffb14_8_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_hffb14_8_01.webp,optimized_append
FFB25,variable,,1,columbia_tools_ffb25_10_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_ffb25_10_01.webp,wc_export_order_preserved
AH3,variable,,1,columbia_tools_ah3_3_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_ah3_3_01.webp,wc_export_order_preserved
AH3,variable,,2,columbia_tools_ah3_2_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_ah3_2_01.webp,optimized_append
HFFB14-8,variation,HFFB14,1,columbia_tools_hffb14_8_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_hffb14_8_01.webp,wc_export_order_preserved
HFFB14-10,variation,HFFB14,1,columbia_tools_hffb14_10_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_hffb14_10_01.webp,wc_export_order_preserved
HFFB14-12,variation,HFFB14,1,columbia_tools_hffb14_12_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_hffb14_12_01.webp,wc_export_order_preserved
HFFB14-14,variation,HFFB14,1,columbia_tools_hffb14_14_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_hffb14_14_01.webp,wc_export_order_preserved
FFB25-10,variation,FFB25,1,columbia_tools_ffb25_10_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_ffb25_10_01.webp,wc_export_order_preserved
FFB25-12,variation,FFB25,1,columbia_tools_ffb25_10_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_ffb25_10_01.webp,wc_export_order_preserved
AH3-2,variation,AH3,1,columbia_tools_ah3_2_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_ah3_2_01.webp,wc_export_order_preserved
AH3-2.5,variation,AH3,1,columbia_tools_ah3_2_5_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_ah3_2_5_01.webp,wc_export_order_preserved
AH3-3,variation,AH3,1,columbia_tools_ah3_3_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_ah3_3_01.webp,wc_export_order_preserved
AH3-3.5,variation,AH3,1,columbia_tools_ah3_3_5_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_ah3_3_5_01.webp,wc_export_order_preserved
FA380,simple,,1,columbia_tools_fa380_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa380_01.webp,wc_export_order_preserved
FA225,simple,,1,columbia_tools_fa225_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa225_01.webp,wc_export_order_preserved
FA224,simple,,1,columbia_tools_fa224_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa224_01.webp,wc_export_order_preserved
FA271,simple,,1,columbia_tools_fa271_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa271_01.webp,wc_export_order_preserved
FA272,simple,,1,columbia_tools_fa272_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa272_01.webp,wc_export_order_preserved
FA273,simple,,1,columbia_tools_fa273_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa273_01.webp,wc_export_order_preserved
FA312,simple,,1,columbia_tools_fa312_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa312_01.webp,wc_export_order_preserved
FA274,simple,,1,columbia_tools_fa274_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa274_01.webp,wc_export_order_preserved
FA275,simple,,1,columbia_tools_fa275_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa275_01.webp,wc_export_order_preserved
FA276,simple,,1,columbia_tools_fa276_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa276_01.webp,wc_export_order_preserved
FA316,simple,,1,columbia_tools_fa316_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa316_01.webp,wc_export_order_preserved
FA382,simple,,1,columbia_tools_fa382_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa382_01.webp,wc_export_order_preserved
FA199,simple,,1,columbia_tools_fa199_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa199_01.webp,wc_export_order_preserved
FA365,simple,,1,columbia_tools_fa365_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa365_01.webp,wc_export_order_preserved
FA206,simple,,1,columbia_tools_fa206_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa206_01.webp,wc_export_order_preserved
FA207,simple,,1,columbia_tools_fa207_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa207_01.webp,wc_export_order_preserved
FA219,simple,,1,columbia_tools_fa219_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa219_01.webp,wc_export_order_preserved
FA213,simple,,1,columbia_tools_fa213_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa213_01.webp,wc_export_order_preserved
FA214,simple,,1,columbia_tools_fa214_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa214_01.webp,wc_export_order_preserved
FA2,simple,,1,columbia_tools_fa2_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa2_01.webp,wc_export_order_preserved
FA210,simple,,1,columbia_tools_fa210_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa210_01.webp,wc_export_order_preserved
FA212,simple,,1,columbia_tools_fa212_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa212_01.webp,wc_export_order_preserved
FA220,simple,,1,columbia_tools_fa220_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa220_01.webp,wc_export_order_preserved
FA218,simple,,1,columbia_tools_fa218_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa218_01.webp,wc_export_order_preserved
FA216,simple,,1,columbia_tools_fa216_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa216_01.webp,wc_export_order_preserved
FA215,simple,,1,columbia_tools_fa215_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa215_01.webp,wc_export_order_preserved
FA303,simple,,1,columbia_tools_fa303_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa303_01.webp,wc_export_order_preserved
FA307,simple,,1,columbia_tools_fa307_01.webp,https://elliottm4.sg-host.com/wp/wp-content/uploads/2026/media/columbia_tools_fa307_01.webp,wc_export_order_preserved
