sku,name,type,brand,product_kind,category_key,display_category_key,finding,workflow,field,current_value
HH5,Extension Housing,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HH30,Extension Release Trigger,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT130,Extension Shaft,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
AH7,Frame Tension Spring,variable,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT127,Extension Shaft Bracket,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MP33,Filler Gasket,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MP28,Filler Nut,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MP25,Filler Studs,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MP2,Foot Valve Casting,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
AH5,Frame Retainer Clip,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
AH6A,Funnel Retainer Clip,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MH21,Grip Adjuster Housing,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MH23,Grip Adjusting Fastener,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MH22,Grip Adjustment Pin,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HH15,Grip Sleeve Octagon,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT115,Guard Ring,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT58,Guide Rod Bushing,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT126,Hand Grip Body,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT124,Hand Grip Guard Ring,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HNS12,Handle Clamp,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CR11,Handle Connecting Link,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HH35,Handle Grip,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MH4,Handle Grip,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MH11,Handle Grip Bushing,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
AH1,Head Casting,variable,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HFFB3-PLATE,Hinge Box End Plate,variable,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MP6,Handle Link,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HNSA-14,Handle Link Assembly,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MH1,Handle Mount Plate,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CR6,Handle Mounting Swivel,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HPA-48,Handle Pin Assembly,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HH8,Handle Tube,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MP5,Head Bushing,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CR1,Head Casting,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
FFB39,Hex Bolt,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT20,Hinge Block,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CFB15A,Hinge Bushing (Plastic Washer),simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
BH6,Hinge Pin,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MH6,Hinge Pin,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT79,Hollow Shaft,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT68,Hub,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT2,Insert Bushing for CT#7A,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MH13,Large Nyliner Bushing,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT-WAFER-BUSHING,Wafer Bushing,variable,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HP47,Latch Clamp Assembly,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HP46,Latch Keeper,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MP8,Leg,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HH17C,Line Pincher,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
BH4,Lower Brake Lever,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MH3,Lower Mount Bracket,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
BH3,Lower Mounting Bracket,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT80,Manual Drive Grip,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MH2,Matrix Handle Head,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT43,Micro Chain,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MH3A,Mounting Bracket Stem,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
BH1,Mounting Plate,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MP24,Mud Pump Screen,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MP23,Mud Pump Seal,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HFFB1A-10,"Mud Seal Strip - 10""",simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT96,Mud Shut-Off Gasket,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT98,Mud Supply Seal Plate & Shaft,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT97,Mud Supply Valve Body,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CFB6,Mud Supply Valve Unit,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HNS17A,Nail Spotter Handle Tightness Screw,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT63,Needle,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT62,Needle Holding Shaft,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MP-PISTON-BACKING-WASHER,Piston Backing Washer,variable,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT64,Needle Return Shaft,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT65,Needle Return Spring,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HFFB4D,Nylatron Bushing,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MP36,Nylatron Bushing,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT76,Nylatron Washer,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
FFB38,Nyliner Bearing,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HP45,O Ring Enclosure,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT121A,O-Ring,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MP23A,O-Ring,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MH10,Octagon,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT19,Paper Feed Guide,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MH17,Pinch Brake,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MH15,Pinch Brake Activator,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MH24,Pinch Brake Bushing,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MH18,Pinch Brake Housing,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MH19,Pinch Brake Sleeve,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MH25,Pinch Brake Stem,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MH12,PinchBrake Spring,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT107,Piston Body,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT111,Piston Cup,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MP14,Piston Cup,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HH16,Piston Housing,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT-INSERT-BUSHING,Insert Bushing,variable,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT-NYLATRON-CHAIN-ROLLER,Nylatron Chain Roller,variable,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HH23,Piston O-Ring,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MP11,Piston Shaft,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HNS18,Pivot,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
BH2,Plate,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HP1,Pump Cylinder,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MP3,Pump Flapper Valve,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MP7,Pump Handle,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT67,Ratchet Gear,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT15,Ratchet Rod for Adjustable Brake,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT92,Release Clip Bushing,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HH31,Release Clip Pin,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HH32,Release Clip Washer,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT89,Release Rod Sleeve,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
AH1B,Return Spring,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT101,Return Spring,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT54,Return Spring,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT40,Return Spring Ring,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT36,Return Spring Tube,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HH33,Rlease Trigger Spring,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
FFB7-SHOE,Shoe,variable,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CFB3,Side Plate,variable,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT90,Rod Sleeve Housing,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HNS12A,Roll Pin,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HNS13,Roll Pin Bushing,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CR2,Roller,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT28,Roller Bushing,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT125,Rollers,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
FFB37,Rubber for Box Wheel,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT87-CS,Rubber Seal,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
AH4,Side Blade,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT7A,Side Plate Hub,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MP39,Sleeve,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
MH20,Small Nyliner Bushing,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
AH18,Socket Wear Cap,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT119,Spool Retaining Spring,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
AH1A,Spring Housing,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
FFB4B,Stainless Steel Backing Washer,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT6A,Stainless Steel Side Plate - Left,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
FFB4A,Stainless Steel Washer,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT116A,Strap,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
AH8-CLIP,Top Retainer Corner Clip,variable,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
BH11,Strap Connecting Pin,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CR12,Swivel Coupling Pin,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT57,Tape Advance Carriage,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT120,Tape Spool,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT14A,Taper Adjustable Brake,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
FFB32A,Thumb Release Clip Screw,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT53,Toe Kicker,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
CT92A,Toe Kicker Caple Retainer Clip,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HH10A,Top Cap,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
BH5,Upper Mounting Bracket,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HH2,Upper Mounting Bracket,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
HNS20,Wedge,simple,Columbia Tools,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
804003F,TapeTech Grip Assembly For Box Handle,simple,TapeTech,part,parts,parts,part_family_without_compatibility_or_replacement,compatibility_research,Meta: _dtb_compatible_tool_skus,
