match_status,match_basis,confidence,supplier_brand,supplier_sku,supplier_source_sku,supplier_name,supplier_category,supplier_weight,supplier_length,supplier_width,supplier_height,catalog_type,catalog_sku,catalog_name,catalog_brand,catalog_categories,catalog_parent,catalog_weight,catalog_length,catalog_width,catalog_height,matched_identifier,candidate_count,name_score,name_score_gap,numeric_tokens_match,category_compatible,dimension_score,review_notes
matched_identifier,sku->SKU,confirmed,Columbia Tools,14FFBA,CTT14FFBA,"14"" AUTOMATIC FLAT BOX COLUMBIA",AUTOMATIC TAPING TOOLS,5.3,,,,variation,14FFBA,"Columbia Automatic Flat Box - 14""",Columbia Tools,,COL-AUTOMATIC-FLAT-BOX,5.3,,,,14FFBA,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,25AH,CTT25AH,"COLUMBIA 2-1/2"" ANGLE HEAD WITH WHEELS",AUTOMATIC TAPING TOOLS,0.9125,4,4,4,variation,2.5AH,"Columbia Angle Head - 2.5""",Columbia Tools,,COL-ANGLE-HEAD,0.9125,4,4,4,2.5AH,1,0.3438,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,25CSF,CTT25CSF,"COLUMBIA 2.5"" COMBO FLUSHER",AUTOMATIC TAPING TOOLS,0.6415,5,4,3,variation,2.5CSF,"Columbia Combo Flusher - 2.5""",Columbia Tools,,COL-COMBO-FLUSHER,0.6415,5,4,3,2.5CSF,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,2AH,CTT2AH,"COLUMBIA 2"" ANGLE HEAD WITH WHEELS",AUTOMATIC TAPING TOOLS,0.858,5,5,4,variation,2AH,"Columbia Angle Head - 2""",Columbia Tools,,COL-ANGLE-HEAD,0.858,5,5,4,2AH,1,0.7143,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,2NS,CTT2NS,"COLUMBIA 2"" NAIL SPOTTER",AUTOMATIC TT PARTS,1.4575,8,5,5,variation,2NS,"Columbia Nail Spotter - 2""",Columbia Tools,,COL-NAIL-SPOTTER,1.4575,8,5,5,2NS,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,35AH,CTT35AH,"COLUMBIA 3-1/2"" ANGLE HEAD WITH WHEELS",AUTOMATIC TAPING TOOLS,1.1425,5.25,4.75,4,variation,3.5AH,"Columbia Angle Head - 3.5""",Columbia Tools,,COL-ANGLE-HEAD,1.1425,5.25,4.75,4,3.5AH,1,0.3438,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,35CSF,CTT35CSF,"COLUMBIA 3.5"" COMBO FLUSHER",AUTOMATIC TAPING TOOLS,5,,,,variation,3.5CSF,"Columbia Combo Flusher - 3.5""",Columbia Tools,,COL-COMBO-FLUSHER,5,,,,3.5CSF,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,35SF,CTT35SF,"COLUMBIA 3-1/2"" STANDARD FLUSHER WITH WHEELS",AUTOMATIC TAPING TOOLS,1,,,,variation,3.5SF,"Columbia Standard Flusher - 3.5""",Columbia Tools,,COL-STANDARD-FLUSHER,1,,,,3.5SF,1,0.3850,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,3AH,CTT3AH,"COLUMBIA 3"" ANGLE HEAD WITH WHEELS",AUTOMATIC TAPING TOOLS,1.0565,4,5,5,variation,3AH,"Columbia Angle Head - 3""",Columbia Tools,,COL-ANGLE-HEAD,1.0565,4,5,5,3AH,1,0.7143,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,3BH,CTT3BH,3' 180-GRIP FLAT BOX HANDLE COLUMBIA,AUTOMATIC TAPING TOOLS,1.823,37.5,5.75,4,variation,3BH,Columbia 180° Grip Flat Box Handle - 3',Columbia Tools,,COL-180-GRIP-FLAT-BOX-HANDLE,1.823,37.5,5.75,4,3BH,1,0.5500,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,3CSF,CTT3CSF,"3"" COMBO FLUSHER COLUMBIA",AUTOMATIC TAPING TOOLS,0.6705,6,5,2,variation,3CSF,"Columbia Combo Flusher - 3""",Columbia Tools,,COL-COMBO-FLUSHER,0.6705,6,5,2,3CSF,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,3NS,CTT3NS,"COLUMBIA 3"" NAIL SPOTTER",AUTOMATIC TT PARTS,1.731,8,5,5,variation,3NS,"Columbia Nail Spotter - 3""",Columbia Tools,,COL-NAIL-SPOTTER,1.731,8,5,5,3NS,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,42BH,CTT42BH,"42"" FLAT BOX HANDLE 180 DEGREE COLUMBIA",AUTOMATIC TAPING TOOLS,1.86875,45,5.25,3.75,variation,42BH,"Columbia 180° Grip Flat Box Handle - 42""",Columbia Tools,,COL-180-GRIP-FLAT-BOX-HANDLE,1.86875,45,5.25,3.75,42BH,1,0.4435,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,4BH,CTT4BH,COLUMBIA 4' 180 DEG FLAT BOX HANDLE,AUTOMATIC TAPING TOOLS,2.0635,50.75,5.25,4,variation,4BH,Columbia 180° Grip Flat Box Handle - 4',Columbia Tools,,COL-180-GRIP-FLAT-BOX-HANDLE,2.0635,50.75,5.25,4,4BH,1,0.4529,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,55FBB,CTT55FBB,"5.5"" FAT BOY FLAT BOX COLUMBIA",AUTOMATIC TT PARTS,0,,,,variation,5.5FBB,"Columbia Fat Boy Flat Box - 5.5""",Columbia Tools,,COL-FAT-BOY-FLAT-BOX,,,,,5.5FBB,1,1.0000,,true,true,,
matched_identifier,sku->SKU,confirmed,Columbia Tools,55FFB,CTT55FFB,"5.5"" FLAT BOX COLUMBIA",AUTOMATIC TAPING TOOLS,2.455,8,6,5,variation,5.5FFB,"Columbia Flat Finisher Box - 5.5""",Columbia Tools,,COL-FLAT-FINISHER-BOX,2.455,8,6,5,5.5FFB,1,0.8000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,5BH,CTT5BH,5' 180-GRIP FLAT BOX HANDLE COLUMBIA,AUTOMATIC TAPING TOOLS,8,,,,variation,5BH,Columbia 180° Grip Flat Box Handle - 5',Columbia Tools,,COL-180-GRIP-FLAT-BOX-HANDLE,8,,,,5BH,1,0.5500,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,6BH,CTT6BH,6' 180-GRIP FLAT BOX HANDLE COLUMBIA,AUTOMATIC TAPING TOOLS,10,,,,variation,6BH,Columbia 180° Grip Flat Box Handle - 6',Columbia Tools,,COL-180-GRIP-FLAT-BOX-HANDLE,10,,,,6BH,1,0.5500,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,7CFB,CTT7CFB,"COLUMBIA 7"" CORNER THROTTLE BOX",AUTOMATIC TAPING TOOLS,3.2875,10,10,4,variation,7CFB,"Columbia Throttle Corner Flusher Box - 7""",Columbia Tools,,COL-THROTTLE-CORNER-FLUSHER-BOX,3.2875,10,10,4,7CFB,1,0.8571,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,7FFB,CTT7FFB,"7"" FLAT FINISHING BOX COLUMBIA",AUTOMATIC TAPING TOOLS,2.8085,13,5,8,variation,7FFB,"Columbia Flat Finisher Box - 7""",Columbia Tools,,COL-FLAT-FINISHER-BOX,2.8085,13,5,8,7FFB,1,0.8889,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,8CFB,CTT8CFB,"COLUMBIA 8"" CORNER THROTTLE BOX",AUTOMATIC TAPING TOOLS,3.6385,10,5,10,variation,8CFB,"Columbia Throttle Corner Flusher Box - 8""",Columbia Tools,,COL-THROTTLE-CORNER-FLUSHER-BOX,3.6385,10,5,10,8CFB,1,0.8571,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,8FBB,CTT8FBB,"COLUMBIA 8"" FAT BOY BOX",AUTOMATIC TAPING TOOLS,1,,,,variation,8FBB,"Columbia Fat Boy Flat Box - 8""",Columbia Tools,,COL-FAT-BOY-FLAT-BOX,1,,,,8FBB,1,0.8649,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,8FBBA,CTT8FBBA,"8"" FAT BOY AUTOMATIC FLAT BOX COLUMBIA",AUTOMATIC TAPING TOOLS,4.1,,,,variation,8FBBA,"Columbia Automatic Fat Boy Box - 8""",Columbia Tools,,COL-AUTOMATIC-FAT-BOY-BOX,4.1,,,,8FBBA,1,0.9123,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,8FFB,CTT8FFB,"COLUMBIA 8"" FLAT FINISHER BOX",AUTOMATIC TAPING TOOLS,1,,,,variation,8FFB,"Columbia Flat Finisher Box - 8""",Columbia Tools,,COL-FLAT-FINISHER-BOX,1,,,,8FFB,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,8FFBA,CTT8FFBA,"8"" AUTOMATIC FLAT BOX COLUMBIA",AUTOMATIC TAPING TOOLS,3.9,,,,variation,8FFBA,"Columbia Automatic Flat Box - 8""",Columbia Tools,,COL-AUTOMATIC-FLAT-BOX,3.9,,,,8FFBA,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH18,CTTAH18,SOCKET WEAR CUP COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,AH18,Socket Wear Cap,Columbia Tools,Drywall Finishing Tools > Parts,,0.01,,,,AH18,1,0.9333,,true,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH1A,CTTAH1A,SPRING HOUSING COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,AH1A,Spring Housing,Columbia Tools,Drywall Finishing Tools > Parts,,0.01,,,,AH1A,1,1.0000,,true,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH32,CTTAH32,"2"" CARBIDE BLADE COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variation,AH3-2,"Top Blade - 2""",Columbia Tools,,AH3,0.01,,,,AH3-2,1,0.6250,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH325,CTTAH325,"2-1/2"" CARBIDE BLADE COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variation,AH3-2.5,"Top Blade - 2.5""",Columbia Tools,,AH3,0.01,,,,AH3-2.5,1,0.2895,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH33,CTTAH33,"3"" CARBIDE BLADE COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variation,AH3-3,"Top Blade - 3""",Columbia Tools,,AH3,0.01,,,,AH3-3,1,0.6250,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH335,CTTAH335,"3-1/2"" CARBIDE BLADE COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variation,AH3-3.5,"Top Blade - 3.5""",Columbia Tools,,AH3,0.01,,,,AH3-3.5,1,0.2895,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH4,CTTAH4,SIDE BLADE COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,AH4,Side Blade,Columbia Tools,Drywall Finishing Tools > Parts,,0.01,,,,AH4,1,1.0000,,true,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH5,CTTAH5,FRAME RETAINER CLIP COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,AH5,Frame Retainer Clip,Columbia Tools,Drywall Finishing Tools > Parts,,0.01,,,,AH5,1,1.0000,,true,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH6A,CTTAH6A,BALL HOLDER RELEASE CLIP COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,AH6A,Funnel Retainer Clip,Columbia Tools,Drywall Finishing Tools > Parts,,0.01,,,,AH6A,1,0.4545,,true,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH72,CTTAH72,"FRAME TENSION SPRING 2"" COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variation,AH7-2,"Frame Tension Spring - 2""",Columbia Tools,,AH7,0.01,,,,AH7-2,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH725,CTTAH725,"FRAME TEN SPRING 2-1/2"" (+SMALL 3"" SPRING) COLUM",AUTOMATIC TT PARTS,0.01,,,,variation,AH7-2.5,"Frame Tension Spring - 2.5""",Columbia Tools,,AH7,0.01,,,,AH7-2.5,1,0.3039,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH73,CTTAH73,"3"" TENSION SPRING (LARGE) COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variation,AH7-3,"Frame Tension Spring - 3""",Columbia Tools,,AH7,0.01,,,,AH7-3,1,0.7600,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH735,CTTAH735,"3.5"" FRAME TENSION SPRING COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variation,AH7-3.5,"Frame Tension Spring - 3.5""",Columbia Tools,,AH7,0.01,,,,AH7-3.5,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH8A,CTTAH8A,COLUMBIA TOP RETAINER CORNER CLIP,AUTOMATIC TT PARTS,0,,,,variation,AH8A,"Top Retainer Corner Clip - 3.5""",Columbia Tools,,AH8-CLIP,,,,,AH8A,1,0.8727,,false,true,,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AH9A,CTTAH9A,COLUMBIA BOTTOM RETAINER CORNER CLIP,AUTOMATIC TT PARTS,0,,,,variation,AH9A,"Bottom Retainer Corner Clip - 3.5""",Columbia Tools,,AH9-CLIP,,,,,AH9A,1,0.8852,,false,true,,
matched_identifier,sku->SKU,confirmed,Columbia Tools,AHA,CTTAHA,COLUMBIA ANGLE HEAD ADAPTER,AUTOMATIC TAPING TOOLS,1,,,,simple,AHA,Angle Head Adapter,Columbia Tools,Drywall Finishing Tools > Parts,,1,,,,AHA,1,1.0000,,true,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,BF,CTTBF,COLUMBIA BOX FILLER,AUTOMATIC TAPING TOOLS,0.31,5,4,2,variation,BF,Columbia Box Filler - Standard,Columbia Tools,,COL-BOX-FILLER,0.31,5,4,2,BF,1,0.6897,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,BH1,CTTBH1,MOUNTING PLATE (180 GRIP) COLUMBIA,AUTOMATIC TT PARTS,1,,,,simple,BH1,Mounting Plate,Columbia Tools,Drywall Finishing Tools > Parts,,1,,,,BH1,1,0.7568,,false,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,BH11,CTTBH11,COLUMBIA STRAP CONNECTING PIN,AUTOMATIC TT PARTS,0,,,,simple,BH11,Strap Connecting Pin,Columbia Tools,Drywall Finishing Tools > Parts,,,,,,BH11,1,1.0000,,true,false,,
matched_identifier,sku->SKU,confirmed,Columbia Tools,BH2,CTTBH2,180 GRIP PLATE - COL HANDLES COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,BH2,Plate,Columbia Tools,Drywall Finishing Tools > Parts,,0.01,,,,BH2,1,0.3226,,false,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,BH24A,CTTBH24A,COLUMBIA BEARING SLEEVE,AUTOMATIC TT PARTS,0,,,,simple,BH24A,Bearing Sleeve,Columbia Tools,Drywall Finishing Tools > Parts,,,,,,BH24A,1,1.0000,,true,false,,
matched_identifier,sku->SKU,confirmed,Columbia Tools,BH26,CTTBH26,CAM FOR 180 HANDLE COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,BH26,Cam,Columbia Tools,Drywall Finishing Tools > Parts,,0.01,,,,BH26,1,0.2857,,false,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,BH4,CTTBH4,LOWER BRAKE LEVER COLUMBIA,AUTOMATIC TT PARTS,0,,,,simple,BH4,Lower Brake Lever,Columbia Tools,Drywall Finishing Tools > Parts,,,,,,BH4,1,1.0000,,true,false,,
matched_identifier,sku->SKU,confirmed,Columbia Tools,BH5,CTTBH5,UPPER MOUNTING BRACKET (180 GRIP) COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,BH5,Upper Mounting Bracket,Columbia Tools,Drywall Finishing Tools > Parts,,0.01,,,,BH5,1,0.8302,,false,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,C1H,CTTC1H,COLUMBIA 4' ONE HANDLE,AUTOMATIC TAPING TOOLS,1.1325,48,2,2,variation,C1H,Columbia One Handle - Fixed,Columbia Tools,,COL-ONE-HANDLE,1.1325,48,2,2,C1H,1,0.7857,,false,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,C1HEXT,CTTC1HEXT,COLUMBIA ONE ENTENDABLE 3'-5' HANDLE,AUTOMATIC TAPING TOOLS,1.135,38.25,2,1.75,variation,C1HEXT,Columbia One Handle - Extendable 3'-5',Columbia Tools,,COL-ONE-HANDLE,1.135,38.25,2,1.75,C1HEXT,1,0.9600,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,CBNCR,CTTCBNCR,OUTSIDE BULLNOSE CORNER ROLLER COLUMBIA,AUTOMATIC TAPING TOOLS,1.8,,,,variation,CBNCR,Columbia Outside Corner Roller - Bullnose,Columbia Tools,,COL-OUTSIDE-CORNER-ROLLER,1.8,,,,CBNCR,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,CC,CTTCC,COLUMBIA CORNER COBRA ADJUST CORNER ROLLER,AUTOMATIC TAPING TOOLS,1.5525,5.5,6,6,simple,CC,Columbia Corner Cobra,Columbia Tools,Drywall Finishing Tools > Automatic Taping Tools > Corner Rollers,,1.5525,5.5,6,6,CC,1,0.5333,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,CEXT90,CTTCEXT90,OUTSIDE 90 APPLICATOR HEAD COLUMBIA,AUTOMATIC TAPING TOOLS,0.833,4,3,3,variation,CEXT90,Columbia Billet Mud Applicator - External 90,Columbia Tools,,COL-BILLET-MUD-APPLICATOR,0.833,4,3,3,CEXT90,1,0.5763,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,CFB15A,CTTCFB15A,HINGE BUSHING COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,CFB15A,Hinge Bushing (Plastic Washer),Columbia Tools,Drywall Finishing Tools > Parts,,0.01,,,,CFB15A,1,0.6341,,true,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,CFB16,CTTCFB16,BEARING SLEEVE - SS COLUMBIA,AUTOMATIC TT PARTS,0.011,0.2,0.2,0.2,simple,CFB16,Bearing Sleeve,Columbia Tools,Drywall Finishing Tools > Parts,,0.011,0.2,0.2,0.2,CFB16,1,0.9032,,true,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,CFB38,CTTCFB38,"RIGHT SIDE PLATE 8"" COLUMBIA",AUTOMATIC TT PARTS,0,,,,variation,CFB3-8,"Side Plate - 8""",Columbia Tools,,CFB3,,,,,CFB3-8,1,0.8333,,true,true,,
matched_identifier,sku->SKU,confirmed,Columbia Tools,CFB47,CTTCFB47,"7"" DOOR COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variation,CFB4-7,"Door - 7""",Columbia Tools,,CFB4,0.01,,,,CFB4-7,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,CFB48,CTTCFB48,"8"" DOOR COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variation,CFB4-8,"Door - 8""",Columbia Tools,,CFB4,0.01,,,,CFB4-8,1,1.0000,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,CFB5B,CTTCFB5B,CONE BALL END COLUMBIA,AUTOMATIC TT PARTS,0.5,,,,simple,CFB5B,Cone Ball,Columbia Tools,Drywall Finishing Tools > Parts,,0.5,,,,CFB5B,1,0.8182,,true,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,CFB6,CTTCFB6,MUD SUPPLY VALVE UNIT COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,CFB6,Mud Supply Valve Unit,Columbia Tools,Drywall Finishing Tools > Parts,,0.01,,,,CFB6,1,1.0000,,true,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,CFB77,CTTCFB77,"7"" ANGLE BOX DOOR GASKET COLUMBIA",AUTOMATIC TT PARTS,0.01,,,,variation,CFB7-7,"Door Gasket - 7""",Columbia Tools,,CFB7,0.01,,,,CFB7-7,1,0.7619,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,CFB78,CTTCFB78,"8"" ANGLE BOX DOOR GASKET COLUMBIA",AUTOMATIC TT PARTS,0.07,7,3,0.5,variation,CFB7-8,"Door Gasket - 8""",Columbia Tools,,CFB7,0.07,7,3,0.5,CFB7-8,1,0.7619,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,CFB8,CTTCFB8,HANDLE MOUNT CASTING COLUMBIA,AUTOMATIC TT PARTS,0.01,,,,simple,CFB8,Box Mount,Columbia Tools,Drywall Finishing Tools > Parts,,0.01,,,,CFB8,1,0.4138,,true,false,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,CFLT,CTTCFLT,FLAT APPLICATOR HEAD COLUMBIA,AUTOMATIC TAPING TOOLS,0.5505,4,3,1,variation,CFLT,Columbia Billet Mud Applicator - Flat,Columbia Tools,,COL-BILLET-MUD-APPLICATOR,0.5505,4,3,1,CFLT,1,0.7391,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,CHXL,CTTCHXL,COLUMBIA LONG EXTENDABLE HANDLE 4-8',AUTOMATIC TAPING TOOLS,2.4245,49.5,1.5,2.5,variation,CHXL,Columbia One Handle - Long Extendable 4'-8',Columbia Tools,,COL-ONE-HANDLE,2.4245,49.5,1.5,2.5,CHXL,1,0.9286,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,CLT24,CTTCLT24,"24"" CAM-LOCK COMPOUND MUD TUBE COLUMBIA",AUTOMATIC TAPING TOOLS,3,,,,variation,CLT24,"Columbia Cam Lock Tube - 24""",Columbia Tools,,COL-CAM-LOCK-TUBE,3,,,,CLT24,1,0.7451,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,CLT32,CTTCLT32,"32"" CAM-LOCK COMPOUND MUD TUBE COLUMBIA",AUTOMATIC TAPING TOOLS,4,,,,variation,CLT32,"Columbia Cam Lock Tube - 32""",Columbia Tools,,COL-CAM-LOCK-TUBE,4,,,,CLT32,1,0.7451,,true,true,1.0000,
matched_identifier,sku->SKU,confirmed,Columbia Tools,CLT42,CTTCLT42,"COLUMBIA 42"" CAM LOCK TUBE",AUTOMATIC TAPING TOOLS,3.09375,45.5,3.25,3.25,variation,CLT42,"Columbia Cam Lock Tube - 42""",Columbia Tools,,COL-CAM-LOCK-TUBE,3.09375,45.5,3.25,3.25,CLT42,1,1.0000,,true,true,1.0000,
